Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Raw_intensity
Im001;0;0-7-0;0;0;0.00000;3.29943;-0.25027;3.39027;0.57886;0-7-0;17;17;0-7;false;false;NA;1-7-0;4.17004e+04
Im001;0;0-15-0;0;0;0.00000;0.97840;0.32637;2.50119;0.87944;0-15-0;1;1;0-15;false;false;NA;NA;4.27278e+03
Im001;0;1-2-0;1;0;8.17400e+03;3.14733;0.38670;3.61863;0.90103;1-2-0;1;1;0-2;false;false;NA;NA;3.62350e+03
Im001;0;1-7-0;1;0;8.17400e+03;3.22838;-9.91316e-02;3.39027;0.61704;0-7-0;17;17;0-7;false;false;0-7-0;2-7-0;2.80756e+04
Im001;0;2-7-0;2;0;4.00000;3.23323;-4.66275e-02;3.39027;0.61472;0-7-0;17;17;0-7;false;false;1-7-0;3-7-0;2.16924e+04
Im001;0;3-7-0;3;0;6.00000;3.22724;-7.19646e-03;3.39027;0.61759;0-7-0;17;17;0-7;false;false;2-7-0;4-7-0;2.00671e+04
Im001;0;3-10-0;3;0;6.00000;3.61336;0.24968;3.61615;0.52074;3-10-0;3;3;0-10;false;false;NA;4-10-0;7.09188e+03
Im001;0;4-7-0;4;0;8.00000;3.22986;3.24545e-02;3.39027;0.61633;0-7-0;17;17;0-7;false;false;3-7-0;5-7-0;1.90573e+04
Im001;0;4-10-0;4;0;8.00000;3.61336;0.24968;3.61615;0.52074;3-10-0;3;3;0-10;false;false;3-10-0;5-10-0;7.10263e+03
Im001;0;5-7-0;5;0;10.00000;3.22644;7.74798e-02;3.39027;0.61797;0-7-0;17;17;0-7;false;false;4-7-0;6-7-0;1.66503e+04
Im001;0;5-10-0;5;0;10.00000;3.61336;0.24968;3.61615;0.52074;3-10-0;3;3;0-10;false;false;4-10-0;NA;7.16313e+03
Im001;0;6-7-0;6;0;12.00000;3.22005;0.10218;3.39027;0.62104;0-7-0;17;17;0-7;false;false;5-7-0;7-7-0;1.52194e+04
Im001;0;7-7-0;7;0;14.00000;3.20762;0.12727;3.39027;0.62704;0-7-0;17;17;0-7;false;false;6-7-0;8-7-0;1.46880e+04
Im001;0;7-16-0;7;0;14.00000;2.90059;-0.20706;3.29101;0.74562;7-16-0;5;5;0-16;false;false;NA;8-16-0;3.98233e+03
Im001;0;8-2-0;8;0;16.00000;1.29089;-9.26965e-02;3.61863;0.90114;8-2-0;1;1;0-2;false;false;NA;NA;3.49489e+03
Im001;0;8-7-0;8;0;16.00000;3.21142;0.17485;3.39027;0.62520;0-7-0;17;17;0-7;false;false;7-7-0;9-7-0;1.25097e+04
Im001;0;8-16-0;8;0;16.00000;2.91671;-0.16168;3.29101;0.73934;7-16-0;5;5;0-16;false;false;7-16-0;9-16-0;4.03667e+03
Im001;0;9-7-0;9;0;18.00000;3.19262;0.19801;3.39027;0.63432;0-7-0;17;17;0-7;false;false;8-7-0;10-7-0;1.21519e+04
Im001;0;9-16-0;9;0;18.00000;2.91507;-0.14315;3.29101;0.73997;7-16-0;5;5;0-16;false;false;8-16-0;10-16-0;3.93633e+03
Im001;0;10-7-0;10;0;20.00000;3.18461;0.23470;3.39027;0.63824;0-7-0;17;17;0-7;false;false;9-7-0;11-7-0;1.27620e+04
Im001;0;10-16-0;10;0;20.00000;2.91310;-0.11882;3.29101;0.74073;7-16-0;5;5;0-16;false;false;9-16-0;11-16-0;4.02689e+03
Im001;0;11-7-0;11;0;22.00000;3.18171;0.25021;3.39027;0.63966;0-7-0;17;17;0-7;false;false;10-7-0;12-7-0;1.23831e+04
Im001;0;11-16-0;11;0;22.00000;2.91848;-0.10850;3.29101;0.73866;7-16-0;5;5;0-16;false;false;10-16-0;NA;4.05433e+03
Im001;0;12-7-0;12;0;24.00000;3.17863;0.26640;3.39027;0.64117;0-7-0;17;17;0-7;false;false;11-7-0;13-7-0;1.26479e+04
Im001;0;12-15-0;12;0;24.00000;1.12694;0.40263;2.50119;0.87132;12-15-0;1;1;0-15;false;false;NA;NA;4.59378e+03
Im001;0;12-16-0;12;0;24.00000;0.29014;-0.18047;3.29101;0.75010;12-16-0;8;8;0-16;false;false;NA;13-16-0;3.53878e+03
Im001;0;13-7-0;13;0;26.00000;3.17669;0.27961;3.39027;0.64212;0-7-0;17;17;0-7;false;false;12-7-0;14-7-0;1.16650e+04
