Position;PositionIdx;Indices;Frame;Idx;Time;RecBIntensity;Area;SNR;SpotCount;SpineWidth;SpineLength;BacteriaLineage;NextDivisionFrame;PreviousDivisionFrame
Im001;0;0-0;0;0;1.70905e+12;3.55861e+03;2.49192;881.08754;0;0.80079;2.58935;A;NA;NA
Im001;0;0-1;0;1;1.70905e+12;3.52291e+03;2.75483;845.38616;0;0.83178;2.87181;B;NA;NA
Im001;0;0-2;0;2;1.70905e+12;3.06147e+03;3.60071;383.94411;0;0.88819;3.61863;C;NA;NA
Im001;0;0-3;0;3;1.70905e+12;3.40119e+03;2.26330;723.66432;0;0.83813;2.37628;D;NA;NA
Im001;0;0-4;0;4;1.70905e+12;5.17343e+03;4.42373;2.49590e+03;0;0.79243;4.75903;E;NA;NA
Im001;0;0-5;0;5;1.70905e+12;4.30911e+03;2.00039;1.63159e+03;0;0.79498;2.12182;F;NA;NA
Im001;0;0-6;0;6;1.70905e+12;1.09775e+04;2.68624;8.29995e+03;0;0.78038;2.96540;G;NA;NA
Im001;0;0-7;0;7;1.70905e+12;2.85401e+04;3.00630;2.58626e+04;1;0.77867;3.39027;I;NA;NA
Im001;0;0-8;0;8;1.70905e+12;4.08879e+03;2.13756;1.41126e+03;0;0.88179;2.13604;J;NA;NA
Im001;0;0-9;0;9;1.70905e+12;5.07717e+03;3.47497;2.39965e+03;0;0.91458;3.43234;K;NA;NA
Im001;0;0-10;0;10;1.70905e+12;4.60074e+03;3.33780;1.92322e+03;0;0.82033;3.61615;L;NA;NA
Im001;0;0-11;0;11;1.70905e+12;3.43630e+03;2.84627;758.77464;0;0.95353;2.80138;M;NA;NA
Im001;0;0-12;0;12;1.70905e+12;3.06429e+03;2.61766;386.77002;0;0.93993;2.59566;N;NA;NA
Im001;0;0-13;0;13;1.70905e+12;3.11499e+03;2.08041;437.47195;0;0.85616;2.13325;O;NA;NA
Im001;0;0-14;0;14;1.70905e+12;2.79402e+03;2.06898;116.49955;0;0.84653;2.16121;P;NA;NA
Im001;0;0-15;0;15;1.70905e+12;3.67073e+03;2.42333;993.20858;1;0.85371;2.50119;Q;NA;NA
Im001;0;0-16;0;16;1.70905e+12;3.25486e+03;3.00630;577.34056;0;0.80005;3.29101;R;NA;NA
Im001;0;0-17;0;17;1.70905e+12;3.08917e+03;2.53764;411.64862;0;0.84353;2.63418;S;NA;NA
Im001;0;0-18;0;18;1.70905e+12;3.12600e+03;2.40047;448.47268;0;0.83706;2.49251;U;NA;NA
Im001;0;0-19;0;19;1.70905e+12;3.00734e+03;3.77217;329.81987;0;0.84245;3.91656;V;NA;NA
Im001;0;0-20;0;20;1.70905e+12;3.46430e+03;3.23492;786.78133;0;0.80884;3.46143;W;NA;NA
Im001;0;0-21;0;21;1.70905e+12;3.27352e+03;2.16042;596.00126;0;0.79757;2.35703;X;NA;NA
Im001;0;0-22;0;22;1.70905e+12;3.58706e+03;1.64604;909.53300;0;0.75478;1.80562;Y;NA;NA
Im001;0;0-23;0;23;1.70905e+12;3.10030e+03;3.26921;422.77815;0;0.80988;3.57622;Z;NA;NA
Im001;0;0-24;0;24;1.70905e+12;3.08701e+03;1.76035;409.48394;0;0.81394;1.83028;A1;NA;NA
Im001;0;1-0;1;0;0.00000;3.49322e+03;2.49192;823.88026;0;0.80079;2.58935;A;NA;NA
Im001;0;1-1;1;1;0.00000;3.45957e+03;2.75483;790.22810;0;0.83178;2.87181;B;NA;NA
Im001;0;1-2;1;2;0.00000;3.03744e+03;3.60071;368.09359;1;0.88819;3.61863;C;NA;NA
Im001;0;1-3;1;3;0.00000;3.42156e+03;2.26330;752.21610;0;0.83813;2.37628;D;NA;NA
Im001;0;1-4;1;4;0.00000;4.31845e+03;4.42373;1.64911e+03;0;0.79243;4.75903;E;NA;NA
Im001;0;1-5;1;5;0.00000;3.80887e+03;2.00039;1.13953e+03;0;0.79498;2.12182;F;NA;NA
Im001;0;1-6;1;6;0.00000;6.26351e+03;2.68624;3.59417e+03;0;0.78038;2.96540;G;NA;NA
Im001;0;1-7;1;7;0.00000;1.81525e+04;3.00630;1.54831e+04;0;0.77867;3.39027;I;NA;NA
Im001;0;1-8;1;8;0.00000;3.64013e+03;2.13756;970.78918;0;0.88179;2.13604;J;NA;NA
Im001;0;1-9;1;9;0.00000;4.16132e+03;3.47497;1.49197e+03;0;0.91458;3.43234;K;NA;NA
Im001;0;1-10;1;10;0.00000;4.10636e+03;3.33780;1.43702e+03;0;0.82033;3.61615;L;NA;NA
Im001;0;1-11;1;11;0.00000;3.38329e+03;2.84627;713.94866;0;0.95353;2.80138;M;NA;NA
Im001;0;1-12;1;12;0.00000;3.00731e+03;2.61766;337.96553;0;0.93993;2.59566;N;NA;NA
Im001;0;1-13;1;13;0.00000;3.05224e+03;2.08041;382.89725;0;0.85616;2.13325;O;NA;NA
Im001;0;1-14;1;14;0.00000;2.78889e+03;2.06898;119.54499;0;0.84653;2.16121;P;NA;NA
Im001;0;1-15;1;15;0.00000;3.61960e+03;2.42333;950.25926;0;0.85371;2.50119;Q;NA;NA
Im001;0;1-16;1;16;0.00000;3.28126e+03;3.00630;611.91785;0;0.80005;3.29101;R;NA;NA
Im001;0;1-17;1;17;0.00000;3.09472e+03;2.53764;425.37171;0;0.84353;2.63418;S;NA;NA
Im001;0;1-18;1;18;0.00000;3.09000e+03;2.40047;420.66025;0;0.83706;2.49251;U;NA;NA
Im001;0;1-19;1;19;0.00000;3.02532e+03;3.77217;355.97367;0;0.84245;3.91656;V;NA;NA
Im001;0;1-20;1;20;0.00000;3.42508e+03;3.23492;755.73676;0;0.80884;3.46143;W;NA;NA
Im001;0;1-21;1;21;0.00000;3.24903e+03;2.16042;579.68724;0;0.79757;2.35703;X;NA;NA
Im001;0;1-22;1;22;0.00000;3.50432e+03;1.64604;834.97493;0;0.75478;1.80562;Y;NA;NA
Im001;0;1-23;1;23;0.00000;3.11703e+03;3.26921;447.68696;0;0.80988;3.57622;Z;NA;NA
Im001;0;1-24;1;24;0.00000;3.22081e+03;1.76035;551.46068;0;0.81394;1.83028;A1;NA;NA
Im001;0;2-0;2;0;4.00000;3.98966e+03;2.49192;963.68232;0;0.80079;2.58935;A;NA;NA
Im001;0;2-1;2;1;4.00000;3.96100e+03;2.75483;935.02177;0;0.83178;2.87181;B;NA;NA
Im001;0;2-2;2;2;4.00000;3.34542e+03;3.60071;319.43764;0;0.88819;3.61863;C;NA;NA
Im001;0;2-3;2;3;4.00000;3.85529e+03;2.26330;829.31470;0;0.83813;2.37628;D;NA;NA
Im001;0;2-4;2;4;4.00000;4.56821e+03;4.42373;1.54223e+03;0;0.79243;4.75903;E;NA;NA
Im001;0;2-5;2;5;4.00000;4.10761e+03;2.00039;1.08163e+03;0;0.79498;2.12182;F;NA;NA
Im001;0;2-6;2;6;4.00000;5.90028e+03;2.68624;2.87430e+03;0;0.78038;2.96540;G;NA;NA
Im001;0;2-7;2;7;4.00000;1.54751e+04;3.00630;1.24492e+04;0;0.77867;3.39027;I;NA;NA
Im001;0;2-8;2;8;4.00000;4.00857e+03;2.13756;982.59396;0;0.88179;2.13604;J;NA;NA
Im001;0;2-9;2;9;4.00000;4.40650e+03;3.47497;1.38052e+03;0;0.91458;3.43234;K;NA;NA
Im001;0;2-10;2;10;4.00000;4.41350e+03;3.33780;1.38752e+03;0;0.82033;3.61615;L;NA;NA
Im001;0;2-11;2;11;4.00000;3.77306e+03;2.84627;747.08201;0;0.95353;2.80138;M;NA;NA
Im001;0;2-12;2;12;4.00000;3.42617e+03;2.61766;400.19644;0;0.93993;2.59566;N;NA;NA
Im001;0;2-13;2;13;4.00000;3.45941e+03;2.08041;433.42836;0;0.85616;2.13325;O;NA;NA
