Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Filtered_intensity;Raw_intensity
Im001;0;0-8-0;0;0;0.00000;1.05910;-0.56064;3.14123;0.93729;0-8-0;1;1;0-8;false;false;NA;NA;6.61113e+04;2.49141e+04
Im001;0;1-30-0;1;0;8.66300e+03;0.89259;0.40429;3.15447;0.97992;1-30-0;49;49;0-30;false;false;NA;2-30-0;5.84359e+03;4.33600e+03
Im001;0;2-14-0;2;0;8.62300e+03;2.07489;0.19011;2.13209;0.57040;2-14-0;2;2;0-14;false;false;NA;3-14-0;7.89682e+03;5.57575e+03
Im001;0;2-30-0;2;0;8.62300e+03;0.83064;0.39242;3.15447;0.96433;1-30-0;49;49;0-30;false;false;1-30-0;3-30-0;7.31829e+03;4.90189e+03
Im001;0;3-13-0;3;0;6.00000;2.58459;-0.37933;4.30663;0.88796;3-13-0;26;26;0-13;false;false;NA;4-13-0;1.09149e+04;6.78329e+03
Im001;0;3-14-0;3;0;6.00000;2.08187;0.20844;2.13209;0.56207;2-14-0;2;2;0-14;false;false;2-14-0;NA;7.48169e+03;5.48250e+03
Im001;0;3-20-0;3;0;6.00000;-4.80985e-02;0.10973;3.96797;0.55968;3-20-0;1;1;0-20;false;false;NA;NA;8.75647e+03;6.58511e+03
Im001;0;3-30-0;3;0;6.00000;0.81166;0.37770;3.15447;0.95906;1-30-0;49;49;0-30;false;false;2-30-0;4-30-0;7.34386e+03;4.95433e+03
Im001;0;3-31-0;3;0;6.00000;0.83882;8.78175e-02;4.23487;0.93385;3-31-0;3;3;0-31;false;false;NA;4-31-0;7.34857e+03;5.33522e+03
Im001;0;3-33-0;3;0;6.00000;1.23622;-0.42395;2.22616;0.80237;3-33-0;5;5;0-33;false;false;NA;4-33-0;4.98330e+03;4.18043e+03
Im001;0;4-13-0;4;0;8.00000;2.59922;-0.36751;4.30663;0.89025;3-13-0;26;26;0-13;false;false;3-13-0;5-13-0;1.07949e+04;6.76871e+03
Im001;0;4-20-0;4;0;8.00000;3.17077;0.46075;3.96797;0.94683;4-20-0;2;2;0-20;false;false;NA;5-20-0;6.01393e+03;5.52933e+03
Im001;0;4-30-0;4;0;8.00000;0.80512;0.37759;3.15447;0.95725;1-30-0;49;49;0-30;false;false;3-30-0;5-30-0;6.59427e+03;4.63378e+03
Im001;0;4-31-0;4;0;8.00000;0.86365;2.88875e-02;4.23487;0.93652;3-31-0;3;3;0-31;false;false;3-31-0;5-31-0;7.12717e+03;5.17456e+03
Im001;0;4-33-0;4;0;8.00000;1.19778;-0.45244;2.22616;0.80373;3-33-0;5;5;0-33;false;false;3-33-0;5-33-0;5.40213e+03;4.32214e+03
Im001;0;5-13-0;5;0;10.00000;2.18958;-0.39853;4.30663;0.83036;3-13-0;26;26;0-13;false;false;4-13-0;6-13-0;1.23204e+04;7.32200e+03
Im001;0;5-20-0;5;0;10.00000;3.30568;0.50149;3.96797;0.93955;4-20-0;2;2;0-20;false;false;4-20-0;NA;4.65221e+03;5.20533e+03
Im001;0;5-30-0;5;0;10.00000;0.78654;0.36001;3.15447;0.95215;1-30-0;49;49;0-30;false;false;4-30-0;6-30-0;7.18066e+03;4.73633e+03
Im001;0;5-31-0;5;0;10.00000;0.74899;-0.17031;4.23487;0.91368;3-31-0;3;3;0-31;false;false;4-31-0;NA;7.31588e+03;5.14300e+03
Im001;0;5-33-0;5;0;10.00000;0.83039;-0.40334;2.22616;0.78475;3-33-0;5;5;0-33;false;false;4-33-0;6-33-0;4.31949e+03;4.14489e+03
Im001;0;6-13-0;6;0;12.00000;2.20127;-0.38414;4.30663;0.83206;3-13-0;26;26;0-13;false;false;5-13-0;7-13-0;1.27789e+04;6.81671e+03
Im001;0;6-30-0;6;0;12.00000;0.75596;0.36172;3.15447;0.94291;1-30-0;49;49;0-30;false;false;5-30-0;7-30-0;6.99532e+03;4.69878e+03
Im001;0;6-33-0;6;0;12.00000;0.67969;-0.37931;2.22616;0.76484;3-33-0;5;5;0-33;false;false;5-33-0;7-33-0;4.67788e+03;4.23000e+03
Im001;0;7-13-0;7;0;14.00000;2.20294;-0.36784;4.30663;0.83230;3-13-0;26;26;0-13;false;false;6-13-0;8-13-0;1.30737e+04;6.88314e+03
Im001;0;7-20-0;7;0;14.00000;0.19351;-0.10521;3.96797;0.65193;7-20-0;5;5;0-20;false;false;NA;8-20-0;8.75804e+03;5.87344e+03
Im001;0;7-30-0;7;0;14.00000;0.71094;0.36814;3.15447;0.93023;1-30-0;49;49;0-30;false;false;6-30-0;8-30-0;7.23245e+03;4.71789e+03
Im001;0;7-33-0;7;0;14.00000;0.83039;-0.40334;2.22616;0.78475;3-33-0;5;5;0-33;false;false;6-33-0;NA;5.19123e+03;4.33156e+03
Im001;0;8-13-0;8;0;16.00000;2.22716;-0.34238;4.30663;0.83582;3-13-0;26;26;0-13;false;false;7-13-0;9-13-0;1.14315e+04;6.72400e+03
Im001;0;8-20-0;8;0;16.00000;0.23340;-8.42898e-02;3.96797;0.66735;7-20-0;5;5;0-20;false;false;7-20-0;9-20-0;9.41518e+03;5.51478e+03
Im001;0;8-30-0;8;0;16.00000;0.70030;0.35672;3.15447;0.92749;1-30-0;49;49;0-30;false;false;7-30-0;9-30-0;7.36729e+03;4.56133e+03
Im001;0;8-31-0;8;0;16.00000;1.26790;0.23371;4.23487;0.92383;8-31-0;3;3;0-31;false;false;NA;9-31-0;6.80130e+03;4.71267e+03
Im001;0;9-13-0;9;0;18.00000;2.24220;-0.29642;4.30663;0.83801;3-13-0;26;26;0-13;false;false;8-13-0;10-13-0;1.18980e+04;6.87856e+03
Im001;0;9-14-0;9;0;18.00000;2.19407;-6.64005e-02;2.13209;0.50244;9-14-0;1;1;0-14;false;false;NA;NA;6.82877e+03;5.70456e+03
Im001;0;9-17-0;9;0;18.00000;3.26987;1.63894e-02;3.35220;0.50606;9-17-0;1;1;0-17;false;false;NA;NA;7.04979e+03;4.74825e+03
Im001;0;9-20-0;9;0;18.00000;0.22296;-7.22272e-02;3.96797;0.66331;7-20-0;5;5;0-20;false;false;8-20-0;10-20-0;1.25495e+04;6.81444e+03
Im001;0;9-30-0;9;0;18.00000;0.68506;0.35249;3.15447;0.92374;1-30-0;49;49;0-30;false;false;8-30-0;10-30-0;8.20501e+03;4.79433e+03
Im001;0;9-31-0;9;0;18.00000;1.32880;0.15901;4.23487;0.91449;8-31-0;3;3;0-31;false;false;8-31-0;10-31-0;6.59916e+03;5.04789e+03
Im001;0;9-32-0;9;0;18.00000;1.25772;-5.15280e-02;3.22499;0.79139;9-32-0;3;3;0-32;false;false;NA;10-32-0;7.50878e+03;5.42044e+03
Im001;0;9-33-0;9;0;18.00000;0.83039;-0.40334;2.22616;0.78475;9-33-0;1;1;0-33;false;false;NA;NA;5.37826e+03;4.31078e+03
Im001;0;10-13-0;10;0;20.00000;2.23886;-0.28347;4.30663;0.83752;3-13-0;26;26;0-13;false;false;9-13-0;11-13-0;1.18847e+04;6.84722e+03
Im001;0;10-20-0;10;0;20.00000;0.23337;-7.45681e-02;3.96797;0.66734;7-20-0;5;5;0-20;false;false;9-20-0;11-20-0;1.02744e+04;6.06644e+03
Im001;0;10-30-0;10;0;20.00000;0.70139;0.33556;3.15447;0.92777;1-30-0;49;49;0-30;false;false;9-30-0;11-30-0;7.03549e+03;4.50511e+03
Im001;0;10-31-0;10;0;20.00000;1.44157;-6.79190e-03;4.23487;0.89169;8-31-0;3;3;0-31;false;false;9-31-0;NA;6.70852e+03;5.08244e+03
Im001;0;10-32-0;10;0;20.00000;1.28034;-4.14348e-02;3.22499;0.79085;9-32-0;3;3;0-32;false;false;9-32-0;11-32-0;7.32898e+03;5.05356e+03
Im001;0;11-13-0;11;0;22.00000;2.29286;-0.29231;4.30663;0.84523;3-13-0;26;26;0-13;false;false;10-13-0;12-13-0;1.41326e+04;7.46563e+03
Im001;0;11-16-0;11;0;22.00000;0.30970;0.37178;2.34205;0.76281;11-16-0;1;1;0-16;false;false;NA;NA;6.11995e+03;5.00629e+03
Im001;0;11-17-0;11;0;22.00000;3.22235;-4.28279e-02;3.35220;0.54065;11-17-0;1;1;0-17;false;false;NA;NA;7.12248e+03;4.74411e+03
Im001;0;11-20-0;11;0;22.00000;8.70169e-02;7.30791e-02;3.96797;0.60380;7-20-0;5;5;0-20;false;false;10-20-0;NA;1.07532e+04;6.49388e+03
Im001;0;11-30-0;11;0;22.00000;0.74013;0.29813;3.15447;0.93826;1-30-0;49;49;0-30;false;false;10-30-0;12-30-0;7.32413e+03;4.66389e+03
Im001;0;11-32-0;11;0;22.00000;1.30404;-6.09553e-02;3.22499;0.79030;9-32-0;3;3;0-32;false;false;10-32-0;NA;7.91310e+03;5.30978e+03
Im001;0;11-33-0;11;0;22.00000;0.67969;-0.37931;2.22616;0.76484;11-33-0;1;1;0-33;false;false;NA;NA;5.74195e+03;4.33244e+03
Im001;0;12-13-0;12;0;24.00000;2.27644;-0.27968;4.30663;0.84298;3-13-0;26;26;0-13;false;false;11-13-0;13-13-0;1.18594e+04;6.84200e+03
Im001;0;12-30-0;12;0;24.00000;0.79294;0.30476;3.15447;0.95390;1-30-0;49;49;0-30;false;false;11-30-0;13-30-0;7.37241e+03;4.66689e+03
Im001;0;13-13-0;13;0;26.00000;2.26725;-0.27066;4.30663;0.84165;3-13-0;26;26;0-13;false;false;12-13-0;14-13-0;1.33551e+04;7.17611e+03
Im001;0;13-30-0;13;0;26.00000;0.75986;0.22088;3.15447;0.94409;1-30-0;49;49;0-30;false;false;12-30-0;14-30-0;7.45689e+03;4.83833e+03
