Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Filtered_intensity;Raw_intensity
Im001;0;0-16-0;0;0;0.00000;0.43426;1.13207e-02;3.20081;0.74428;0-16-0;14;14;0-16;false;false;NA;1-16-0;1.19259e+04;6.81500e+03
Im001;0;0-17-0;0;0;0.00000;0.33460;0.40561;4.59401;0.77475;0-17-0;2;2;0-17;false;false;NA;1-17-0;5.63495e+03;5.61556e+03
Im001;0;0-23-0;0;0;0.00000;1.23192;-0.11983;2.87004;0.83874;0-23-0;6;6;0-23;false;false;NA;1-23-0;1.04363e+04;6.77389e+03
Im001;0;0-25-0;0;0;0.00000;3.24178;-0.15055;3.39325;0.61896;0-25-0;9;9;0-25;false;false;NA;1-25-0;1.00159e+04;6.27811e+03
Im001;0;0-33-0;0;0;0.00000;1.63666;0.25862;2.92411;0.95967;0-33-0;15;15;0-33;false;false;NA;1-33-0;1.06047e+04;6.29300e+03
Im001;0;0-34-0;0;0;0.00000;3.17776;-2.45247e-02;4.44826;0.90147;0-34-0;2;2;0-34;false;false;NA;1-34-0;1.00263e+04;6.61100e+03
Im001;0;0-40-0;0;0;0.00000;3.68513;-0.26825;4.03341;0.87094;0-40-0;4;4;0-40;false;false;NA;1-40-0;9.87586e+03;5.89289e+03
Im001;0;0-45-0;0;0;0.00000;2.60100;0.13143;4.39742;0.86778;0-45-0;8;8;0-45;false;false;NA;1-45-0;1.07721e+04;6.75167e+03
Im001;0;0-50-0;0;0;0.00000;1.17898;-0.21981;2.62413;0.74843;0-50-0;9;9;0-50;false;false;NA;1-50-0;9.02198e+03;6.09333e+03
Im001;0;0-58-0;0;0;0.00000;3.15544;0.48183;4.28032;0.98864;0-58-0;1;1;0-58;false;false;NA;NA;9.06046e+03;5.45357e+03
Im001;0;0-67-0;0;0;0.00000;1.25790;0.36018;3.80988;0.89169;0-67-0;18;18;0-67;false;false;NA;1-67-0;3.29965e+04;1.62782e+04
Im001;0;1-9-0;1;0;8.88200e+03;1.02457;7.60753e-02;2.19196;0.65489;1-9-0;2;2;0-9;false;false;NA;2-9-0;8.11047e+03;5.55433e+03
Im001;0;1-16-0;1;0;8.88200e+03;0.38280;-7.84853e-02;3.20081;0.72711;0-16-0;14;14;0-16;false;false;0-16-0;2-16-0;1.07651e+04;5.95011e+03
Im001;0;1-17-0;1;0;8.88200e+03;0.36823;0.43374;4.59401;0.79150;0-17-0;2;2;0-17;false;false;0-17-0;NA;6.71018e+03;5.15456e+03
Im001;0;1-23-0;1;0;8.88200e+03;1.18623;-0.13922;2.87004;0.83564;0-23-0;6;6;0-23;false;false;0-23-0;2-23-0;1.02882e+04;6.26367e+03
Im001;0;1-25-0;1;0;8.88200e+03;3.27938;-0.22587;3.39325;0.57494;0-25-0;9;9;0-25;false;false;0-25-0;2-25-0;9.01119e+03;5.28944e+03
Im001;0;1-33-0;1;0;8.88200e+03;1.67225;0.26645;2.92411;0.96191;0-33-0;15;15;0-33;false;false;0-33-0;2-33-0;8.38476e+03;5.14022e+03
Im001;0;1-34-0;1;0;8.88200e+03;3.29343;6.65624e-03;4.44826;0.91673;0-34-0;2;2;0-34;false;false;0-34-0;NA;7.55531e+03;5.24400e+03
Im001;0;1-40-0;1;0;8.88200e+03;3.70404;-0.18154;4.03341;0.85638;0-40-0;4;4;0-40;false;false;0-40-0;2-40-0;7.82757e+03;5.08544e+03
Im001;0;1-45-0;1;0;8.88200e+03;2.61545;0.16203;4.39742;0.86856;0-45-0;8;8;0-45;false;false;0-45-0;2-45-0;1.05123e+04;6.44900e+03
Im001;0;1-50-0;1;0;8.88200e+03;1.10334;-0.14930;2.62413;0.74449;0-50-0;9;9;0-50;false;false;0-50-0;2-50-0;8.23939e+03;5.33256e+03
Im001;0;1-58-0;1;0;8.88200e+03;4.35657;-5.81004e-03;4.28032;0.31401;1-58-0;1;1;0-58;false;false;NA;NA;5.07640e+03;4.46688e+03
Im001;0;1-63-0;1;0;8.88200e+03;1.93139;0.17963;3.46450;0.89924;1-63-0;1;1;0-63;false;false;NA;NA;7.27981e+03;5.54011e+03
Im001;0;1-67-0;1;0;8.88200e+03;1.24223;0.34926;3.80988;0.89349;0-67-0;18;18;0-67;false;false;0-67-0;2-67-0;2.61191e+04;1.20190e+04
Im001;0;2-9-0;2;0;8.76400e+03;1.06133;9.58313e-02;2.19196;0.65789;1-9-0;2;2;0-9;false;false;1-9-0;NA;8.31119e+03;6.10244e+03
Im001;0;2-16-0;2;0;8.76400e+03;0.53249;1.06724e-02;3.20081;0.77666;0-16-0;14;14;0-16;false;false;1-16-0;3-16-0;1.18339e+04;6.84967e+03
Im001;0;2-23-0;2;0;8.76400e+03;1.14509;-0.15778;2.87004;0.83286;0-23-0;6;6;0-23;false;false;1-23-0;3-23-0;1.29967e+04;7.52433e+03
Im001;0;2-25-0;2;0;8.76400e+03;3.25418;-0.24307;3.39325;0.60438;0-25-0;9;9;0-25;false;false;1-25-0;3-25-0;1.15009e+04;6.55144e+03
Im001;0;2-33-0;2;0;8.76400e+03;1.68546;0.29430;2.92411;0.96268;0-33-0;15;15;0-33;false;false;1-33-0;3-33-0;9.40581e+03;5.96222e+03
Im001;0;2-40-0;2;0;8.76400e+03;3.71572;-0.23292;4.03341;0.85062;0-40-0;4;4;0-40;false;false;1-40-0;3-40-1;9.42017e+03;5.82022e+03
Im001;0;2-45-0;2;0;8.76400e+03;2.70056;0.25621;4.39742;0.87600;0-45-0;8;8;0-45;false;false;1-45-0;3-45-0;1.06166e+04;6.70643e+03
Im001;0;2-50-0;2;0;8.76400e+03;1.12573;-0.17882;2.62413;0.74517;0-50-0;9;9;0-50;false;false;1-50-0;3-50-0;9.70621e+03;6.08067e+03
