Position;PositionIdx;Indices;Frame;Idx;Time;RecBIntensity;Area;SNR;SpotCount;SpineWidth;SpineLength;BacteriaLineage;NextDivisionFrame;PreviousDivisionFrame
Im001;0;2-5;2;5;4.00000;3.56894e+03;2.32046;484.76686;0;0.84271;2.50054;F;NA;NA
Im001;0;2-6;2;6;4.00000;3.84515e+03;2.96058;760.98042;0;0.72401;3.34591;G;NA;NA
Im001;0;2-7;2;7;4.00000;3.97054e+03;2.57193;886.36375;0;0.76620;2.90105;I;NA;NA
Im001;0;2-8;2;8;4.00000;3.68944e+03;2.38904;605.26617;0;0.90551;2.35228;J;NA;NA
Im001;0;2-9;2;9;4.00000;4.03212e+03;3.68072;947.94399;0;0.74708;4.10379;K;NA;NA
Im001;0;2-10;2;10;4.00000;3.96372e+03;3.53212;879.54766;0;0.80134;3.84883;L;NA;NA
Im001;0;2-11;2;11;4.00000;3.32676e+03;1.96610;242.58179;0;0.73480;2.27283;M;NA;NA
Im001;0;2-12;2;12;4.00000;3.44482e+03;2.57193;360.64375;0;0.80108;2.74559;N;NA;NA
Im001;0;2-13;2;13;4.00000;3.58072e+03;3.23492;496.54329;0;0.79213;3.51625;O;NA;NA
Im001;0;2-14;2;14;4.00000;3.49266e+03;3.82932;408.48866;0;0.83940;3.99104;P;NA;NA
Im001;0;2-15;2;15;4.00000;3.35405e+03;2.84627;269.87417;0;0.77449;3.06536;Q;NA;NA
Im001;0;2-16;2;16;4.00000;3.95110e+03;2.48049;866.92736;0;0.81539;2.61600;R;NA;NA
Im001;0;2-17;2;17;4.00000;3.45990e+03;1.78321;375.72982;0;0.74081;2.04782;S;NA;NA
Im001;0;2-18;2;18;4.00000;3.52785e+03;2.32046;443.67819;0;0.88721;2.39740;U;NA;NA
Im001;0;2-19;2;19;4.00000;3.25663e+03;1.96610;172.45970;0;0.75863;2.16477;V;NA;NA
Im001;0;3-0;3;0;6.00000;3.28243e+03;3.37209;343.87831;0;0.86871;3.47490;A;NA;NA
Im001;0;3-1;3;1;6.00000;3.18345e+03;3.62357;244.89236;0;0.87504;3.67454;B;NA;NA
Im001;0;3-2;3;2;6.00000;3.11360e+03;2.36618;175.04344;0;0.89131;2.40356;C;NA;NA
Im001;0;3-3;3;3;6.00000;3.36936e+03;3.58928;430.80110;0;0.85315;3.80003;D;NA;NA
Im001;0;3-4;3;4;6.00000;3.38573e+03;2.41190;447.17901;0;0.84661;2.57381;E;NA;NA
Im001;0;3-5;3;5;6.00000;3.41811e+03;2.32046;479.55278;0;0.84271;2.50054;F;NA;NA
Im001;0;3-6;3;6;6.00000;3.65635e+03;2.96058;717.79576;0;0.72401;3.34591;G;NA;NA
Im001;0;3-7;3;7;6.00000;3.78632e+03;2.57193;847.76441;0;0.76620;2.90105;I;NA;NA
Im001;0;3-8;3;8;6.00000;3.51975e+03;2.38904;581.19082;0;0.90551;2.35228;J;NA;NA
Im001;0;3-9;3;9;6.00000;3.78063e+03;3.68072;842.07174;0;0.74708;4.10379;K;NA;NA
Im001;0;3-10;3;10;6.00000;3.75928e+03;3.53212;820.72920;0;0.80134;3.84883;L;NA;NA
Im001;0;3-11;3;11;6.00000;3.14628e+03;1.96610;207.72929;0;0.73480;2.27283;M;NA;NA
Im001;0;3-12;3;12;6.00000;3.30237e+03;2.57193;363.81774;0;0.80108;2.74559;N;NA;NA
Im001;0;3-13;3;13;6.00000;3.35477e+03;3.23492;416.21473;0;0.79213;3.51625;O;NA;NA
Im001;0;3-14;3;14;6.00000;3.30433e+03;3.82932;365.77277;0;0.83940;3.99104;P;NA;NA
Im001;0;3-15;3;15;6.00000;3.20322e+03;2.84627;264.66529;0;0.77449;3.06536;Q;NA;NA
Im001;0;3-16;3;16;6.00000;3.70880e+03;2.48049;770.24625;0;0.81539;2.61600;R;NA;NA
Im001;0;3-17;3;17;6.00000;3.21096e+03;1.78321;272.39954;0;0.74081;2.04782;S;NA;NA
Im001;0;3-18;3;18;6.00000;3.26473e+03;2.32046;326.17840;0;0.88721;2.39740;U;NA;NA
Im001;0;3-19;3;19;6.00000;3.06536e+03;1.96610;126.80487;0;0.75863;2.16477;V;NA;NA
Im001;0;4-0;4;0;8.00000;3.24617e+03;3.37209;297.09178;0;0.86871;3.47490;A;NA;NA
Im001;0;4-1;4;1;8.00000;3.16885e+03;3.62357;219.77087;0;0.87504;3.67454;B;NA;NA
Im001;0;4-2;4;2;8.00000;3.13730e+03;2.36618;188.22663;0;0.89131;2.40356;C;NA;NA
Im001;0;4-3;4;3;8.00000;3.32117e+03;3.58928;372.09108;0;0.85315;3.80003;D;NA;NA
Im001;0;4-4;4;4;8.00000;3.39184e+03;2.41190;442.76115;0;0.84661;2.57381;E;NA;NA
Im001;0;4-5;4;5;8.00000;3.43645e+03;2.32046;487.37056;0;0.84271;2.50054;F;NA;NA
Im001;0;4-6;4;6;8.00000;3.68753e+03;2.96058;738.44738;0;0.72401;3.34591;G;NA;NA
Im001;0;4-7;4;7;8.00000;3.82071e+03;2.57193;871.62895;0;0.76620;2.90105;I;NA;NA
Im001;0;4-8;4;8;8.00000;3.53573e+03;2.38904;586.65434;0;0.90551;2.35228;J;NA;NA
Im001;0;4-9;4;9;8.00000;3.85145e+03;3.68072;902.37570;0;0.74708;4.10379;K;NA;NA
Im001;0;4-10;4;10;8.00000;3.74188e+03;3.53212;792.80255;0;0.80134;3.84883;L;NA;NA
Im001;0;4-11;4;11;8.00000;3.17369e+03;1.96610;224.60833;0;0.73480;2.27283;M;NA;NA
Im001;0;4-12;4;12;8.00000;3.40493e+03;2.57193;455.85118;0;0.80108;2.74559;N;NA;NA
Im001;0;4-13;4;13;8.00000;3.42206e+03;3.23492;472.98589;0;0.79213;3.51625;O;NA;NA
Im001;0;4-14;4;14;8.00000;3.30082e+03;3.82932;351.74020;0;0.83940;3.99104;P;NA;NA
Im001;0;4-15;4;15;8.00000;3.19776e+03;2.84627;248.68132;0;0.77449;3.06536;Q;NA;NA
Im001;0;4-16;4;16;8.00000;3.64460e+03;2.48049;695.52136;0;0.81539;2.61600;R;NA;NA
Im001;0;4-17;4;17;8.00000;3.25326e+03;1.78321;304.17870;0;0.74081;2.04782;S;NA;NA
Im001;0;4-18;4;18;8.00000;3.33601e+03;2.32046;386.93706;0;0.88721;2.39740;U;NA;NA
Im001;0;4-19;4;19;8.00000;3.05732e+03;1.96610;108.24205;0;0.75863;2.16477;V;NA;NA
Im001;0;5-0;5;0;10.00000;3.21749e+03;3.37209;313.56514;0;0.86871;3.47490;A;NA;NA
Im001;0;5-1;5;1;10.00000;3.15523e+03;3.62357;251.30367;0;0.87504;3.67454;B;NA;NA
Im001;0;5-2;5;2;10.00000;3.03871e+03;2.36618;134.77554;0;0.89131;2.40356;C;NA;NA
Im001;0;5-3;5;3;10.00000;3.28822e+03;3.58928;384.29316;0;0.85315;3.80003;D;NA;NA
Im001;0;5-4;5;4;10.00000;3.35200e+03;2.41190;448.06549;0;0.84661;2.57381;E;NA;NA
Im001;0;5-5;5;5;10.00000;3.36655e+03;2.32046;462.62195;0;0.84271;2.50054;F;NA;NA
Im001;0;5-6;5;6;10.00000;3.63129e+03;2.96058;727.35980;0;0.72401;3.34591;G;NA;NA
Im001;0;5-7;5;7;10.00000;3.69402e+03;2.57193;790.08800;0;0.76620;2.90105;I;NA;NA
Im001;0;5-8;5;8;10.00000;3.50930e+03;2.38904;605.36688;0;0.90551;2.35228;J;NA;NA
Im001;0;5-9;5;9;10.00000;3.76280e+03;3.68072;858.86526;0;0.74708;4.10379;K;NA;NA
Im001;0;5-10;5;10;10.00000;3.62768e+03;3.53212;723.75307;0;0.80134;3.84883;L;NA;NA
Im001;0;5-11;5;11;10.00000;3.10656e+03;1.96610;202.62837;0;0.73480;2.27283;M;NA;NA
Im001;0;5-12;5;12;10.00000;3.26655e+03;2.57193;362.61689;0;0.80108;2.74559;N;NA;NA
Im001;0;5-13;5;13;10.00000;3.35407e+03;3.23492;450.14090;0;0.79213;3.51625;O;NA;NA
Im001;0;5-14;5;14;10.00000;3.23700e+03;3.82932;333.07023;0;0.83940;3.99104;P;NA;NA
Im001;0;5-15;5;15;10.00000;3.15844e+03;2.84627;254.50798;0;0.77449;3.06536;Q;NA;NA
Im001;0;5-16;5;16;10.00000;3.53654e+03;2.48049;632.61401;0;0.81539;2.61600;R;NA;NA
Im001;0;5-17;5;17;10.00000;3.22518e+03;1.78321;321.24971;0;0.74081;2.04782;S;NA;NA
Im001;0;5-18;5;18;10.00000;3.30535e+03;2.32046;401.41998;0;0.88721;2.39740;U;NA;NA
Im001;0;5-19;5;19;10.00000;3.01209e+03;1.96610;108.16325;0;0.75863;2.16477;V;NA;NA
Im001;0;6-0;6;0;12.00000;3.20262e+03;3.37209;271.97795;0;0.86871;3.47490;A;NA;NA
Im001;0;6-1;6;1;12.00000;3.19036e+03;3.62357;259.71747;0;0.87504;3.67454;B;NA;NA
Im001;0;6-2;6;2;12.00000;3.08566e+03;2.36618;155.01801;0;0.89131;2.40356;C;NA;NA
Im001;0;6-3;6;3;12.00000;3.29913e+03;3.58928;368.49158;0;0.85315;3.80003;D;NA;NA
Im001;0;6-4;6;4;12.00000;3.36530e+03;2.41190;434.66432;0;0.84661;2.57381;E;NA;NA
Im001;0;6-5;6;5;12.00000;3.41771e+03;2.32046;487.07036;0;0.84271;2.50054;F;NA;NA
Im001;0;6-6;6;6;12.00000;3.60040e+03;2.96058;669.76255;0;0.72401;3.34591;G;NA;NA
Im001;0;6-7;6;7;12.00000;3.69540e+03;2.57193;764.76100;0;0.76620;2.90105;I;NA;NA
Im001;0;6-8;6;8;12.00000;3.55086e+03;2.38904;620.21746;0;0.90551;2.35228;J;NA;NA
Im001;0;6-9;6;9;12.00000;3.74543e+03;3.68072;814.79268;0;0.74708;4.10379;K;NA;NA
Im001;0;6-10;6;10;12.00000;3.66318e+03;3.53212;732.54547;0;0.80134;3.84883;L;NA;NA
Im001;0;6-11;6;11;12.00000;3.08377e+03;1.96610;153.13426;0;0.73480;2.27283;M;NA;NA
Im001;0;6-12;6;12;12.00000;3.33182e+03;2.57193;401.17878;0;0.80108;2.74559;N;NA;NA
Im001;0;6-13;6;13;12.00000;3.33845e+03;3.23492;407.80623;0;0.79213;3.51625;O;NA;NA
Im001;0;6-14;6;14;12.00000;3.30207e+03;3.82932;371.43563;0;0.83940;3.99104;P;NA;NA
Im001;0;6-15;6;15;12.00000;3.23292e+03;2.84627;302.28470;0;0.77449;3.06536;Q;NA;NA
Im001;0;6-16;6;16;12.00000;3.62307e+03;2.48049;692.43013;0;0.81539;2.61600;R;NA;NA
Im001;0;6-17;6;17;12.00000;3.23451e+03;1.78321;303.86741;0;0.74081;2.04782;S;NA;NA
Im001;0;6-18;6;18;12.00000;3.37699e+03;2.32046;446.34623;1;0.88721;2.39740;U;NA;NA
Im001;0;6-19;6;19;12.00000;3.07254e+03;1.96610;141.90170;0;0.75863;2.16477;V;NA;NA
Im001;0;7-0;7;0;14.00000;3.18396e+03;3.37209;288.35486;0;0.86871;3.47490;A;NA;NA
Im001;0;7-1;7;1;14.00000;3.13339e+03;3.62357;237.78694;0;0.87504;3.67454;B;NA;NA
Im001;0;7-2;7;2;14.00000;3.04622e+03;2.36618;150.62115;0;0.89131;2.40356;C;NA;NA
Im001;0;7-3;7;3;14.00000;3.28729e+03;3.58928;391.68556;1;0.85315;3.80003;D;NA;NA
Im001;0;7-4;7;4;14.00000;3.30155e+03;2.41190;405.95343;0;0.84661;2.57381;E;NA;NA
Im001;0;7-5;7;5;14.00000;3.39405e+03;2.32046;498.44819;0;0.84271;2.50054;F;NA;NA
Im001;0;7-6;7;6;14.00000;3.57966e+03;2.96058;684.05916;0;0.72401;3.34591;G;NA;NA
Im001;0;7-7;7;7;14.00000;3.68420e+03;2.57193;788.60338;0;0.76620;2.90105;I;NA;NA
Im001;0;7-8;7;8;14.00000;3.50260e+03;2.38904;606.99702;0;0.90551;2.35228;J;NA;NA
Im001;0;7-9;7;9;14.00000;3.70992e+03;3.68072;814.31508;0;0.74708;4.10379;K;NA;NA
Im001;0;7-10;7;10;14.00000;3.53355e+03;3.53212;637.94586;0;0.80134;3.84883;L;NA;NA
Im001;0;7-11;7;11;14.00000;3.12188e+03;1.96610;226.27684;0;0.73480;2.27283;M;NA;NA
Im001;0;7-12;7;12;14.00000;3.22036e+03;2.57193;324.75449;0;0.80108;2.74559;N;NA;NA
Im001;0;7-13;7;13;14.00000;3.32261e+03;3.23492;427.00671;0;0.79213;3.51625;O;NA;NA
Im001;0;7-14;7;14;14.00000;3.21245e+03;3.82932;316.84968;0;0.83940;3.99104;P;NA;NA
Im001;0;7-15;7;15;14.00000;3.16070e+03;2.84627;265.09773;0;0.77449;3.06536;Q;NA;NA
Im001;0;7-16;7;16;14.00000;3.63156e+03;2.48049;735.95654;0;0.81539;2.61600;R;NA;NA
Im001;0;7-17;7;17;14.00000;3.16990e+03;1.78321;274.30278;0;0.74081;2.04782;S;NA;NA
Im001;0;7-18;7;18;14.00000;3.32197e+03;2.32046;426.36938;0;0.88721;2.39740;U;NA;NA
Im001;0;7-19;7;19;14.00000;2.99485e+03;1.96610;99.24777;0;0.75863;2.16477;V;NA;NA
Im001;0;8-0;8;0;16.00000;3.16674e+03;3.37209;278.26797;0;0.86871;3.47490;A;NA;NA
Im001;0;8-1;8;1;16.00000;3.13071e+03;3.62357;242.23222;0;0.87504;3.67454;B;NA;NA
Im001;0;8-2;8;2;16.00000;3.03156e+03;2.36618;143.08115;0;0.89131;2.40356;C;NA;NA
Im001;0;8-3;8;3;16.00000;3.29640e+03;3.58928;407.93006;0;0.85315;3.80003;D;NA;NA
Im001;0;8-4;8;4;16.00000;3.19943e+03;2.41190;310.95688;0;0.84661;2.57381;E;NA;NA
Im001;0;8-5;8;5;16.00000;3.35556e+03;2.32046;467.08718;0;0.84271;2.50054;F;NA;NA
Im001;0;8-6;8;6;16.00000;3.49910e+03;2.96058;610.62212;0;0.72401;3.34591;G;NA;NA
Im001;0;8-7;8;7;16.00000;3.66698e+03;2.57193;778.50782;0;0.76620;2.90105;I;NA;NA
Im001;0;8-8;8;8;16.00000;3.48788e+03;2.38904;599.40598;0;0.90551;2.35228;J;NA;NA
Im001;0;8-9;8;9;16.00000;3.68253e+03;3.68072;794.05355;0;0.74708;4.10379;K;NA;NA
Im001;0;8-10;8;10;16.00000;3.54214e+03;3.53212;653.66799;0;0.80134;3.84883;L;NA;NA
Im001;0;8-11;8;11;16.00000;3.11091e+03;1.96610;222.43839;0;0.73480;2.27283;M;NA;NA
Im001;0;8-12;8;12;16.00000;3.34508e+03;2.57193;456.60115;0;0.80108;2.74559;N;NA;NA
Im001;0;8-13;8;13;16.00000;3.32643e+03;3.23492;437.95669;0;0.79213;3.51625;O;NA;NA
Im001;0;8-14;8;14;16.00000;3.22829e+03;3.82932;339.81515;0;0.83940;3.99104;P;NA;NA
Im001;0;8-15;8;15;16.00000;3.14047e+03;2.84627;251.99548;0;0.77449;3.06536;Q;NA;NA
Im001;0;8-16;8;16;16.00000;3.49658e+03;2.48049;608.10624;0;0.81539;2.61600;R;NA;NA
Im001;0;8-17;8;17;16.00000;3.16703e+03;1.78321;278.55765;0;0.74081;2.04782;S;NA;NA
Im001;0;8-18;8;18;16.00000;3.27785e+03;2.32046;389.37782;0;0.88721;2.39740;U;NA;NA
Im001;0;8-19;8;19;16.00000;3.02838e+03;1.96610;139.90932;0;0.75863;2.16477;V;NA;NA
Im001;0;9-0;9;0;18.00000;3.18626e+03;3.37209;292.33603;0;0.86871;3.47490;A;NA;NA
Im001;0;9-1;9;1;18.00000;3.10068e+03;3.62357;206.76295;0;0.87504;3.67454;B;NA;NA
Im001;0;9-2;9;2;18.00000;3.05183e+03;2.36618;157.90932;0;0.89131;2.40356;C;NA;NA
Im001;0;9-3;9;3;18.00000;3.30549e+03;3.58928;411.56885;0;0.85315;3.80003;D;NA;NA
Im001;0;9-4;9;4;18.00000;3.23418e+03;2.41190;340.25376;0;0.84661;2.57381;E;NA;NA
Im001;0;9-5;9;5;18.00000;3.37235e+03;2.32046;478.43308;0;0.84271;2.50054;F;NA;NA
Im001;0;9-6;9;6;18.00000;3.51056e+03;2.96058;616.63439;0;0.72401;3.34591;G;NA;NA
Im001;0;9-7;9;7;18.00000;3.66492e+03;2.57193;770.99396;0;0.76620;2.90105;I;NA;NA
Im001;0;9-8;9;8;18.00000;3.51754e+03;2.38904;623.61907;0;0.90551;2.35228;J;NA;NA
Im001;0;9-9;9;9;18.00000;3.64927e+03;3.68072;755.34859;0;0.74708;4.10379;K;NA;NA
Im001;0;9-10;9;10;18.00000;3.55192e+03;3.53212;658.00073;0;0.80134;3.84883;L;NA;NA
Im001;0;9-11;9;11;18.00000;3.07859e+03;1.96610;184.66561;0;0.73480;2.27283;M;NA;NA
Im001;0;9-12;9;12;18.00000;3.19512e+03;2.57193;301.20285;0;0.80108;2.74559;N;NA;NA
Im001;0;9-13;9;13;18.00000;3.27572e+03;3.23492;381.80279;0;0.79213;3.51625;O;NA;NA
Im001;0;9-14;9;14;18.00000;3.14844e+03;3.82932;254.52318;0;0.83940;3.99104;P;NA;NA
Im001;0;9-15;9;15;18.00000;3.12208e+03;2.84627;228.16274;0;0.77449;3.06536;Q;NA;NA
Im001;0;9-16;9;16;18.00000;3.54764e+03;2.48049;653.71435;0;0.81539;2.61600;R;NA;NA
Im001;0;9-17;9;17;18.00000;3.06605e+03;1.78321;172.12969;0;0.74081;2.04782;S;NA;NA
Im001;0;9-18;9;18;18.00000;3.20036e+03;2.32046;306.43801;0;0.88721;2.39740;U;NA;NA
Im001;0;9-19;9;19;18.00000;3.02455e+03;1.96610;130.63073;0;0.75863;2.16477;V;NA;NA
Im001;0;10-0;10;0;20.00000;3.23865e+03;3.37209;282.34011;0;0.86871;3.47490;A;NA;NA
Im001;0;10-1;10;1;20.00000;3.18478e+03;3.62357;228.47160;0;0.87504;3.67454;B;NA;NA
Im001;0;10-2;10;2;20.00000;3.12639e+03;2.36618;170.08057;0;0.89131;2.40356;C;NA;NA
Im001;0;10-3;10;3;20.00000;3.34081e+03;3.58928;384.50136;0;0.85315;3.80003;D;NA;NA
Im001;0;10-4;10;4;20.00000;3.28256e+03;2.41190;326.24850;0;0.84661;2.57381;E;NA;NA
Im001;0;10-5;10;5;20.00000;3.43966e+03;2.32046;483.34936;0;0.84271;2.50054;F;NA;NA
Im001;0;10-6;10;6;20.00000;3.57269e+03;2.96058;616.38038;0;0.72401;3.34591;G;NA;NA
Im001;0;10-7;10;7;20.00000;3.72726e+03;2.57193;770.94704;0;0.76620;2.90105;I;NA;NA
Im001;0;10-8;10;8;20.00000;3.53467e+03;2.38904;578.36390;0;0.90551;2.35228;J;NA;NA
Im001;0;10-9;10;9;20.00000;3.67235e+03;3.68072;716.04330;0;0.74708;4.10379;K;NA;NA
Im001;0;10-10;10;10;20.00000;3.56170e+03;3.53212;605.39153;0;0.80134;3.84883;L;NA;NA
Im001;0;10-11;10;11;20.00000;3.17044e+03;1.96610;214.12531;0;0.73480;2.27283;M;NA;NA
Im001;0;10-12;10;12;20.00000;3.28945e+03;2.57193;333.13815;0;0.80108;2.74559;N;NA;NA
Im001;0;10-13;10;13;20.00000;3.37524e+03;3.23492;418.92955;0;0.79213;3.51625;O;NA;NA
Im001;0;10-14;10;14;20.00000;3.31289e+03;3.82932;356.57882;0;0.83940;3.99104;P;NA;NA
Im001;0;10-15;10;15;20.00000;3.25078e+03;2.84627;294.46436;0;0.77449;3.06536;Q;NA;NA
Im001;0;10-16;10;16;20.00000;3.55796e+03;2.48049;601.65240;0;0.81539;2.61600;R;NA;NA
Im001;0;10-17;10;17;20.00000;3.12524e+03;1.78321;168.93285;0;0.74081;2.04782;S;NA;NA
Im001;0;10-18;10;18;20.00000;3.22189e+03;2.32046;265.57596;0;0.88721;2.39740;U;NA;NA
Im001;0;10-19;10;19;20.00000;3.04508e+03;1.96610;88.76484;0;0.75863;2.16477;V;NA;NA
Im001;0;11-0;11;0;22.00000;3.14032e+03;3.37209;268.81627;0;0.86871;3.47490;A;NA;NA
Im001;0;11-1;11;1;22.00000;3.10079e+03;3.62357;229.28919;0;0.87504;3.67454;B;NA;NA
Im001;0;11-2;11;2;22.00000;3.03454e+03;2.36618;163.03047;0;0.89131;2.40356;C;NA;NA
Im001;0;11-3;11;3;22.00000;3.23464e+03;3.58928;363.13755;0;0.85315;3.80003;D;NA;NA
Im001;0;11-4;11;4;22.00000;3.20627e+03;2.41190;334.76438;0;0.84661;2.57381;E;NA;NA
Im001;0;11-5;11;5;22.00000;3.24171e+03;2.32046;370.20359;0;0.84271;2.50054;F;NA;NA
Im001;0;11-6;11;6;22.00000;3.50440e+03;2.96058;632.89192;0;0.72401;3.34591;G;NA;NA
Im001;0;11-7;11;7;22.00000;3.60192e+03;2.57193;730.41423;0;0.76620;2.90105;I;NA;NA
Im001;0;11-8;11;8;22.00000;3.42179e+03;2.38904;550.28849;0;0.90551;2.35228;J;NA;NA
Im001;0;11-9;11;9;22.00000;3.51176e+03;3.68072;640.25200;0;0.74708;4.10379;K;NA;NA
Im001;0;11-10;11;10;22.00000;3.47017e+03;3.53212;598.66252;0;0.80134;3.84883;L;NA;NA
Im001;0;11-11;11;11;22.00000;3.06444e+03;1.96610;192.93610;0;0.73480;2.27283;M;NA;NA
Im001;0;11-12;11;12;22.00000;3.14397e+03;2.57193;272.46312;0;0.80108;2.74559;N;NA;NA
Im001;0;11-13;11;13;22.00000;3.22253e+03;3.23492;351.02780;0;0.79213;3.51625;O;NA;NA
Im001;0;11-14;11;14;22.00000;3.15455e+03;3.82932;283.04349;0;0.83940;3.99104;P;NA;NA
Im001;0;11-15;11;15;22.00000;3.09046e+03;2.84627;218.95207;0;0.77449;3.06536;Q;NA;NA
Im001;0;11-16;11;16;22.00000;3.43058e+03;2.48049;559.07027;0;0.81539;2.61600;R;NA;NA
Im001;0;11-17;11;17;22.00000;3.05703e+03;1.78321;185.51988;0;0.74081;2.04782;S;NA;NA
Im001;0;11-18;11;18;22.00000;3.15651e+03;2.32046;285.00162;0;0.88721;2.39740;U;NA;NA
Im001;0;11-19;11;19;22.00000;2.95722e+03;1.96610;85.70935;0;0.75863;2.16477;V;NA;NA
Im001;0;12-0;12;0;24.00000;3.22277e+03;3.37209;269.94109;0;0.86871;3.47490;A;NA;NA
