Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Raw_intensity;ParentNucleoidIndices;DistCC_oc3
Im001;0;0-0-0;0;0;0.00000;0.93216;-7.93015e-02;3.75902;0.73128;0-0-0;1;1;0-0;false;false;NA;NA;5.22689e+03;0-0-0;0.35080
Im001;0;0-5-0;0;0;0.00000;3.27344;-6.07480e-02;3.30011;0.29532;0-5-0;1;1;0-5;false;false;NA;NA;5.24500e+03;NA;0.72622
Im001;0;1-8-0;1;0;2.00000;1.63742;-0.15299;2.85583;0.85015;1-8-0;1;1;0-8;false;false;NA;NA;5.02678e+03;1-8-0;0.56817
Im001;0;4-17-0;4;0;8.00000;3.18012;0.24418;4.12530;0.87256;4-17-0;1;1;0-17;false;false;NA;NA;5.92044e+03;4-17-0;0.25662
Im001;0;4-49-0;4;0;8.00000;0.22158;-0.31418;3.08929;0.72153;4-49-0;4;4;0-49;false;false;NA;5-49-0;4.55333e+03;NA;1.31826
Im001;0;5-0-0;5;0;10.00000;0.31971;-0.23004;3.75902;0.70493;5-0-0;1;1;0-0;false;false;NA;NA;5.47611e+03;5-0-0;0.43777
Im001;0;5-18-0;5;0;10.00000;3.12391;0.17178;3.95112;0.82373;5-18-0;4;4;0-18;false;false;NA;6-18-0;5.59989e+03;5-18-1;0.28778
Im001;0;5-49-0;5;0;10.00000;0.42697;-0.26233;3.08929;0.87050;4-49-0;4;4;0-49;false;false;4-49-0;6-49-0;4.62478e+03;5-49-0;1.08582
Im001;0;6-18-0;6;0;12.00000;3.14228;0.13764;3.95112;0.82358;5-18-0;4;4;0-18;false;false;5-18-0;7-18-0;6.24700e+03;6-18-1;0.22443
Im001;0;6-49-0;6;0;12.00000;0.45703;-0.28125;3.08929;0.88014;4-49-0;4;4;0-49;false;false;5-49-0;7-49-0;4.85356e+03;6-49-0;1.08582
Im001;0;7-18-0;7;0;14.00000;3.15146;0.13969;3.95112;0.82351;5-18-0;4;4;0-18;false;false;6-18-0;8-18-0;6.05533e+03;7-18-1;0.22443
Im001;0;7-21-0;7;0;14.00000;3.66664;0.46604;4.01555;0.75559;7-21-0;1;1;0-21;false;false;NA;NA;5.09400e+03;NA;0.95565
Im001;0;7-49-0;7;0;14.00000;0.49378;-0.25957;3.08929;0.89192;4-49-0;4;4;0-49;false;false;6-49-0;NA;4.35333e+03;7-49-0;1.08582
Im001;0;8-0-0;8;0;16.00000;2.27798;-8.37253e-02;3.75902;0.69366;8-0-0;3;3;0-0;false;false;NA;9-0-0;5.18978e+03;8-0-1;0.53154
Im001;0;8-8-0;8;0;16.00000;2.56981;0.11068;2.85583;0.78005;8-8-0;1;1;0-8;false;false;NA;NA;5.15800e+03;8-8-0;0.47275
Im001;0;8-18-0;8;0;16.00000;3.14645;0.12234;3.95112;0.82355;5-18-0;4;4;0-18;false;false;7-18-0;NA;5.61411e+03;8-18-1;0.22443
Im001;0;8-30-0;8;0;16.00000;1.76015;3.88645e-02;5.22952;0.76673;8-30-0;1;1;0-30;false;false;NA;NA;5.84311e+03;8-30-0;0.11999
Im001;0;9-0-0;9;0;18.00000;2.26289;-9.14797e-02;3.75902;0.69041;8-0-0;3;3;0-0;false;false;8-0-0;10-0-0;5.57044e+03;9-0-1;0.53154
Im001;0;9-20-0;9;0;18.00000;0.23189;-0.28015;2.31406;0.56920;9-20-0;1;1;0-20;false;false;NA;NA;5.83213e+03;NA;1.03444
Im001;0;10-0-0;10;0;20.00000;2.21611;-0.12028;3.75902;0.68223;8-0-0;3;3;0-0;false;false;9-0-0;NA;5.05122e+03;10-0-1;0.63808
Im001;0;10-8-0;10;0;20.00000;2.08434;-0.14512;2.85583;0.84746;10-8-0;1;1;0-8;false;false;NA;NA;4.87122e+03;10-8-0;0.28814
Im001;0;10-13-0;10;0;20.00000;2.31729;0.10444;3.11274;0.86853;10-13-0;1;1;0-13;false;false;NA;NA;4.99667e+03;10-13-0;0.26584
Im001;0;11-4-0;11;0;22.00000;3.74693;6.35612e-02;4.17898;0.71864;11-4-0;1;1;0-4;false;false;NA;NA;5.06944e+03;11-4-1;0.76643
Im001;0;11-15-0;11;0;22.00000;2.18345;-0.18026;4.78941;0.69436;11-15-0;2;2;0-15;false;false;NA;12-15-0;5.51900e+03;NA;1.14142
Im001;0;11-20-0;11;0;22.00000;1.52470;0.16972;2.31406;0.73878;11-20-0;1;1;0-20;false;false;NA;NA;6.25644e+03;11-20-0;0.25320
Im001;0;11-21-0;11;0;22.00000;3.82328;0.27232;4.01555;0.66177;11-21-0;2;2;0-21;false;false;NA;12-21-0;5.01738e+03;NA;0.98780
Im001;0;11-22-0;11;0;22.00000;0.73460;2.51794e-02;3.35095;0.78788;11-22-0;4;4;0-22;false;false;NA;12-22-0;5.09967e+03;11-22-0;0.19803
Im001;0;11-30-0;11;0;22.00000;1.85261;-0.29461;5.22952;0.76010;11-30-0;1;1;0-30;false;false;NA;NA;5.51344e+03;11-30-0;0.39418
Im001;0;11-44-0;11;0;22.00000;0.35417;4.98567e-02;2.76555;0.72328;11-44-0;1;1;0-44;false;false;NA;NA;4.65722e+03;11-44-0;1.12134
Im001;0;11-51-0;11;0;22.00000;1.15922;0.34088;3.83512;0.85126;11-51-0;3;3;0-51;false;false;NA;12-51-0;4.89989e+03;11-51-0;0.86665
Im001;0;12-8-0;12;0;24.00000;2.43691;6.85409e-02;2.85583;0.82104;12-8-0;3;3;0-8;false;false;NA;13-8-0;5.33189e+03;12-8-0;0.40063
Im001;0;12-15-0;12;0;24.00000;2.21611;-0.17002;4.78941;0.69302;11-15-0;2;2;0-15;false;false;11-15-0;NA;5.47478e+03;NA;1.24446
Im001;0;12-20-0;12;0;24.00000;0.97157;-0.14668;2.31406;0.73440;12-20-0;1;1;0-20;false;false;NA;NA;6.01333e+03;12-20-0;0.38462
Im001;0;12-21-0;12;0;24.00000;3.78649;0.24619;4.01555;0.68696;11-21-0;2;2;0-21;false;false;11-21-0;NA;5.03988e+03;NA;0.98780
Im001;0;12-22-0;12;0;24.00000;0.69651;7.51263e-02;3.35095;0.78510;11-22-0;4;4;0-22;false;false;11-22-0;13-22-0;5.04300e+03;12-22-0;0.10663
Im001;0;12-51-0;12;0;24.00000;1.16432;0.35043;3.83512;0.85121;11-51-0;3;3;0-51;false;false;11-51-0;13-51-0;5.21822e+03;12-51-0;0.86665
Im001;0;13-0-0;13;0;26.00000;3.59192;-0.14484;3.75902;0.61656;13-0-0;1;1;0-0;false;false;NA;NA;5.05022e+03;13-0-1;0.75527
Im001;0;13-8-0;13;0;26.00000;2.61504;-5.17208e-02;2.85583;0.75673;12-8-0;3;3;0-8;false;false;12-8-0;14-8-0;4.85989e+03;13-8-0;0.54559
Im001;0;13-22-0;13;0;26.00000;0.76336;-2.54490e-02;3.35095;0.78956;11-22-0;4;4;0-22;false;false;12-22-0;14-22-0;4.90056e+03;13-22-0;0.18660
Im001;0;13-34-0;13;0;26.00000;0.68876;0.28908;2.40465;0.84542;13-34-0;3;3;0-34;false;false;NA;14-34-0;5.62833e+03;13-34-0;0.47442
Im001;0;13-42-0;13;0;26.00000;2.62659;-0.13372;2.87349;0.76653;13-42-0;1;1;0-42;false;false;NA;NA;5.32144e+03;NA;1.29480
Im001;0;13-51-0;13;0;26.00000;1.17920;0.33071;3.83512;0.85107;11-51-0;3;3;0-51;false;false;12-51-0;NA;4.54411e+03;13-51-0;0.86665
Im001;0;14-8-0;14;0;28.00000;2.67336;-5.39442e-02;2.85583;0.70776;12-8-0;3;3;0-8;false;false;13-8-0;NA;4.96611e+03;NA;0.63967
Im001;0;14-15-0;14;0;28.00000;0.96934;0.19188;4.78941;0.70178;14-15-0;1;1;0-15;false;false;NA;NA;5.23111e+03;14-15-0;0.13562
Im001;0;14-22-0;14;0;28.00000;0.74075;-1.49728e-02;3.35095;0.78824;11-22-0;4;4;0-22;false;false;13-22-0;NA;4.79833e+03;14-22-0;0.19803
Im001;0;14-24-0;14;0;28.00000;0.36102;-0.19943;3.42142;0.73841;14-24-0;1;1;0-24;false;false;NA;NA;4.83411e+03;14-24-0;1.28766
