Position;PositionIdx;Indices;Frame;Idx;Time;SNR;Nucleoid_size;NucleoidLength;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;ObjectCount
Im001;0;18-2-0;18;0;36.00000;NA;1.42885;2.43804;1.26911;-8.18360e-02;2.72783;0.90320;0
Im001;0;18-3-0;18;0;36.00000;13.73378;1.02877;1.72395;1.12874;-1.59573e-02;2.29752;0.87731;0
Im001;0;18-4-0;18;0;36.00000;6.20865;1.10879;2.28558;1.06172;-4.99186e-02;2.29701;0.93595;0
Im001;0;18-5-0;18;0;36.00000;5.77622;0.84588;1.67348;0.98367;3.79100e-02;2.09403;0.83468;0
Im001;0;18-6-0;18;0;36.00000;21.06939;0.93733;1.53079;0.90666;3.01293e-02;1.88491;0.94201;0
Im001;0;19-0-0;19;0;38.00000;7.19115;1.77178;3.00125;1.89693;3.87468e-02;3.83882;0.91421;0
Im001;0;19-1-0;19;0;38.00000;3.15918;0.29720;0.71721;1.08332;1.39187e-02;3.74095;0.92535;0
Im001;0;19-1-1;19;1;38.00000;5.40837;0.83445;1.29186;2.67920;-7.83233e-02;3.74095;0.93058;0
Im001;0;19-2-0;19;0;38.00000;NA;1.42885;2.43804;1.26911;-8.18360e-02;2.72783;0.90320;0
Im001;0;19-3-0;19;0;38.00000;13.73378;1.02877;1.72395;1.12874;-1.59573e-02;2.29752;0.87731;0
Im001;0;19-4-0;19;0;38.00000;6.20865;1.10879;2.28558;1.06172;-4.99186e-02;2.29701;0.93595;0
Im001;0;19-5-0;19;0;38.00000;5.77622;0.84588;1.67348;0.98367;3.79100e-02;2.09403;0.83468;0
Im001;0;19-6-0;19;0;38.00000;21.06939;0.93733;1.53079;0.90666;3.01293e-02;1.88491;0.94201;0
Im001;0;20-0-0;20;0;40.00000;7.19115;1.77178;3.00125;1.89693;3.87468e-02;3.83882;0.91421;0
Im001;0;20-1-0;20;0;40.00000;3.15918;0.29720;0.71721;1.08332;1.39187e-02;3.74095;0.92535;0
Im001;0;20-1-1;20;1;40.00000;5.40837;0.83445;1.29186;2.67920;-7.83233e-02;3.74095;0.93058;0
Im001;0;20-2-0;20;0;40.00000;NA;1.42885;2.43804;1.26911;-8.18360e-02;2.72783;0.90320;0
Im001;0;20-3-0;20;0;40.00000;13.73378;1.02877;1.72395;1.12874;-1.59573e-02;2.29752;0.87731;0
Im001;0;20-4-0;20;0;40.00000;6.20865;1.10879;2.28558;1.06172;-4.99186e-02;2.29701;0.93595;0
Im001;0;20-5-0;20;0;40.00000;5.77622;0.84588;1.67348;0.98367;3.79100e-02;2.09403;0.83468;0
Im001;0;20-6-0;20;0;40.00000;21.06939;0.93733;1.53079;0.90666;3.01293e-02;1.88491;0.94201;0
Im001;0;21-0-0;21;0;42.00000;7.19115;1.77178;3.00125;1.89693;3.87468e-02;3.83882;0.91421;0
Im001;0;21-1-0;21;0;42.00000;3.15918;0.29720;0.71721;1.08332;1.39187e-02;3.74095;0.92535;0
Im001;0;21-1-1;21;1;42.00000;5.40837;0.83445;1.29186;2.67920;-7.83233e-02;3.74095;0.93058;0
Im001;0;21-2-0;21;0;42.00000;NA;1.42885;2.43804;1.26911;-8.18360e-02;2.72783;0.90320;0
Im001;0;21-3-0;21;0;42.00000;13.73378;1.02877;1.72395;1.12874;-1.59573e-02;2.29752;0.87731;0
Im001;0;21-4-0;21;0;42.00000;6.20865;1.10879;2.28558;1.06172;-4.99186e-02;2.29701;0.93595;0
Im001;0;21-5-0;21;0;42.00000;5.77622;0.84588;1.67348;0.98367;3.79100e-02;2.09403;0.83468;0
Im001;0;21-6-0;21;0;42.00000;21.06939;0.93733;1.53079;0.90666;3.01293e-02;1.88491;0.94201;0
Im001;0;22-0-0;22;0;44.00000;7.19115;1.77178;3.00125;1.89693;3.87468e-02;3.83882;0.91421;0
Im001;0;22-1-0;22;0;44.00000;3.15918;0.29720;0.71721;1.08332;1.39187e-02;3.74095;0.92535;0
Im001;0;22-1-1;22;1;44.00000;5.40837;0.83445;1.29186;2.67920;-7.83233e-02;3.74095;0.93058;0
Im001;0;22-2-0;22;0;44.00000;NA;1.42885;2.43804;1.26911;-8.18360e-02;2.72783;0.90320;0
Im001;0;22-3-0;22;0;44.00000;13.73378;1.02877;1.72395;1.12874;-1.59573e-02;2.29752;0.87731;0
Im001;0;22-4-0;22;0;44.00000;6.20865;1.10879;2.28558;1.06172;-4.99186e-02;2.29701;0.93595;0
Im001;0;22-5-0;22;0;44.00000;5.77622;0.84588;1.67348;0.98367;3.79100e-02;2.09403;0.83468;0
Im001;0;22-6-0;22;0;44.00000;21.06939;0.93733;1.53079;0.90666;3.01293e-02;1.88491;0.94201;0
Im001;0;23-0-0;23;0;46.00000;7.19115;1.77178;3.00125;1.89693;3.87468e-02;3.83882;0.91421;0
Im001;0;23-1-0;23;0;46.00000;3.15918;0.29720;0.71721;1.08332;1.39187e-02;3.74095;0.92535;0
Im001;0;23-1-1;23;1;46.00000;5.40837;0.83445;1.29186;2.67920;-7.83233e-02;3.74095;0.93058;0
Im001;0;23-2-0;23;0;46.00000;NA;1.42885;2.43804;1.26911;-8.18360e-02;2.72783;0.90320;0
Im001;0;23-3-0;23;0;46.00000;13.73378;1.02877;1.72395;1.12874;-1.59573e-02;2.29752;0.87731;0
Im001;0;23-4-0;23;0;46.00000;6.20865;1.10879;2.28558;1.06172;-4.99186e-02;2.29701;0.93595;0
Im001;0;23-5-0;23;0;46.00000;5.77622;0.84588;1.67348;0.98367;3.79100e-02;2.09403;0.83468;0
Im001;0;23-6-0;23;0;46.00000;21.06939;0.93733;1.53079;0.90666;3.01293e-02;1.88491;0.94201;0
Im001;0;24-0-0;24;0;48.00000;7.19115;1.77178;3.00125;1.89693;3.87468e-02;3.83882;0.91421;0
Im001;0;24-1-0;24;0;48.00000;3.15918;0.29720;0.71721;1.08332;1.39187e-02;3.74095;0.92535;0
Im001;0;24-1-1;24;1;48.00000;5.40837;0.83445;1.29186;2.67920;-7.83233e-02;3.74095;0.93058;0
Im001;0;24-2-0;24;0;48.00000;NA;1.42885;2.43804;1.26911;-8.18360e-02;2.72783;0.90320;0
Im001;0;24-3-0;24;0;48.00000;13.73378;1.02877;1.72395;1.12874;-1.59573e-02;2.29752;0.87731;0
Im001;0;24-4-0;24;0;48.00000;6.20865;1.10879;2.28558;1.06172;-4.99186e-02;2.29701;0.93595;0
Im001;0;24-5-0;24;0;48.00000;5.77622;0.84588;1.67348;0.98367;3.79100e-02;2.09403;0.83468;0
Im001;0;24-6-0;24;0;48.00000;21.06939;0.93733;1.53079;0.90666;3.01293e-02;1.88491;0.94201;0
Im001;0;25-0-0;25;0;50.00000;7.19115;1.77178;3.00125;1.89693;3.87468e-02;3.83882;0.91421;0
Im001;0;25-1-0;25;0;50.00000;3.15918;0.29720;0.71721;1.08332;1.39187e-02;3.74095;0.92535;0
Im001;0;25-1-1;25;1;50.00000;5.40837;0.83445;1.29186;2.67920;-7.83233e-02;3.74095;0.93058;0
Im001;0;25-2-0;25;0;50.00000;NA;1.42885;2.43804;1.26911;-8.18360e-02;2.72783;0.90320;0
Im001;0;25-3-0;25;0;50.00000;13.73378;1.02877;1.72395;1.12874;-1.59573e-02;2.29752;0.87731;0
Im001;0;25-4-0;25;0;50.00000;6.20865;1.10879;2.28558;1.06172;-4.99186e-02;2.29701;0.93595;0
Im001;0;25-5-0;25;0;50.00000;5.77622;0.84588;1.67348;0.98367;3.79100e-02;2.09403;0.83468;0
Im001;0;25-6-0;25;0;50.00000;21.06939;0.93733;1.53079;0.90666;3.01293e-02;1.88491;0.94201;0
Im001;0;26-0-0;26;0;52.00000;7.19115;1.77178;3.00125;1.89693;3.87468e-02;3.83882;0.91421;0
Im001;0;26-1-0;26;0;52.00000;3.15918;0.29720;0.71721;1.08332;1.39187e-02;3.74095;0.92535;0
Im001;0;26-1-1;26;1;52.00000;5.40837;0.83445;1.29186;2.67920;-7.83233e-02;3.74095;0.93058;0
Im001;0;26-2-0;26;0;52.00000;NA;1.42885;2.43804;1.26911;-8.18360e-02;2.72783;0.90320;0
Im001;0;26-3-0;26;0;52.00000;13.73378;1.02877;1.72395;1.12874;-1.59573e-02;2.29752;0.87731;0
Im001;0;26-4-0;26;0;52.00000;6.20865;1.10879;2.28558;1.06172;-4.99186e-02;2.29701;0.93595;0
Im001;0;26-5-0;26;0;52.00000;5.77622;0.84588;1.67348;0.98367;3.79100e-02;2.09403;0.83468;0
Im001;0;26-6-0;26;0;52.00000;21.06939;0.93733;1.53079;0.90666;3.01293e-02;1.88491;0.94201;0
Im001;0;27-0-0;27;0;54.00000;7.19115;1.77178;3.00125;1.89693;3.87468e-02;3.83882;0.91421;1
Im001;0;27-1-0;27;0;54.00000;3.15918;0.29720;0.71721;1.08332;1.39187e-02;3.74095;0.92535;0
Im001;0;27-1-1;27;1;54.00000;5.40837;0.83445;1.29186;2.67920;-7.83233e-02;3.74095;0.93058;0
Im001;0;27-2-0;27;0;54.00000;NA;1.42885;2.43804;1.26911;-8.18360e-02;2.72783;0.90320;0
Im001;0;27-3-0;27;0;54.00000;13.73378;1.02877;1.72395;1.12874;-1.59573e-02;2.29752;0.87731;0
Im001;0;27-4-0;27;0;54.00000;6.20865;1.10879;2.28558;1.06172;-4.99186e-02;2.29701;0.93595;0
Im001;0;27-5-0;27;0;54.00000;5.77622;0.84588;1.67348;0.98367;3.79100e-02;2.09403;0.83468;0
Im001;0;27-6-0;27;0;54.00000;21.06939;0.93733;1.53079;0.90666;3.01293e-02;1.88491;0.94201;0
Im001;0;28-0-0;28;0;56.00000;7.19115;1.77178;3.00125;1.89693;3.87468e-02;3.83882;0.91421;0
