Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Raw_intensity
Im001;0;0-1-0;0;0;0.00000;0.80205;0.25338;2.11754;0.90080;0-1-0;2;2;0-1;false;false;NA;1-1-0;7.91189e+03
Im001;0;0-15-0;0;0;0.00000;2.51412;-1.50664e-02;2.73143;0.65090;0-15-0;12;12;0-15;false;false;NA;1-15-0;3.21322e+03
Im001;0;0-21-0;0;0;0.00000;2.94029;-0.15119;4.06910;0.83141;0-21-0;7;7;0-21;false;false;NA;1-21-0;4.69333e+03
Im001;0;0-29-0;0;0;0.00000;0.95768;0.13762;2.27814;0.77780;0-29-0;1;1;0-29;false;false;NA;NA;3.64978e+03
Im001;0;0-34-0;0;0;0.00000;2.26186;0.23756;3.34073;0.77074;0-34-0;2;2;0-34;false;false;NA;1-34-0;4.52356e+03
Im001;0;0-35-0;0;0;0.00000;0.80851;0.38810;3.96563;0.75251;0-35-0;33;33;0-35;false;false;NA;1-35-0;4.69300e+03
Im001;0;0-37-0;0;0;0.00000;0.40094;-0.15254;1.73470;0.75410;0-37-0;1;1;0-37;false;false;NA;NA;3.88956e+03
Im001;0;0-43-0;0;0;0.00000;0.41654;-0.29135;6.89985;0.71577;0-43-0;3;3;0-43;false;false;NA;1-43-0;3.93963e+03
Im001;0;0-43-1;0;1;0.00000;2.26714;-5.66181e-02;6.89985;0.78522;0-43-1;4;4;0-43;false;false;NA;1-43-1;4.95700e+03
Im001;0;0-46-0;0;0;0.00000;0.73372;-0.38706;3.63408;0.82791;0-46-0;5;5;0-46;false;false;NA;1-46-0;4.81756e+03
Im001;0;0-47-0;0;0;0.00000;2.42234;-0.11278;2.60842;0.52884;0-47-0;22;22;0-47;false;false;NA;1-47-0;4.31078e+03
Im001;0;1-0-0;1;0;1.69151e+12;0.83500;0.21111;2.00533;0.79812;1-0-0;2;2;0-0;false;false;NA;2-0-0;4.13233e+03
Im001;0;1-1-0;1;0;1.69151e+12;0.87725;6.15496e-02;2.11754;0.91431;0-1-0;2;2;0-1;false;false;0-1-0;NA;7.36733e+03
Im001;0;1-9-0;1;0;1.69151e+12;1.18188;2.85091e-02;3.04662;0.75592;1-9-0;2;2;0-9;false;false;NA;2-9-0;3.81900e+03
Im001;0;1-15-0;1;0;1.69151e+12;2.34173;-8.88306e-02;2.73143;0.81396;0-15-0;12;12;0-15;false;false;0-15-0;2-15-0;3.59589e+03
Im001;0;1-17-0;1;0;1.69151e+12;6.94645;-0.22231;7.99320;0.74617;1-17-0;5;5;0-17;false;false;NA;2-17-0;2.34480e+04
Im001;0;1-21-0;1;0;1.69151e+12;3.00220;-0.12501;4.06910;0.84169;0-21-0;7;7;0-21;false;false;0-21-0;2-21-0;4.61522e+03
Im001;0;1-34-0;1;0;1.69151e+12;2.28167;0.22953;3.34073;0.77126;0-34-0;2;2;0-34;false;false;0-34-0;NA;3.99956e+03
Im001;0;1-35-0;1;0;1.69151e+12;0.68042;0.16358;3.96563;0.75167;0-35-0;33;33;0-35;false;false;0-35-0;2-35-0;4.50700e+03
Im001;0;1-43-0;1;0;1.69151e+12;0.43450;-0.23104;6.89985;0.72381;0-43-0;3;3;0-43;false;false;0-43-0;2-43-0;4.41733e+03
Im001;0;1-43-1;1;1;1.69151e+12;2.25294;-5.63525e-02;6.89985;0.78624;0-43-1;4;4;0-43;false;false;0-43-1;2-43-1;5.05278e+03
Im001;0;1-46-0;1;0;1.69151e+12;0.68695;-0.39697;3.63408;0.81817;0-46-0;5;5;0-46;false;false;0-46-0;2-46-0;5.06375e+03
Im001;0;1-47-0;1;0;1.69151e+12;2.49344;-0.15043;2.60842;0.47098;0-47-0;22;22;0-47;false;false;0-47-0;2-47-0;4.17946e+03
Im001;0;1-52-0;1;0;1.69151e+12;2.60947;-4.76560e-02;2.91174;0.72878;1-52-0;1;1;0-52;false;false;NA;NA;2.98244e+03
Im001;0;1-53-0;1;0;1.69151e+12;0.41543;-1.16962e-02;4.54568;0.77694;1-53-0;13;13;0-53;false;false;NA;2-53-0;3.38344e+03
Im001;0;2-0-0;2;0;4.00000;0.84599;0.18526;2.00533;0.79706;1-0-0;2;2;0-0;false;false;1-0-0;NA;4.80200e+03
