Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Filtered_intensity;Raw_intensity
Im001;0;0-5-0;0;0;0.00000;2.10754;0.13154;2.28201;0.68175;0-5-0;8;8;0-5;false;false;NA;1-5-0;7.29012e+03;5.00862e+03
Im001;0;0-42-0;0;0;0.00000;0.60548;7.07770e-02;3.90218;0.78073;0-42-0;10;10;0-42;false;false;NA;1-42-0;1.01028e+04;5.55956e+03
Im001;0;0-48-0;0;0;0.00000;1.47378;0.24333;3.23530;0.87689;0-48-0;4;4;0-48;false;false;NA;1-48-1;1.00926e+04;6.03722e+03
Im001;0;0-48-1;0;1;0.00000;0.53646;0.35534;3.23530;0.82672;0-48-1;11;11;0-48;false;false;NA;1-48-0;7.95452e+03;5.09456e+03
Im001;0;0-78-0;0;0;0.00000;0.92958;-0.18046;3.17108;0.82908;0-78-0;1;1;0-78;false;false;NA;NA;5.03400e+03;4.17967e+03
Im001;0;0-97-0;0;0;0.00000;3.15266;-0.31242;3.94372;0.79167;0-97-0;2;2;0-97;false;false;NA;1-97-0;7.53123e+03;5.10975e+03
Im001;0;1-5-0;1;0;9.04000e+03;2.10816;0.25478;2.28201;0.68125;0-5-0;8;8;0-5;false;false;0-5-0;2-5-0;1.02396e+04;4.96225e+03
Im001;0;1-7-0;1;0;9.04000e+03;0.23093;-0.21550;1.86818;0.57415;1-7-0;8;8;0-7;false;false;NA;2-7-0;5.63761e+03;4.16522e+03
Im001;0;1-8-0;1;0;9.04000e+03;0.73822;-0.19288;3.80297;0.81332;1-8-0;3;3;0-8;false;false;NA;2-8-0;1.77662e+04;1.05119e+04
Im001;0;1-42-0;1;0;9.04000e+03;0.60477;8.33026e-02;3.90218;0.78082;0-42-0;10;10;0-42;false;false;0-42-0;2-42-0;9.44522e+03;5.10578e+03
Im001;0;1-48-0;1;0;9.04000e+03;0.55314;0.29000;3.23530;0.82901;0-48-1;11;11;0-48;false;false;0-48-1;2-48-0;9.34033e+03;5.58456e+03
Im001;0;1-48-1;1;1;9.04000e+03;1.53373;6.26763e-02;3.23530;0.88226;0-48-0;4;4;0-48;false;false;0-48-0;2-48-1;1.13202e+04;6.06833e+03
Im001;0;1-60-0;1;0;9.04000e+03;2.54034;-0.29607;3.65195;0.75412;1-60-0;9;9;0-60;false;false;NA;2-60-0;5.37626e+03;4.10863e+03
Im001;0;1-71-0;1;0;9.04000e+03;2.02938;-0.32115;2.94824;0.82928;1-71-0;25;25;0-71;false;false;NA;2-71-0;7.22235e+03;4.59744e+03
Im001;0;1-81-0;1;0;9.04000e+03;1.35700;0.11381;1.84954;0.66598;1-81-0;3;3;0-81;false;false;NA;2-81-0;5.99035e+03;4.41878e+03
Im001;0;1-97-0;1;0;9.04000e+03;3.17042;-0.38968;3.94372;0.79092;0-97-0;2;2;0-97;false;false;0-97-0;NA;6.37541e+03;4.46338e+03
Im001;0;1-114-0;1;0;9.04000e+03;0.65865;-7.80142e-02;2.47237;0.86043;1-114-0;1;1;0-114;false;false;NA;NA;6.49906e+03;4.64033e+03
Im001;0;2-5-0;2;0;8.98100e+03;2.10566;0.27091;2.28201;0.68324;0-5-0;8;8;0-5;false;false;1-5-0;3-5-0;1.12338e+04;5.51325e+03
Im001;0;2-7-0;2;0;8.98100e+03;0.43198;-0.33034;1.86818;0.65547;1-7-0;8;8;0-7;false;false;1-7-0;3-7-0;5.25260e+03;4.11500e+03
Im001;0;2-8-0;2;0;8.98100e+03;0.71712;-0.17502;3.80297;0.81336;1-8-0;3;3;0-8;false;false;1-8-0;3-8-0;2.10015e+04;1.13361e+04
Im001;0;2-42-0;2;0;8.98100e+03;0.60620;0.11352;3.90218;0.78064;0-42-0;10;10;0-42;false;false;1-42-0;3-42-0;9.95381e+03;5.45389e+03
Im001;0;2-48-0;2;0;8.98100e+03;0.58286;0.29837;3.23530;0.82723;0-48-1;11;11;0-48;false;false;1-48-0;3-48-0;9.08650e+03;5.64367e+03
Im001;0;2-48-1;2;1;8.98100e+03;1.55799;5.16432e-02;3.23530;0.88424;0-48-0;4;4;0-48;false;false;1-48-1;3-48-1;1.19609e+04;6.63511e+03
Im001;0;2-60-0;2;0;8.98100e+03;2.57196;-0.29808;3.65195;0.75456;1-60-0;9;9;0-60;false;false;1-60-0;3-60-0;6.51550e+03;4.47833e+03
Im001;0;2-71-0;2;0;8.98100e+03;1.95046;-0.36246;2.94824;0.83823;1-71-0;25;25;0-71;false;false;1-71-0;3-71-0;5.76786e+03;4.12200e+03
Im001;0;2-81-0;2;0;8.98100e+03;1.36442;0.11640;1.84954;0.66308;1-81-0;3;3;0-81;false;false;1-81-0;3-81-0;7.12671e+03;4.62778e+03
Im001;0;2-112-0;2;0;8.98100e+03;2.15957;-0.23591;3.16131;0.80222;2-112-0;1;1;0-112;false;false;NA;NA;4.50747e+03;3.81678e+03
Im001;0;3-5-0;3;0;6.00000;2.09386;0.28481;2.28201;0.69257;0-5-0;8;8;0-5;false;false;2-5-0;4-5-0;1.19971e+04;5.73663e+03
