Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Raw_intensity
Im001;0;0-2-0;0;0;0.00000;0.78686;-9.56717e-02;3.21202;1.02452;0-2-0;3;3;0-2;false;false;NA;1-2-0;6.05267e+03
Im001;0;0-11-0;0;0;0.00000;0.43653;2.67377e-02;3.49639;0.69060;0-11-0;7;7;0-11;false;false;NA;1-11-0;6.88350e+03
Im001;0;0-27-0;0;0;0.00000;3.35970;0.39685;3.92531;0.81351;0-27-0;4;4;0-27;false;false;NA;1-27-0;5.21286e+03
Im001;0;0-81-0;0;0;0.00000;3.15934;0.40341;4.02203;0.86833;0-81-0;20;20;0-81;false;false;NA;1-81-0;4.69925e+03
Im001;0;0-87-0;0;0;0.00000;1.06399;-0.35410;2.58964;0.78520;0-87-0;4;4;0-87;false;false;NA;1-87-0;5.30813e+03
Im001;0;0-110-0;0;0;0.00000;2.30155;0.13978;2.76954;0.77010;0-110-0;6;6;0-110;false;false;NA;1-110-0;4.11811e+03
Im001;0;0-116-0;0;0;0.00000;2.46380;0.32160;3.90812;0.87162;0-116-0;3;3;0-116;false;false;NA;1-116-0;3.89744e+03
Im001;0;0-133-0;0;0;0.00000;1.80716;-0.38818;4.94461;0.84329;0-133-0;1;1;0-133;false;false;NA;NA;3.84056e+03
Im001;0;1-2-0;1;0;1.24440e+04;0.77976;-0.20873;3.21202;1.02413;0-2-0;3;3;0-2;false;false;0-2-0;2-2-0;6.41211e+03
Im001;0;1-11-0;1;0;1.24440e+04;0.48915;-3.44235e-02;3.49639;0.70274;0-11-0;7;7;0-11;false;false;0-11-0;2-11-0;7.63911e+03
Im001;0;1-20-0;1;0;1.24440e+04;0.79852;-0.21223;2.39458;0.77210;1-20-0;5;5;0-20;false;false;NA;2-20-0;6.26100e+03
Im001;0;1-27-0;1;0;1.24440e+04;3.54964;0.31954;3.92531;0.75263;0-27-0;4;4;0-27;false;false;0-27-0;2-27-0;5.42625e+03
Im001;0;1-44-0;1;0;1.24440e+04;1.91385;0.27841;4.28921;0.69967;1-44-0;1;1;0-44;false;false;NA;NA;5.63838e+03
Im001;0;1-81-0;1;0;1.24440e+04;2.85313;0.39439;4.02203;0.88938;0-81-0;20;20;0-81;false;false;0-81-0;2-81-0;4.79786e+03
Im001;0;1-87-0;1;0;1.24440e+04;1.07825;-0.35586;2.58964;0.78529;0-87-0;4;4;0-87;false;false;0-87-0;2-87-0;5.77950e+03
Im001;0;1-103-0;1;0;1.24440e+04;0.90126;0.41961;1.95868;0.82122;1-103-0;2;2;0-103;false;false;NA;2-103-0;4.26275e+03
Im001;0;1-110-0;1;0;1.24440e+04;2.30907;0.15585;2.76954;0.76738;0-110-0;6;6;0-110;false;false;0-110-0;2-110-0;4.12567e+03
Im001;0;1-116-0;1;0;1.24440e+04;2.48360;0.31566;3.90812;0.87595;0-116-0;3;3;0-116;false;false;0-116-0;2-116-0;4.02011e+03
Im001;0;2-0-0;2;0;4.00000;4.24221;-2.97769e-02;5.09536;0.83221;2-0-0;13;13;0-0;false;false;NA;3-0-0;5.94889e+03
Im001;0;2-2-0;2;0;4.00000;0.81271;-0.16358;3.21202;1.02598;0-2-0;3;3;0-2;false;false;1-2-0;NA;6.21733e+03
Im001;0;2-6-0;2;0;4.00000;1.23537;0.10431;3.56543;0.76699;2-6-0;7;7;0-6;false;false;NA;3-6-0;5.06233e+03
Im001;0;2-11-0;2;0;4.00000;0.48957;-0.10745;3.49639;0.70284;0-11-0;7;7;0-11;false;false;1-11-0;3-11-0;8.18556e+03
