Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Filtered_intensity;Raw_intensity
Im002;0;16-24-0;16;0;32.00000;0.65620;0.24705;1.73814;0.95016;14-24-0;4;4;0-24;false;false;15-24-0;17-24-0;6.77322e+03;4.54122e+03
Im002;0;17-24-0;17;0;34.00000;0.67563;0.27569;1.73814;0.95286;14-24-0;4;4;0-24;false;false;16-24-0;NA;5.28689e+03;3.97500e+03
Im002;0;18-16-0;18;0;36.00000;2.31993;0.13072;2.81080;0.84963;18-16-0;1;1;0-16;false;false;NA;NA;1.09014e+04;6.68467e+03
Im002;0;19-14-0;19;0;38.00000;2.03835;0.33337;2.31528;0.67620;19-14-0;1;1;0-14;false;false;NA;NA;4.47466e+03;4.02163e+03
Im002;0;20-16-0;20;0;40.00000;2.66392;-0.27423;2.81080;0.65436;20-16-0;14;14;0-16;false;false;NA;21-16-0;9.44482e+03;5.39025e+03
Im002;0;21-16-0;21;0;42.00000;2.63599;-0.24609;2.81080;0.67600;20-16-0;14;14;0-16;false;false;20-16-0;22-16-0;1.07853e+04;5.95333e+03
Im002;0;22-9-0;22;0;44.00000;1.09574;-0.28385;1.82218;0.81571;22-9-0;1;1;0-9;false;false;NA;NA;4.61089e+03;4.08056e+03
Im002;0;22-16-0;22;0;44.00000;2.67578;-0.25376;2.81080;0.63064;20-16-0;14;14;0-16;false;false;21-16-0;23-16-0;1.12859e+04;5.99800e+03
Im002;0;23-16-0;23;0;46.00000;2.70444;-0.20457;2.81080;0.57341;20-16-0;14;14;0-16;false;false;22-16-0;24-16-0;1.28805e+04;6.70689e+03
Im002;0;23-25-0;23;0;46.00000;2.07999;-0.23156;3.08882;0.94578;23-25-0;2;2;0-25;false;false;NA;24-25-0;4.54225e+03;3.81533e+03
Im002;0;24-12-0;24;0;48.00000;-7.98016e-02;0.16393;3.70213;0.25979;24-12-0;1;1;0-12;false;false;NA;NA;4.75125e+03;4.49863e+03
Im002;0;24-16-0;24;0;48.00000;2.61505;-0.27056;2.81080;0.69004;20-16-0;14;14;0-16;false;false;23-16-0;25-16-0;1.74871e+04;7.83788e+03
Im002;0;24-25-0;24;0;48.00000;2.11263;-0.20693;3.08882;0.94519;23-25-0;2;2;0-25;false;false;23-25-0;NA;6.11950e+03;4.33267e+03
Im002;0;25-9-0;25;0;50.00000;1.43723;-0.15333;1.82218;0.77360;25-9-0;2;2;0-9;false;false;NA;26-9-0;4.73048e+03;4.08711e+03
Im002;0;25-16-0;25;0;50.00000;2.65417;-0.29425;2.81080;0.66388;20-16-0;14;14;0-16;false;false;24-16-0;26-16-0;1.45869e+04;7.40000e+03
Im002;0;26-9-0;26;0;52.00000;1.43957;-0.14126;1.82218;0.77263;25-9-0;2;2;0-9;false;false;25-9-0;NA;5.20466e+03;4.17100e+03
Im002;0;26-13-0;26;0;52.00000;1.53552;-2.34097e-02;2.10481;0.87528;26-13-0;1;1;0-13;false;false;NA;NA;5.83930e+03;4.65333e+03
Im002;0;26-16-0;26;0;52.00000;2.66090;-0.26129;2.81080;0.65942;20-16-0;14;14;0-16;false;false;25-16-0;27-16-0;1.01808e+04;5.71750e+03
Im002;0;27-12-0;27;0;54.00000;-7.98016e-02;0.16393;3.70213;0.25979;27-12-0;7;7;0-12;false;false;NA;28-12-0;4.28604e+03;4.37963e+03
Im002;0;27-16-0;27;0;54.00000;2.65716;-0.24024;2.81080;0.66190;20-16-0;14;14;0-16;false;false;26-16-0;28-16-0;1.19726e+04;6.11667e+03
Im002;0;28-12-0;28;0;56.00000;-7.98016e-02;0.16393;3.70213;0.25979;27-12-0;7;7;0-12;false;false;27-12-0;29-12-0;4.47472e+03;4.52375e+03
Im002;0;28-16-0;28;0;56.00000;2.64161;-0.26814;2.81080;0.67225;20-16-0;14;14;0-16;false;false;27-16-0;29-16-0;1.24280e+04;6.19613e+03
Im002;0;29-2-0;29;0;58.00000;4.52567e-02;0.10342;2.42074;0.59107;29-2-0;1;1;0-2;false;false;NA;NA;4.65367e+03;4.23938e+03
Im002;0;29-12-0;29;0;58.00000;5.66950e-02;0.24496;3.70213;0.39541;27-12-0;7;7;0-12;false;false;28-12-0;30-12-0;4.84628e+03;4.93125e+03
Im002;0;29-16-0;29;0;58.00000;2.65036;-0.27138;2.81080;0.66642;20-16-0;14;14;0-16;false;false;28-16-0;30-16-0;1.16519e+04;5.95200e+03
Im002;0;29-29-0;29;0;58.00000;1.48740;0.14149;2.51882;0.79347;29-29-0;1;1;0-29;false;false;NA;NA;4.80705e+03;3.97700e+03
Im002;0;30-12-0;30;0;60.00000;0.17814;0.23388;3.70213;0.56761;27-12-0;7;7;0-12;false;false;29-12-0;31-12-0;4.19627e+03;4.62738e+03
Im002;0;30-16-0;30;0;60.00000;2.68462;-0.28074;2.81080;0.61298;20-16-0;14;14;0-16;false;false;29-16-0;31-16-0;1.17490e+04;6.15175e+03
Im002;0;31-11-0;31;0;62.00000;1.58798e-02;0.16734;3.24040;0.42768;31-11-0;2;2;0-11;false;false;NA;32-11-0;4.94579e+03;5.04463e+03
Im002;0;31-12-0;31;0;62.00000;5.66950e-02;0.24496;3.70213;0.39541;27-12-0;7;7;0-12;false;false;30-12-0;32-12-0;4.13263e+03;4.16075e+03
Im002;0;31-16-0;31;0;62.00000;2.67173;-0.32606;2.81080;0.63874;20-16-0;14;14;0-16;false;false;30-16-0;32-16-0;1.14805e+04;6.35575e+03
Im002;0;32-11-0;32;0;64.00000;1.58798e-02;0.16734;3.24040;0.42768;31-11-0;2;2;0-11;false;false;31-11-0;NA;6.56256e+03;5.66938e+03
Im002;0;32-12-0;32;0;64.00000;-7.98016e-02;0.16393;3.70213;0.25979;27-12-0;7;7;0-12;false;false;31-12-0;33-12-0;4.73314e+03;4.37900e+03
Im002;0;32-16-0;32;0;64.00000;2.70139;-0.29479;2.81080;0.57951;20-16-0;14;14;0-16;false;false;31-16-0;33-16-0;1.13378e+04;6.02838e+03
Im002;0;33-12-0;33;0;66.00000;-7.98016e-02;0.16393;3.70213;0.25979;27-12-0;7;7;0-12;false;false;32-12-0;NA;4.64656e+03;4.32550e+03
Im002;0;33-16-0;33;0;66.00000;2.70287;-0.29797;2.81080;0.57656;20-16-0;14;14;0-16;false;false;32-16-0;NA;1.24586e+04;6.38613e+03
Im002;0;35-12-0;35;0;70.00000;-7.98016e-02;0.16393;3.70213;0.25979;35-12-0;1;1;0-12;false;false;NA;NA;5.28499e+03;4.44188e+03
Im002;0;35-16-0;35;0;70.00000;2.62751;0.13660;2.81080;0.68168;35-16-0;5;5;0-16;false;false;NA;36-16-0;6.50304e+03;4.62256e+03
Im002;0;36-16-0;36;0;72.00000;2.66995;-0.31053;2.81080;0.64230;35-16-0;5;5;0-16;false;false;35-16-0;37-16-0;9.76489e+03;5.81775e+03
Im002;0;37-16-0;37;0;74.00000;2.68375;-0.33415;2.81080;0.61473;35-16-0;5;5;0-16;false;false;36-16-0;38-16-0;8.58171e+03;5.43775e+03
Im002;0;38-8-0;38;0;76.00000;0.30864;0.25582;1.51366;0.82459;38-8-0;3;3;0-8;false;false;NA;39-8-0;3.92933e+03;3.70711e+03
Im002;0;38-14-0;38;0;76.00000;2.07571;0.20327;2.31528;0.64997;38-14-0;2;2;0-14;false;false;NA;39-14-0;3.81390e+03;3.82200e+03
Im002;0;38-16-0;38;0;76.00000;2.69975;-0.34986;2.81080;0.58279;35-16-0;5;5;0-16;false;false;37-16-0;39-16-0;8.99193e+03;5.72288e+03
Im002;0;39-8-0;39;0;78.00000;0.32786;0.27057;1.51366;0.83444;38-8-0;3;3;0-8;false;false;38-8-0;40-8-0;4.25391e+03;3.81544e+03
Im002;0;39-12-0;39;0;78.00000;-7.98016e-02;0.16393;3.70213;0.25979;39-12-0;1;1;0-12;false;false;NA;NA;5.34140e+03;4.61863e+03
Im002;0;39-14-0;39;0;78.00000;2.11790;0.21487;2.31528;0.62141;38-14-0;2;2;0-14;false;false;38-14-0;NA;4.05464e+03;3.87750e+03
Im002;0;39-16-0;39;0;78.00000;2.67899;-0.34066;2.81080;0.62424;35-16-0;5;5;0-16;false;false;38-16-0;NA;1.09003e+04;6.41963e+03
Im002;0;40-2-0;40;0;80.00000;3.07121e-02;-7.79343e-02;2.42074;0.58624;40-2-0;1;1;0-2;false;false;NA;NA;3.88878e+03;3.78775e+03
Im002;0;40-8-0;40;0;80.00000;0.27880;0.27120;1.51366;0.80753;38-8-0;3;3;0-8;false;false;39-8-0;NA;3.85884e+03;3.66611e+03
Im002;0;40-25-0;40;0;80.00000;2.73484;-0.31516;3.08882;0.84940;40-25-0;1;1;0-25;false;false;NA;NA;5.37666e+03;4.07800e+03
Im002;0;41-29-0;41;0;82.00000;1.48273;-0.36338;2.51882;0.79361;41-29-0;1;1;0-29;false;false;NA;NA;3.89199e+03;3.58986e+03
Im002;0;42-16-0;42;0;84.00000;2.85379;-0.31655;2.81080;0.25482;42-16-0;2;2;0-16;false;false;NA;43-16-0;1.02116e+04;6.39413e+03
Im002;0;43-3-0;43;0;86.00000;2.36603;0.22290;3.34482;0.87233;43-3-0;4;4;0-3;false;false;NA;44-3-0;4.74245e+03;4.04911e+03
Im002;0;43-16-0;43;0;86.00000;2.85379;-0.31655;2.81080;0.25482;42-16-0;2;2;0-16;false;false;42-16-0;NA;8.50396e+03;6.19863e+03
Im002;0;44-3-0;44;0;88.00000;2.37418;0.26019;3.34482;0.87207;43-3-0;4;4;0-3;false;false;43-3-0;45-3-0;4.48016e+03;4.10264e+03
Im002;0;44-21-0;44;0;88.00000;3.45770;-0.17937;4.25372;0.88831;44-21-0;1;1;0-21;false;false;NA;NA;4.44685e+03;4.03144e+03
Im002;0;45-3-0;45;0;90.00000;2.36739;0.22617;3.34482;0.87229;43-3-0;4;4;0-3;false;false;44-3-0;46-3-0;4.99896e+03;3.92344e+03
Im002;0;45-10-0;45;0;90.00000;1.09644;-0.21502;3.54318;0.96083;45-10-0;1;1;0-10;false;false;NA;NA;5.33192e+03;4.23978e+03
Im002;0;46-3-0;46;0;92.00000;2.36217;0.26469;3.34482;0.87246;43-3-0;4;4;0-3;false;false;45-3-0;NA;4.81923e+03;4.15300e+03
Im002;0;47-14-0;47;0;94.00000;2.10925;0.30057;2.31528;0.62769;47-14-0;3;3;0-14;false;false;NA;48-14-0;3.73505e+03;3.75211e+03
Im002;0;47-16-0;47;0;94.00000;2.70078;9.05231e-02;2.81080;0.58072;47-16-0;3;3;0-16;false;false;NA;48-16-0;7.43593e+03;5.06388e+03
Im002;0;48-12-0;48;0;96.00000;2.47108;0.26844;3.70213;0.82207;48-12-0;2;2;0-12;false;false;NA;49-12-0;4.34847e+03;4.09156e+03
Im002;0;48-14-0;48;0;96.00000;2.14447;0.24493;2.31528;0.60219;47-14-0;3;3;0-14;false;false;47-14-0;49-14-0;4.10232e+03;3.82863e+03
Im002;0;48-16-0;48;0;96.00000;2.70397;0.10025;2.81080;0.57435;47-16-0;3;3;0-16;false;false;47-16-0;49-16-0;7.94987e+03;5.19838e+03
Im002;0;49-12-0;49;0;98.00000;2.49787;0.23387;3.70213;0.82538;48-12-0;2;2;0-12;false;false;48-12-0;NA;4.20994e+03;3.77078e+03
Im002;0;49-14-0;49;0;98.00000;2.25698;0.21894;2.31528;0.41009;47-14-0;3;3;0-14;false;false;48-14-0;NA;3.72188e+03;3.80189e+03
Im002;0;49-16-0;49;0;98.00000;2.70530;0.10245;2.81080;0.57170;47-16-0;3;3;0-16;false;false;48-16-0;NA;7.61963e+03;5.12438e+03
Im002;0;49-16-1;49;1;98.00000;2.85379;-0.31655;2.81080;0.25482;49-16-1;1;1;0-16;false;false;NA;NA;6.60398e+03;5.64150e+03
Im002;0;49-17-0;49;0;98.00000;2.49304;-0.23626;3.68327;0.96066;49-17-0;1;1;0-17;false;false;NA;NA;5.02837e+03;4.38967e+03
Im002;0;49-19-0;49;0;98.00000;1.44384;-0.15535;1.95890;0.81859;49-19-0;1;1;0-19;false;false;NA;NA;3.69566e+03;3.37044e+03
Im002;0;49-33-0;49;0;98.00000;1.25340;-0.22316;3.77391;0.80011;49-33-0;1;1;0-33;false;false;NA;NA;3.55086e+03;3.10422e+03
Im003;1;0-12-0;0;0;0.00000;0.80381;-0.12509;2.55540;0.91956;0-12-0;1;1;0-12;false;false;NA;NA;9.66851e+03;6.00122e+03
Im003;1;0-16-0;0;0;0.00000;0.31967;0.26885;4.88962;0.74632;0-16-0;5;5;0-16;false;false;NA;1-16-0;1.36779e+04;6.94167e+03
Im003;1;1-16-0;1;0;6.81300e+03;0.33491;0.16241;4.88962;0.76011;0-16-0;5;5;0-16;false;false;0-16-0;2-16-0;1.22680e+04;6.36922e+03
Im003;1;1-16-1;1;1;6.81300e+03;2.63968;-0.37925;4.88962;0.77129;1-16-1;2;2;0-16;false;false;NA;2-16-1;7.45253e+03;5.39371e+03
Im003;1;2-16-0;2;0;6.89100e+03;0.32608;0.19442;4.88962;0.75211;0-16-0;5;5;0-16;false;false;1-16-0;3-16-0;1.25062e+04;6.94800e+03
Im003;1;2-16-1;2;1;6.89100e+03;2.64833;-0.34174;4.88962;0.77133;1-16-1;2;2;0-16;false;false;1-16-1;NA;8.29215e+03;6.50443e+03
Im003;1;3-12-0;3;0;6.00000;0.98120;-0.43168;2.55540;0.91400;3-12-0;1;1;0-12;false;false;NA;NA;6.08518e+03;4.72229e+03
Im003;1;3-16-0;3;0;6.00000;0.34610;0.18289;4.88962;0.77027;0-16-0;5;5;0-16;false;false;2-16-0;4-16-0;1.09206e+04;6.13600e+03
Im003;1;4-16-0;4;0;8.00000;0.35639;0.17548;4.88962;0.77964;0-16-0;5;5;0-16;false;false;3-16-0;NA;9.53688e+03;6.12622e+03
Im003;1;4-16-1;4;1;8.00000;2.04323;-0.24755;4.88962;0.76110;4-16-1;3;3;0-16;false;false;NA;5-16-0;1.01617e+04;6.61067e+03
Im003;1;5-9-0;5;0;10.00000;0.74113;6.85547e-02;2.82598;0.84882;5-9-0;2;2;0-9;false;false;NA;6-9-0;9.80364e+03;6.31289e+03
Im003;1;5-16-0;5;0;10.00000;2.04323;-0.28127;4.88962;0.76110;4-16-1;3;3;0-16;false;false;4-16-1;6-16-0;1.18337e+04;6.46411e+03
Im003;1;6-1-0;6;0;12.00000;0.84434;-0.40656;4.27370;0.89042;6-1-0;2;2;0-1;false;false;NA;7-1-0;5.87225e+03;4.79325e+03
Im003;1;6-8-0;6;0;12.00000;0.71534;0.25807;2.57444;0.85303;6-8-0;2;2;0-8;false;false;NA;7-8-0;8.48316e+03;5.43711e+03
Im003;1;6-9-0;6;0;12.00000;0.64876;2.39927e-02;2.82598;0.84373;5-9-0;2;2;0-9;false;false;5-9-0;NA;7.17017e+03;5.67593e+03
Im003;1;6-16-0;6;0;12.00000;2.12357;-0.24476;4.88962;0.76131;4-16-1;3;3;0-16;false;false;5-16-0;NA;8.03889e+03;5.78267e+03
Im003;1;7-1-0;7;0;14.00000;1.03962;-0.26924;4.27370;0.89700;6-1-0;2;2;0-1;false;false;6-1-0;NA;6.69358e+03;5.24844e+03
Im003;1;7-8-0;7;0;14.00000;0.73321;0.16157;2.57444;0.85560;6-8-0;2;2;0-8;false;false;6-8-0;NA;6.28397e+03;4.93200e+03
Im003;1;8-3-0;8;0;16.00000;1.64429;-0.32192;2.19675;0.79391;8-3-0;1;1;0-3;false;false;NA;NA;5.71422e+03;4.53411e+03
Im003;1;8-16-0;8;0;16.00000;2.15355;-0.26634;4.88962;0.76193;8-16-0;3;3;0-16;false;false;NA;9-16-0;1.07461e+04;7.02256e+03
Im003;1;9-5-0;9;0;18.00000;0.96738;0.29784;2.19372;0.82621;9-5-0;7;7;0-5;false;false;NA;10-5-0;1.83868e+04;9.74367e+03
Im003;1;9-16-0;9;0;18.00000;2.00664;-0.25597;4.88962;0.76189;8-16-0;3;3;0-16;false;false;8-16-0;10-16-0;9.98470e+03;6.12600e+03
Im003;1;10-5-0;10;0;20.00000;0.98025;0.29744;2.19372;0.82718;9-5-0;7;7;0-5;false;false;9-5-0;11-5-0;1.79793e+04;9.68611e+03
Im003;1;10-16-0;10;0;20.00000;1.97466;-0.21198;4.88962;0.76353;8-16-0;3;3;0-16;false;false;9-16-0;NA;1.04843e+04;7.00833e+03
Im003;1;11-5-0;11;0;22.00000;0.98798;0.28757;2.19372;0.82777;9-5-0;7;7;0-5;false;false;10-5-0;12-5-0;1.77722e+04;9.57500e+03
Im003;1;12-5-0;12;0;24.00000;0.97470;0.28793;2.19372;0.82676;9-5-0;7;7;0-5;false;false;11-5-0;13-5-0;1.72592e+04;9.11533e+03
Im003;1;12-10-0;12;0;24.00000;3.32356;0.10179;3.53575;0.64526;12-10-0;1;1;0-10;false;false;NA;NA;5.54454e+03;4.45078e+03
Im003;1;13-5-0;13;0;26.00000;0.96796;0.27559;2.19372;0.82625;9-5-0;7;7;0-5;false;false;12-5-0;14-5-0;1.77681e+04;9.04189e+03
Im003;1;14-1-0;14;0;28.00000;0.15131;8.55833e-02;4.27370;0.59764;14-1-0;1;1;0-1;false;false;NA;NA;5.47428e+03;4.53256e+03
Im003;1;14-5-0;14;0;28.00000;0.95457;0.28207;2.19372;0.82523;9-5-0;7;7;0-5;false;false;13-5-0;15-5-0;1.66601e+04;9.06622e+03
Im003;1;15-5-0;15;0;30.00000;0.96599;0.25669;2.19372;0.82610;9-5-0;7;7;0-5;false;false;14-5-0;NA;1.39168e+04;7.98944e+03
Im003;1;15-19-0;15;0;30.00000;2.38795;4.86632e-02;2.93459;0.92596;15-19-0;1;1;0-19;false;false;NA;NA;5.80964e+03;4.72222e+03
Im003;1;16-16-0;16;0;32.00000;0.43580;0.19158;4.88962;0.83831;16-16-0;1;1;0-16;false;false;NA;NA;8.37173e+03;5.28067e+03
Im003;1;17-5-0;17;0;34.00000;2.16170;1.36696e-02;2.19372;0.31154;17-5-0;5;5;0-5;false;false;NA;18-5-0;1.19604e+04;6.52022e+03
Im003;1;17-7-0;17;0;34.00000;1.13034;-0.20497;2.38247;0.94217;17-7-0;1;1;0-7;false;false;NA;NA;5.31704e+03;4.62689e+03
Im003;1;18-3-0;18;0;36.00000;0.42783;7.68187e-02;2.19675;0.80455;18-3-0;1;1;0-3;false;false;NA;NA;6.00469e+03;4.83178e+03
Im003;1;18-5-0;18;0;36.00000;2.17049;5.51955e-02;2.19372;0.28471;17-5-0;5;5;0-5;false;false;17-5-0;19-5-0;1.21972e+04;6.89289e+03
Im003;1;19-5-0;19;0;38.00000;2.16023;4.31623e-02;2.19372;0.31603;17-5-0;5;5;0-5;false;false;18-5-0;20-5-0;1.18834e+04;6.72933e+03
Im003;1;20-3-0;20;0;40.00000;2.28528;0.11791;2.19675;0.36291;20-3-0;1;1;0-3;false;false;NA;NA;5.17280e+03;4.49475e+03
Im003;1;20-5-0;20;0;40.00000;2.15007;1.74096e-02;2.19372;0.34702;17-5-0;5;5;0-5;false;false;19-5-0;21-5-0;1.15408e+04;6.43167e+03
Im003;1;21-5-0;21;0;42.00000;2.15461;2.94808e-02;2.19372;0.33317;17-5-0;5;5;0-5;false;false;20-5-0;NA;1.05201e+04;6.10867e+03
Im003;1;23-5-0;23;0;46.00000;2.16296;2.12506e-02;2.19372;0.30770;23-5-0;2;2;0-5;false;false;NA;24-5-0;9.24873e+03;5.31822e+03
Im003;1;23-18-0;23;0;46.00000;1.65324;3.06725e-02;2.17930;0.90706;23-18-0;1;1;0-18;false;false;NA;NA;6.62890e+03;4.62500e+03
