Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Filtered_intensity;Raw_intensity
Im001;0;0-14-0;0;0;0.00000;1.30115;0.20119;3.00457;0.81402;0-14-0;2;2;0-14;false;false;NA;1-14-0;6.89344e+03;4.91489e+03
Im001;0;1-12-0;1;0;8.26100e+03;1.73567;-0.12034;1.99091;0.66271;1-12-0;1;1;0-12;false;false;NA;NA;5.16585e+03;4.53633e+03
Im001;0;1-14-0;1;0;8.26100e+03;1.28022;0.17558;3.00457;0.81512;0-14-0;2;2;0-14;false;false;0-14-0;NA;6.78921e+03;4.98333e+03
Im001;0;1-17-0;1;0;8.26100e+03;5.05253e-02;0.26234;3.16963;0.42555;1-17-0;8;8;0-17;false;false;NA;2-17-0;8.81245e+03;5.51311e+03
Im001;0;1-23-0;1;0;8.26100e+03;2.00273;0.23404;3.23074;0.75088;1-23-0;2;2;0-23;false;false;NA;2-23-0;7.69418e+03;5.54122e+03
Im001;0;1-33-0;1;0;8.26100e+03;2.21198;-0.26899;2.53392;0.75569;1-33-0;1;1;0-33;false;false;NA;NA;8.37155e+03;5.38533e+03
Im001;0;2-17-0;2;0;8.26300e+03;2.10231e-02;0.20942;3.16963;0.34879;1-17-0;8;8;0-17;false;false;1-17-0;3-17-0;1.09627e+04;6.17357e+03
Im001;0;2-23-0;2;0;8.26300e+03;1.96895;0.20367;3.23074;0.75066;1-23-0;2;2;0-23;false;false;1-23-0;NA;1.05012e+04;7.07067e+03
Im001;0;3-6-0;3;0;6.00000;1.90994;-0.38776;2.28153;0.72645;3-6-0;1;1;0-6;false;false;NA;NA;8.16830e+03;5.92843e+03
Im001;0;3-17-0;3;0;6.00000;-4.38797e-02;0.18171;3.16963;0.29409;1-17-0;8;8;0-17;false;false;2-17-0;4-17-0;1.29532e+04;6.96243e+03
Im001;0;4-17-0;4;0;8.00000;-5.56814e-02;0.17989;3.16963;0.29409;1-17-0;8;8;0-17;false;false;3-17-0;5-17-0;1.05780e+04;5.97914e+03
Im001;0;4-23-0;4;0;8.00000;1.97342;0.14023;3.23074;0.75069;4-23-0;6;6;0-23;false;false;NA;5-23-0;8.44881e+03;6.03444e+03
Im001;0;5-16-0;5;0;10.00000;0.64148;0.15443;3.13625;0.76011;5-16-0;1;1;0-16;false;false;NA;NA;7.76165e+03;5.28733e+03
