Position;PositionIdx;Indices;Frame;Idx;Time;raw_intensity;Area;SNR;SpineWidth;SpineLength
Im002;1;0-0;0;0;0.00000;248.20556;2.05755;40.43979;0.91126;1.97435
Im002;1;0-1;0;1;0.00000;284.01070;2.13756;76.24493;0.93483;1.99201
Im002;1;0-2;0;2;0.00000;308.16013;3.49783;100.39437;0.90806;3.40834
Im002;1;0-3;0;3;0.00000;249.86301;4.17225;42.09725;0.97664;3.84107
Im002;1;0-4;0;4;0.00000;258.37283;3.95506;50.60707;0.95453;3.79769
Im002;1;0-5;0;5;0.00000;257.14151;2.42333;49.37575;0.83570;2.50248
Im002;1;0-6;0;6;0.00000;240.35959;3.33780;32.59383;0.86405;3.42288
Im002;1;0-7;0;7;0.00000;322.81448;2.52621;115.04872;0.82374;2.65119
Im002;1;0-8;0;8;0.00000;257.87817;2.25187;50.11241;0.91454;2.10156
Im002;1;0-9;0;9;0.00000;247.81183;2.12613;40.04606;0.97970;1.94006
Im002;1;0-10;0;10;0.00000;251.39623;2.42333;43.63046;0.93108;2.24287
Im002;1;0-11;0;11;0.00000;352.69318;2.01182;144.92742;0.95770;1.82695
Im002;1;0-12;0;12;0.00000;255.40841;3.80646;47.64265;0.93084;3.67625
Im002;1;0-13;0;13;0.00000;304.24457;2.10327;96.47880;0.91671;2.00892
Im002;1;0-14;0;14;0.00000;268.92885;2.89200;61.16309;0.93392;2.83679
Im002;1;0-15;0;15;0.00000;361.47590;1.89752;153.71014;0.96740;1.70313
Im002;1;0-16;0;16;0.00000;283.17127;2.06898;75.40551;0.89550;1.98003
Im002;1;0-17;0;17;0.00000;252.40090;2.53764;44.63514;1.03563;2.25874
Im002;1;0-18;0;18;0.00000;280.47279;3.36066;72.70703;0.97285;3.16241
Im002;1;0-19;0;19;0.00000;245.76147;2.49192;37.99570;0.94140;2.34314
Im002;1;0-20;0;20;0.00000;229.78039;2.91486;22.01463;0.91284;2.88770
Im002;1;0-21;0;21;0.00000;235.92754;2.36618;28.16177;0.96422;2.21121
Im002;1;0-22;0;22;0.00000;294.02941;2.33189;86.26365;0.94463;2.19696
Im002;1;0-23;0;23;0.00000;250.02222;1.54316;42.25646;0.85224;1.52411
Im002;1;0-24;0;24;0.00000;291.52093;2.45763;83.75517;0.96201;2.28013
Im002;1;0-25;0;25;0.00000;245.93130;1.49744;38.16553;0.82798;1.45571
Im002;1;0-26;0;26;0.00000;218.84332;2.48049;11.07755;0.99265;2.28184
Im002;1;0-27;0;27;0.00000;238.62500;1.82893;30.85924;0.91924;1.73170
Im002;1;0-28;0;28;0.00000;236.38919;2.11470;28.62343;0.98417;1.97968
Im002;1;0-29;0;29;0.00000;235.01278;3.57785;27.24702;0.97490;3.33375
Im002;1;0-30;0;30;0.00000;509.48261;2.62909;301.71685;0.91738;2.59131
Im002;1;0-31;0;31;0.00000;523.48163;2.80055;315.71587;0.99776;2.63016
Im002;1;0-32;0;32;0.00000;250.64706;2.72053;42.88130;0.91984;2.65251
Im002;1;0-33;0;33;0.00000;277.69697;2.64052;69.93121;0.92591;2.55372
Im002;1;0-34;0;34;0.00000;227.97538;3.71502;20.20962;1.01930;3.37199
Im002;1;0-35;0;35;0.00000;243.58300;2.82341;35.81723;0.91833;2.80039
Im002;1;0-36;0;36;0.00000;298.17500;2.28616;90.40924;0.87289;2.27161
Im002;1;0-37;0;37;0.00000;280.12887;2.21758;72.36310;0.91414;2.14242
Im002;1;0-38;0;38;0.00000;239.48161;3.41781;31.71584;1.14110;2.91932
Im002;1;0-39;0;39;0.00000;237.51768;3.55498;29.75192;1.00109;3.28916
Im002;1;0-40;0;40;0.00000;342.26990;3.30351;134.50413;0.95327;3.11153
Im002;1;0-41;0;41;0.00000;232.47685;2.46906;24.71109;0.94147;2.26389
Im002;1;0-42;0;42;0.00000;267.45390;3.22349;59.68814;0.94751;3.10004
Im002;1;0-43;0;43;0.00000;248.22069;1.65747;40.45493;0.93655;1.53786
Im002;1;0-44;0;44;0.00000;227.80447;2.04612;20.03871;0.83982;2.06162
Im002;1;0-45;0;45;0.00000;230.92580;3.23492;23.16003;0.99490;3.09340
Im002;1;0-46;0;46;0.00000;244.93989;2.09184;37.17413;1.01300;1.87198
Im002;1;0-47;0;47;0.00000;236.95122;2.34332;29.18546;0.90914;2.23596
Im002;1;0-48;0;48;0.00000;272.26639;2.78912;64.50063;0.92367;2.68921
Im002;1;0-49;0;49;0.00000;233.43147;2.25187;25.66571;1.00968;2.06196
Im002;1;0-50;0;50;0.00000;241.92353;1.94324;34.15777;0.88669;1.87769
Im002;1;0-51;0;51;0.00000;231.80392;2.33189;24.03816;0.96650;2.17893
Im002;1;0-52;0;52;0.00000;207.36000;1.71462;-0.40576;0.76051;1.79678
Im002;1;0-53;0;53;0.00000;254.25604;2.36618;46.49028;0.94785;2.14847
Im002;1;0-54;0;54;0.00000;206.18919;1.69176;-1.57657;0.80542;1.78630
Im003;2;0-0;0;0;0.00000;237.40513;2.22901;31.63372;0.94386;2.05208
Im003;2;0-1;0;1;0.00000;270.99632;3.10918;65.22491;0.98965;2.83922
Im003;2;0-2;0;2;0.00000;308.26974;1.73748;102.49833;0.92266;1.61532
Im003;2;0-3;0;3;0.00000;238.96850;2.90343;33.19709;0.97409;2.69991
Im003;2;0-4;0;4;0.00000;232.25366;2.34332;26.48225;0.94239;2.17009
Im003;2;0-5;0;5;0.00000;235.16774;3.54355;29.39633;0.97763;3.30427
Im003;2;0-6;0;6;0.00000;286.93567;1.95467;81.16426;0.93438;1.85621
Im003;2;0-7;0;7;0.00000;279.34921;2.16042;73.57780;0.95452;2.01613
Im003;2;0-8;0;8;0.00000;250.91304;2.36618;45.14163;0.94940;2.20417
Im003;2;0-9;0;9;0.00000;230.57635;2.32046;24.80494;0.95860;2.16713
Im003;2;0-10;0;10;0.00000;247.12136;2.35475;41.34995;0.89998;2.31759
Im003;2;0-11;0;11;0.00000;264.02304;2.48049;58.25163;0.95058;2.32794
Im003;2;0-12;0;12;0.00000;288.38667;2.57193;82.61526;0.87625;2.61201
Im003;2;0-13;0;13;0.00000;322.36056;4.05794;116.58915;0.93126;3.86113
Im003;2;0-14;0;14;0.00000;223.31088;2.20615;17.53947;0.99194;2.02535
Im003;2;0-15;0;15;0.00000;280.21547;2.06898;74.44406;0.93856;1.94972
Im003;2;0-16;0;16;0.00000;244.26254;3.87505;38.49113;0.97003;3.55360
Im003;2;0-17;0;17;0.00000;271.46209;3.16634;65.69068;0.96428;2.96237
Im003;2;0-18;0;18;0.00000;229.65000;1.60031;23.87859;0.84123;1.61616
Im003;2;0-19;0;19;0.00000;232.32624;1.61175;26.55483;0.85134;1.61713
Im003;2;0-20;0;20;0.00000;212.42276;2.81198;6.65135;0.89907;2.75346
Im003;2;0-21;0;21;0.00000;330.07879;1.88608;124.30738;0.90186;1.79836
Im003;2;0-22;0;22;0.00000;240.91049;3.70358;35.13908;0.85377;3.78030
Im003;2;0-23;0;23;0.00000;235.89590;3.62357;30.12449;1.00405;3.30207
Im003;2;0-24;0;24;0.00000;228.66981;2.42333;22.89840;0.96547;2.22056
Im003;2;0-25;0;25;0.00000;328.11180;1.84036;122.34039;0.84837;1.82412
Im003;2;0-26;0;26;0.00000;246.94175;2.35475;41.17034;0.97821;2.17611
Im003;2;0-27;0;27;0.00000;232.19196;2.56050;26.42055;0.96550;2.35472
Im003;2;0-28;0;28;0.00000;248.77778;2.16042;43.00637;0.92299;2.07494
Im003;2;0-29;0;29;0.00000;208.68085;2.14899;2.90944;0.82081;2.25574
Im003;2;0-30;0;30;0.00000;209.01143;2.00039;3.24002;0.84859;2.11285
Im003;2;0-31;0;31;0.00000;227.72727;3.01774;21.95586;0.94693;2.82321
Im003;2;0-32;0;32;0.00000;229.73663;2.77769;23.96522;0.94417;2.57475
Im003;2;0-33;0;33;0.00000;220.22910;3.69215;14.45769;0.94654;3.49152
Im003;2;0-34;0;34;0.00000;428.22054;3.78360;222.44913;0.89450;3.69178
Im003;2;0-35;0;35;0.00000;852.66242;3.58928;646.89101;1.02406;3.20533
Im003;2;0-36;0;36;0.00000;732.28873;1.62318;526.51732;0.84607;1.56010
Im003;2;0-37;0;37;0.00000;270.78035;1.97753;65.00894;0.91444;1.89798
Im003;2;0-38;0;38;0.00000;269.92254;3.24635;64.15113;0.97586;2.90820
Im003;2;0-39;0;39;0.00000;706.91617;1.90895;501.14476;0.87399;1.88099
Im003;2;0-40;0;40;0.00000;260.07979;2.14899;54.30838;0.95090;1.96365
Im003;2;0-41;0;41;0.00000;282.76303;4.82380;76.99162;0.89605;4.82142
Im003;2;0-42;0;42;0.00000;229.13235;2.33189;23.36094;0.99559;2.05135
Im003;2;0-43;0;43;0.00000;275.75966;2.66338;69.98825;0.83550;2.95423
Im003;2;0-44;0;44;0.00000;231.44545;3.77217;25.67404;0.84707;3.88840
Im003;2;0-45;0;45;0.00000;216.45417;2.74340;10.68276;1.01503;2.47684
Im003;2;0-46;0;46;0.00000;253.23958;2.19472;47.46817;0.87000;2.14858
Im003;2;0-47;0;47;0.00000;219.93939;2.26330;14.16798;0.95293;2.08010
Im003;2;0-48;0;48;0.00000;257.05983;2.67481;51.28842;1.08425;2.21167
Im003;2;0-49;0;49;0.00000;232.21739;2.89200;26.44598;0.87227;2.84276
Im003;2;0-50;0;50;0.00000;209.02575;2.66338;3.25434;1.04902;2.33184
Im003;2;0-51;0;51;0.00000;248.52400;2.85770;42.75259;0.85844;2.88995
Im003;2;0-52;0;52;0.00000;255.53959;3.89791;49.76818;0.98004;3.59033
Im003;2;0-53;0;53;0.00000;223.20414;3.86362;17.43273;0.96506;3.64741
Im003;2;0-54;0;54;0.00000;237.56126;2.89200;31.78986;0.92052;2.68442
Im003;2;0-55;0;55;0.00000;439.73362;2.61766;233.96221;0.95400;2.48608
Im003;2;0-56;0;56;0.00000;265.63014;3.33780;59.85873;0.98788;3.11713
Im003;2;0-57;0;57;0.00000;253.87665;2.59480;48.10524;0.90698;2.51792
Im003;2;0-58;0;58;0.00000;211.50754;2.27473;5.73613;0.87544;2.21042
Im004;3;0-0;0;0;0.00000;240.48588;2.02325;36.51763;0.87135;1.94594
Im004;3;0-1;0;1;0.00000;242.68500;2.28616;38.71675;0.96305;2.17633
Im004;3;0-2;0;2;0.00000;236.73714;2.00039;32.76889;0.97699;1.78231
Im004;3;0-3;0;3;0.00000;279.70455;2.01182;75.73630;0.87320;2.05286
Im004;3;0-4;0;4;0.00000;239.02154;3.71502;35.05329;0.91405;3.57960
Im004;3;0-5;0;5;0.00000;276.24645;2.41190;72.27820;0.88074;2.41416
Im004;3;0-6;0;6;0.00000;252.05668;2.82341;48.08843;0.95045;2.70675
Im004;3;0-7;0;7;0.00000;255.32558;1.47458;51.35733;0.85046;1.42109
Im004;3;0-8;0;8;0.00000;275.42000;1.71462;71.45175;0.86188;1.70784
Im004;3;0-9;0;9;0.00000;262.67391;1.57745;58.70566;0.78941;1.63795
Im004;3;0-10;0;10;0.00000;271.94595;1.69176;67.97770;0.87177;1.68545
Im004;3;0-11;0;11;0.00000;254.76543;3.70358;50.79718;0.96221;3.49509
Im004;3;0-12;0;12;0.00000;330.53906;2.92629;126.57081;0.96290;2.75371
Im004;3;0-13;0;13;0.00000;270.14692;2.41190;66.17867;0.93224;2.37636
Im004;3;0-14;0;14;0.00000;253.34404;2.49192;49.37579;0.94375;2.32633
Im004;3;0-15;0;15;0.00000;419.43182;3.01774;215.46357;0.90450;2.97857
Im004;3;0-16;0;16;0.00000;241.21560;2.49192;37.24735;0.91922;2.39313
Im004;3;0-17;0;17;0.00000;239.52402;2.61766;35.55577;0.83237;2.72626
Im004;3;0-18;0;18;0.00000;255.14365;2.06898;51.17540;0.85955;2.03978
Im004;3;0-19;0;19;0.00000;322.25000;2.51478;118.28175;1.00978;2.23037
Im004;3;0-20;0;20;0.00000;460.46953;3.18920;256.50128;1.11638;2.61137
Im004;3;0-21;0;21;0.00000;273.00752;4.56090;69.03927;0.98124;4.20278
Im004;3;0-22;0;22;0.00000;255.68132;2.08041;51.71307;0.95794;1.88700
Im004;3;0-23;0;23;0.00000;274.04472;2.81198;70.07647;0.92848;2.63712
Im004;3;0-24;0;24;0.00000;305.37743;2.93772;101.40918;1.03216;2.49546
Im004;3;0-25;0;25;0.00000;293.68785;4.13796;89.71960;0.86128;4.11412
Im004;3;0-26;0;26;0.00000;208.28889;2.05755;4.32064;0.93160;1.90227
Im004;3;0-27;0;27;0.00000;250.32500;2.28616;46.35675;0.83447;2.33486
Im004;3;0-28;0;28;0.00000;229.56769;2.61766;25.59944;0.92844;2.50865
Im004;3;0-29;0;29;0.00000;253.25943;2.42333;49.29118;0.93141;2.23200
Im004;3;0-30;0;30;0.00000;270.10811;4.22940;66.13986;0.98224;3.92266
Im004;3;0-31;0;31;0.00000;207.32086;2.13756;3.35261;0.95747;1.98257
Im004;3;0-32;0;32;0.00000;257.34259;2.46906;53.37434;0.91990;2.25467
Im004;3;0-33;0;33;0.00000;253.10241;1.89752;49.13416;0.80577;1.96757
Im004;3;0-34;0;34;0.00000;238.39738;2.61766;34.42913;0.91319;2.57064
Im004;3;0-35;0;35;0.00000;218.09790;3.26921;14.12965;0.98889;3.08645
Im004;3;0-36;0;36;0.00000;224.13880;3.62357;20.17055;0.84902;3.66441
Im004;3;0-37;0;37;0.00000;340.28571;3.44068;136.31746;1.06618;2.98516
Im004;3;0-38;0;38;0.00000;254.85321;2.49192;50.88496;0.91512;2.33685
Im004;3;0-39;0;39;0.00000;252.18812;2.30902;48.21987;0.89549;2.18156
Im004;3;0-40;0;40;0.00000;254.94271;2.19472;50.97446;0.94104;2.03256
Im004;3;0-41;0;41;0.00000;267.61217;3.00630;63.64392;0.94614;2.84729
Im004;3;0-42;0;42;0.00000;248.75610;2.34332;44.78785;0.96376;2.20697
Im004;3;0-43;0;43;0.00000;239.98013;1.72605;36.01188;0.95859;1.60189
Im004;3;0-44;0;44;0.00000;229.32867;1.63461;25.36042;0.89845;1.55394
Im004;3;0-45;0;45;0.00000;246.94249;3.57785;42.97424;0.90447;3.51092
Im004;3;0-46;0;46;0.00000;229.13483;2.03469;25.16658;0.89259;1.95429
Im004;3;0-47;0;47;0.00000;221.09424;2.18329;17.12599;0.90897;2.08300
Im004;3;0-48;0;48;0.00000;208.16786;3.20063;4.19961;0.91579;3.10387
Im004;3;0-49;0;49;0.00000;218.46795;1.78321;14.49970;0.89031;1.68672
Im005;4;0-0;0;0;0.00000;263.70283;2.42333;60.58742;0.97430;2.19898
Im005;4;0-1;0;1;0.00000;229.90391;3.21206;26.78851;0.86856;3.29008
Im005;4;0-2;0;2;0.00000;224.91667;3.29208;21.80126;0.94381;3.12645
Im005;4;0-3;0;3;0.00000;263.64438;3.76074;60.52897;1.08284;3.19850
Im005;4;0-4;0;4;0.00000;308.62500;2.37761;105.50959;0.98936;2.17680
Im005;4;0-5;0;5;0.00000;249.75691;2.06898;46.64150;0.86173;2.05293
Im005;4;0-6;0;6;0.00000;246.88636;2.01182;43.77096;0.85720;1.99562
Im005;4;0-7;0;7;0.00000;262.12203;3.37209;59.00663;0.96944;3.04558
Im005;4;0-8;0;8;0.00000;310.61574;2.46906;107.50033;0.95114;2.33480
Im005;4;0-9;0;9;0.00000;274.44479;3.72645;71.32938;1.00549;3.30185
Im005;4;0-10;0;10;0.00000;252.07619;2.40047;48.96078;0.90682;2.35900
Im005;4;0-11;0;11;0.00000;247.17476;2.35475;44.05935;0.88550;2.32857
Im005;4;0-12;0;12;0.00000;361.88235;2.33189;158.76694;0.92023;2.21170
Im005;4;0-13;0;13;0.00000;357.58904;2.50335;154.47363;0.95581;2.26983
Im005;4;0-14;0;14;0.00000;237.32301;2.58336;34.20760;0.84410;2.65517
Im005;4;0-15;0;15;0.00000;236.62222;2.57193;33.50681;0.86917;2.52615
Im005;4;0-16;0;16;0.00000;254.96104;2.64052;51.84563;1.00303;2.34825
Im005;4;0-17;0;17;0.00000;254.91244;2.48049;51.79703;0.93080;2.41278
Im005;4;0-18;0;18;0.00000;240.16300;2.59480;37.04759;0.95360;2.44746
Im005;4;0-19;0;19;0.00000;380.86486;3.38352;177.74946;0.93956;3.16827
Im005;4;0-20;0;20;0.00000;234.11579;3.25778;31.00038;0.91207;3.07444
Im005;4;0-21;0;21;0.00000;249.46667;2.40047;46.35126;0.85039;2.45335
Im005;4;0-22;0;22;0.00000;252.46341;2.34332;49.34801;0.90378;2.30398
Im005;4;0-23;0;23;0.00000;235.64767;4.41230;32.53226;1.04804;3.92097
Im005;4;0-24;0;24;0.00000;245.79177;4.72093;42.67636;0.88782;4.58557
Im005;4;0-25;0;25;0.00000;231.10400;2.85770;27.98859;0.88230;2.82804
Im005;4;0-26;0;26;0.00000;229.69182;1.81750;26.57642;0.87686;1.76667
Im005;4;0-27;0;27;0.00000;222.80337;4.06937;19.68796;1.03441;3.71294
Im005;4;0-28;0;28;0.00000;225.20079;2.90343;22.08538;0.93512;2.82198
Im005;4;0-29;0;29;0.00000;240.11885;2.78912;37.00344;0.94871;2.52765
Im005;4;0-30;0;30;0.00000;263.11864;3.37209;60.00324;0.97091;3.04896
Im005;4;0-31;0;31;0.00000;271.32416;3.73788;68.20875;1.00381;3.33972
Im005;4;0-32;0;32;0.00000;266.96902;6.64130;63.85361;1.00872;5.97851
Im005;4;0-33;0;33;0.00000;247.66031;2.99487;44.54490;1.00710;2.66000
Im005;4;0-34;0;34;0.00000;237.44144;2.53764;34.32603;0.97227;2.38352
Im005;4;0-35;0;35;0.00000;227.10553;2.27473;23.99012;0.95205;2.11478
Im005;4;0-36;0;36;0.00000;270.30108;2.12613;67.18567;0.85545;2.12451
Im005;4;0-37;0;37;0.00000;230.09091;2.01182;26.97550;0.90263;1.90021
Im005;4;0-38;0;38;0.00000;242.28365;2.37761;39.16825;0.98823;2.21943
Im005;4;0-39;0;39;0.00000;267.25269;2.12613;64.13728;0.88284;2.10164
Im005;4;0-40;0;40;0.00000;255.89338;3.10918;52.77797;0.95798;2.82216
Im005;4;0-41;0;41;0.00000;238.97475;2.26330;35.85934;0.89800;2.18753
Im005;4;0-42;0;42;0.00000;310.10407;2.52621;106.98866;0.85021;2.58412
Im005;4;0-43;0;43;0.00000;254.70718;2.06898;51.59177;0.89971;1.99285
Im005;4;0-44;0;44;0.00000;203.48661;2.56050;0.37120;0.86600;2.57535
Im005;4;0-45;0;45;0.00000;231.74658;3.33780;28.63117;0.93662;3.12733
Im005;4;0-46;0;46;0.00000;213.26744;2.94915;10.15203;0.99650;2.71419
Im005;4;0-47;0;47;0.00000;201.86441;2.69767;-1.25100;0.91261;2.61909
Im005;4;0-48;0;48;0.00000;407.87817;2.25187;204.76276;0.90961;2.14420
Im005;4;0-49;0;49;0.00000;206.21300;3.16634;3.09759;1.02899;2.83581
Im005;4;0-50;0;50;0.00000;232.78919;2.11470;29.67378;0.94119;1.98323
Im005;4;0-51;0;51;0.00000;240.87374;2.26330;37.75833;0.86924;2.20466
Im005;4;0-52;0;52;0.00000;213.39080;1.98896;10.27540;0.89980;1.92728
Im005;4;0-53;0;53;0.00000;236.66423;1.56602;33.54883;0.75553;1.72968
Im005;4;0-54;0;54;0.00000;234.57419;3.54355;31.45879;0.93250;3.38056
Im005;4;0-55;0;55;0.00000;248.42675;1.79464;45.31134;0.81681;1.86012
Im005;4;0-56;0;56;0.00000;241.18239;1.81750;38.06698;0.93019;1.69132
Im005;4;0-57;0;57;0.00000;243.89412;1.94324;40.77871;0.95916;1.79373
Im005;4;0-58;0;58;0.00000;236.90476;2.88057;33.78935;1.01347;2.62448
Im005;4;0-59;0;59;0.00000;250.14938;2.75483;47.03397;1.06069;2.51055
Im005;4;0-60;0;60;0.00000;233.88538;2.89200;30.76997;0.94871;2.72635
Im005;4;0-61;0;61;0.00000;271.11047;1.96610;67.99506;0.91149;1.88766
Im005;4;0-62;0;62;0.00000;296.13523;3.21206;93.01982;0.95785;3.03517
Im005;4;0-63;0;63;0.00000;226.88500;2.28616;23.76959;0.94856;2.11297
Im006;5;0-0;0;0;0.00000;227.15698;1.96610;22.23950;0.89850;1.88508
Im006;5;0-1;0;1;0.00000;255.10631;3.44068;50.18884;0.86080;3.45063
Im006;5;0-2;0;2;0.00000;225.95522;2.29759;21.03775;0.84600;2.35827
Im006;5;0-3;0;3;0.00000;239.88511;2.68624;34.96763;0.96835;2.52461
