Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Raw_intensity;ParentNucleoidIndices;DistCC_oc3
Im008;0;0-8-0;0;0;0.00000;1.59724;0.40234;3.23654;1.07450;0-8-0;1;1;0-8;false;false;NA;NA;6.67622e+03;0-8-0;0.30564
Im008;0;0-12-0;0;0;0.00000;2.47391;-0.18387;3.52441;0.77631;0-12-0;2;2;0-12;false;false;NA;1-12-1;7.38078e+03;0-12-0;1.15762
Im008;0;0-25-0;0;0;0.00000;1.97041;4.66361e-03;2.69573;0.85894;0-25-0;2;2;0-25;false;false;NA;1-25-0;7.63411e+03;0-25-0;0.54631
Im008;0;0-32-0;0;0;0.00000;2.79531;-0.34538;2.98488;0.64448;0-32-0;31;31;0-32;false;false;NA;1-32-0;9.80114e+03;0-32-0;1.36329
Im008;0;0-38-0;0;0;0.00000;1.34914;-0.18043;2.53594;0.86660;0-38-0;3;3;0-38;false;false;NA;1-38-0;9.17711e+03;0-38-0;0.40781
Im008;0;0-40-0;0;0;0.00000;1.29484;6.03246e-02;2.51508;0.76237;0-40-0;6;6;0-40;false;false;NA;1-40-0;9.51811e+03;0-40-0;0.18859
Im008;0;0-42-0;0;0;0.00000;1.47651;8.44571e-02;4.12941;0.85389;0-42-0;20;20;0-42;false;false;NA;1-42-0;8.84644e+03;0-42-2;0.59958
Im008;0;1-8-0;1;0;2.00000;2.05946;0.24688;3.23654;1.02393;1-8-0;10;10;0-8;false;false;NA;2-8-0;5.44689e+03;1-8-0;0.54242
Im008;0;1-12-0;1;0;2.00000;1.25074;-4.99587e-02;3.52441;0.85154;1-12-0;2;2;0-12;false;false;NA;2-12-0;5.55456e+03;1-12-0;0.11397
Im008;0;1-12-1;1;1;2.00000;2.39795;-8.99472e-02;3.52441;0.78727;0-12-0;2;2;0-12;false;false;0-12-0;NA;6.04833e+03;1-12-0;1.06602
Im008;0;1-19-0;1;0;2.00000;2.57863;-5.27432e-02;4.21174;0.80616;1-19-0;5;5;0-19;false;false;NA;2-19-0;6.86844e+03;1-19-1;0.21120
Im008;0;1-20-0;1;0;2.00000;1.14843;0.43660;2.13149;0.86949;1-20-0;7;7;0-20;false;false;NA;2-20-0;5.35222e+03;1-20-0;0.45067
Im008;0;1-21-0;1;0;2.00000;1.03916;-4.84809e-02;3.79199;0.89120;1-21-0;2;2;0-21;false;false;NA;2-21-0;6.29844e+03;1-21-0;3.22894e-02
Im008;0;1-25-0;1;0;2.00000;1.91923;2.19623e-02;2.69573;0.85290;0-25-0;2;2;0-25;false;false;0-25-0;NA;5.86111e+03;1-25-0;0.49854
Im008;0;1-29-0;1;0;2.00000;1.56871;0.40749;3.76736;0.93531;1-29-0;1;1;0-29;false;false;NA;NA;7.63786e+03;1-29-0;8.86892e-02
Im008;0;1-32-0;1;0;2.00000;2.77719;-0.29358;2.98488;0.65579;0-32-0;31;31;0-32;false;false;0-32-0;2-32-0;7.31714e+03;1-32-0;1.33029
Im008;0;1-33-0;1;0;2.00000;1.14873;-0.20780;3.29829;0.80742;1-33-0;1;1;0-33;false;false;NA;NA;4.91911e+03;1-33-0;0.41623
Im008;0;1-38-0;1;0;2.00000;1.43279;-0.15850;2.53594;0.86273;0-38-0;3;3;0-38;false;false;0-38-0;2-38-0;7.47911e+03;1-38-0;0.47578
Im008;0;1-40-0;1;0;2.00000;1.23451;-1.53457e-03;2.51508;0.76925;0-40-0;6;6;0-40;false;false;0-40-0;2-40-0;6.84600e+03;1-40-0;0.20057
Im008;0;1-42-0;1;0;2.00000;1.42722;6.03196e-02;4.12941;0.85513;0-42-0;20;20;0-42;false;false;0-42-0;2-42-0;7.74400e+03;1-42-2;0.55771
Im008;0;1-62-0;1;0;2.00000;0.58031;-8.24858e-02;2.72127;0.73226;1-62-0;5;5;0-62;false;false;NA;2-62-0;5.04322e+03;1-62-0;0.73333
Im008;0;2-8-0;2;0;4.00000;1.82979;-0.10972;3.23654;1.06745;1-8-0;10;10;0-8;false;false;1-8-0;3-8-0;6.33600e+03;2-8-0;0.40320
Im008;0;2-12-0;2;0;4.00000;1.22975;-6.58339e-02;3.52441;0.85303;1-12-0;2;2;0-12;false;false;1-12-0;NA;7.23778e+03;2-12-0;0.14012
Im008;0;2-19-0;2;0;4.00000;2.61055;-0.13317;4.21174;0.80607;1-19-0;5;5;0-19;false;false;1-19-0;3-19-0;8.32567e+03;2-19-1;0.20902
Im008;0;2-20-0;2;0;4.00000;1.14843;0.43660;2.13149;0.86949;1-20-0;7;7;0-20;false;false;1-20-0;3-20-0;6.26914e+03;2-20-0;0.45067
Im008;0;2-21-0;2;0;4.00000;0.87024;8.74758e-02;3.79199;0.87080;1-21-0;2;2;0-21;false;false;1-21-0;NA;6.97878e+03;2-21-0;0.18775
Im008;0;2-32-0;2;0;4.00000;2.78557;-0.29171;2.98488;0.65056;0-32-0;31;31;0-32;false;false;1-32-0;3-32-0;8.15271e+03;2-32-0;1.33797
Im008;0;2-38-0;2;0;4.00000;1.41880;-0.14028;2.53594;0.86300;0-38-0;3;3;0-38;false;false;1-38-0;NA;7.44778e+03;2-38-0;0.45633
Im008;0;2-40-0;2;0;4.00000;1.17717;-0.10203;2.51508;0.77569;0-40-0;6;6;0-40;false;false;1-40-0;3-40-0;8.45333e+03;2-40-0;0.24212
Im008;0;2-42-0;2;0;4.00000;1.42466;6.55169e-02;4.12941;0.85518;0-42-0;20;20;0-42;false;false;1-42-0;3-42-0;7.93900e+03;2-42-2;0.55366
Im008;0;2-46-0;2;0;4.00000;1.94741;-0.31333;2.95361;0.94598;2-46-0;11;11;0-46;false;false;NA;3-46-0;7.22000e+03;2-46-0;0.53738
Im008;0;2-62-0;2;0;4.00000;0.57659;-2.96265e-02;2.72127;0.73175;1-62-0;5;5;0-62;false;false;1-62-0;3-62-0;5.54011e+03;2-62-0;0.72717
Im008;0;3-8-0;3;0;6.00000;1.68754;-0.12379;3.23654;1.07278;1-8-0;10;10;0-8;false;false;2-8-0;4-8-0;6.76311e+03;3-8-0;0.30445
