Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Raw_intensity;ParentNucleoidIndices;DistCC_oc3
Im001;0;0-28-0;0;0;0.00000;1.16488;-2.71277e-02;3.68090;0.78993;0-28-0;1;1;0-28;false;false;NA;NA;5.89044e+03;0-28-0;9.77357e-02
Im001;0;0-32-0;0;0;0.00000;3.18523;0.21421;3.48336;0.60138;0-32-0;3;3;0-32;false;false;NA;1-32-0;5.46644e+03;0-32-0;0.76967
Im001;0;1-32-0;1;0;2.00000;3.14849;0.17284;3.48336;0.61497;0-32-0;3;3;0-32;false;false;0-32-0;2-32-0;5.02122e+03;1-32-0;0.71999
Im001;0;2-32-0;2;0;4.00000;3.17354;0.12531;3.48336;0.60571;0-32-0;3;3;0-32;false;false;1-32-0;NA;5.77011e+03;2-32-0;0.72928
Im001;0;4-15-0;4;0;8.00000;0.62934;3.06967e-02;2.28325;0.77749;4-15-0;2;2;0-15;false;false;NA;5-15-0;4.90389e+03;4-15-0;0.56360
Im001;0;4-28-0;4;0;8.00000;2.77595;-0.21141;3.68090;0.94240;4-28-0;1;1;0-28;false;false;NA;NA;5.81589e+03;4-28-1;0.22433
Im001;0;5-15-0;5;0;10.00000;0.59669;0.14487;2.28325;0.77938;4-15-0;2;2;0-15;false;false;4-15-0;NA;4.74133e+03;5-15-0;0.62458
Im001;0;5-33-0;5;0;10.00000;1.56573;-0.32569;2.03040;0.79696;5-33-0;4;4;0-33;false;false;NA;6-33-0;4.95413e+03;5-33-0;0.60474
Im001;0;6-23-0;6;0;12.00000;1.90058;-0.40970;2.61829;0.82092;6-23-0;1;1;0-23;false;false;NA;NA;5.54386e+03;6-23-1;0.40399
Im001;0;6-33-0;6;0;12.00000;1.57400;-0.25357;2.03040;0.79445;5-33-0;4;4;0-33;false;false;5-33-0;7-33-0;4.86044e+03;6-33-0;0.57674
Im001;0;7-33-0;7;0;14.00000;1.56374;-0.24700;2.03040;0.79756;5-33-0;4;4;0-33;false;false;6-33-0;8-33-0;4.96600e+03;7-33-0;0.56396
Im001;0;7-36-0;7;0;14.00000;1.03338;0.34000;2.57346;0.78183;7-36-0;1;1;0-36;false;false;NA;NA;5.21188e+03;7-36-0;0.32074
Im001;0;8-6-0;8;0;16.00000;2.68478;0.35920;3.71807;0.79253;8-6-0;1;1;0-6;false;false;NA;NA;5.88913e+03;8-6-0;1.05461
Im001;0;8-33-0;8;0;16.00000;1.56608;-0.19320;2.03040;0.79685;5-33-0;4;4;0-33;false;false;7-33-0;NA;4.81800e+03;8-33-0;0.54463
Im001;0;9-23-0;9;0;18.00000;1.97654;-0.18437;2.61829;0.79662;9-23-0;1;1;0-23;false;false;NA;NA;5.96444e+03;9-23-1;0.17392
Im001;0;10-6-0;10;0;20.00000;2.26780;-0.24636;3.71807;0.78503;10-6-0;1;1;0-6;false;false;NA;NA;5.75822e+03;10-6-0;0.70323
Im001;0;10-27-0;10;0;20.00000;3.85149;2.64282e-02;4.06691;0.56852;10-27-0;1;1;0-27;false;false;NA;NA;5.13044e+03;10-27-1;0.55268
