Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Raw_intensity;ParentNucleoidIndices;DistCC_oc3
Im001;0;1-20-0;1;0;2.00000;0.99151;2.95075e-04;3.32915;0.68508;1-20-0;1;1;0-20;false;false;NA;NA;4.47556e+03;1-20-0;0.78283
Im001;0;1-27-0;1;0;2.00000;0.72734;-0.43431;2.41363;0.77452;1-27-0;1;1;0-27;false;false;NA;NA;4.66056e+03;1-27-0;0.61956
Im001;0;1-30-0;1;0;2.00000;2.14198;-7.20937e-02;3.23684;0.77261;1-30-0;3;3;0-30;false;false;NA;2-30-0;4.99900e+03;1-30-1;0.15189
Im001;0;2-30-0;2;0;4.00000;2.40280;-0.22689;3.23684;0.75658;1-30-0;3;3;0-30;false;false;1-30-0;3-30-0;5.47800e+03;2-30-1;0.28509
Im001;0;3-17-0;3;0;6.00000;2.29788;-0.10902;3.21262;0.66067;3-17-0;2;2;0-17;false;false;NA;4-17-0;4.79611e+03;3-17-0;0.72334
Im001;0;3-25-0;3;0;6.00000;0.78423;8.51579e-03;2.67176;0.60078;3-25-0;3;3;0-25;false;false;NA;4-25-0;7.27333e+03;3-25-0;0.64616
Im001;0;3-30-0;3;0;6.00000;2.42750;-0.19066;3.23684;0.75585;1-30-0;3;3;0-30;false;false;2-30-0;NA;5.76389e+03;3-30-1;0.26966
Im001;0;4-17-0;4;0;8.00000;2.31935;-6.73440e-02;3.21262;0.66162;3-17-0;2;2;0-17;false;false;3-17-0;NA;4.70922e+03;4-17-0;0.74158
Im001;0;4-25-0;4;0;8.00000;0.87908;1.40266e-02;2.67176;0.62299;3-25-0;3;3;0-25;false;false;3-25-0;5-25-0;7.78689e+03;4-25-0;0.55367
Im001;0;4-40-0;4;0;8.00000;2.11538e-02;-0.30252;2.81334;0.32298;4-40-0;1;1;0-40;false;false;NA;NA;4.50863e+03;NA;1.19432
Im001;0;5-25-0;5;0;10.00000;0.91061;3.60521e-03;2.67176;0.63048;3-25-0;3;3;0-25;false;false;4-25-0;NA;6.84133e+03;5-25-0;0.52532
