Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Filtered_intensity;Raw_intensity
Im001;0;0-6-0;0;0;0.00000;1.76675;1.04377e-02;4.57214;0.91935;0-6-0;1;1;0-6;false;false;NA;NA;6.45980e+03;4.94344e+03
Im001;0;0-8-0;0;0;0.00000;0.91302;0.24218;2.34147;0.77808;0-8-0;1;1;0-8;false;false;NA;NA;1.10548e+04;6.27989e+03
Im001;0;0-13-0;0;0;0.00000;1.53841;-1.90667e-02;4.02063;0.87882;0-13-0;9;9;0-13;false;false;NA;1-13-0;9.38414e+03;5.59189e+03
Im001;0;1-0-0;1;0;8.63700e+03;2.16984;-0.18715;2.26271;0.62938;1-0-0;1;1;0-0;false;false;NA;NA;5.16252e+03;3.75278e+03
Im001;0;1-11-0;1;0;8.63700e+03;2.64376;0.16382;3.32216;0.76340;1-11-0;1;1;0-11;false;false;NA;NA;6.17598e+03;4.64456e+03
Im001;0;1-13-0;1;0;8.63700e+03;1.52385;-2.91759e-02;4.02063;0.87963;0-13-0;9;9;0-13;false;false;0-13-0;2-13-0;8.21516e+03;4.94144e+03
Im001;0;2-13-0;2;0;8.66500e+03;1.57703;-8.75154e-02;4.02063;0.87598;0-13-0;9;9;0-13;false;false;1-13-0;3-13-0;8.64283e+03;5.50111e+03
Im001;0;3-13-0;3;0;6.00000;1.50386;-0.10298;4.02063;0.88074;0-13-0;9;9;0-13;false;false;2-13-0;4-13-0;7.50847e+03;5.47336e+03
Im001;0;4-13-0;4;0;8.00000;1.53265;-8.09115e-02;4.02063;0.87914;0-13-0;9;9;0-13;false;false;3-13-0;5-13-0;9.14735e+03;5.27656e+03
Im001;0;5-6-0;5;0;10.00000;4.23545;-0.31048;4.57214;0.72668;5-6-0;1;1;0-6;false;false;NA;NA;4.65057e+03;3.68363e+03
Im001;0;5-13-0;5;0;10.00000;1.54613;-0.10294;4.02063;0.87832;0-13-0;9;9;0-13;false;false;4-13-0;6-13-0;9.34969e+03;5.36011e+03
Im001;0;6-13-0;6;0;12.00000;1.59332;-7.62275e-02;4.02063;0.87474;0-13-0;9;9;0-13;false;false;5-13-0;7-13-0;6.41631e+03;4.66967e+03
Im001;0;7-9-0;7;0;14.00000;-1.06158e-02;-9.68674e-02;2.51234;0.21383;7-9-0;1;1;0-9;false;false;NA;NA;5.34832e+03;3.74513e+03
Im001;0;7-13-0;7;0;14.00000;1.63259;-0.11882;4.02063;0.87177;0-13-0;9;9;0-13;false;false;6-13-0;8-13-0;5.86712e+03;4.37111e+03
Im001;0;8-13-0;8;0;16.00000;1.68749;-0.14207;4.02063;0.86734;0-13-0;9;9;0-13;false;false;7-13-0;NA;5.75182e+03;4.54033e+03
Im001;0;9-11-0;9;0;18.00000;1.23048;-0.15348;3.32216;0.80887;9-11-0;7;7;0-11;false;false;NA;10-11-0;5.85951e+03;4.27078e+03
Im001;0;10-6-0;10;0;20.00000;6.87058e-02;-0.32726;4.57214;0.57785;10-6-0;1;1;0-6;false;false;NA;NA;4.45252e+03;3.67275e+03
Im001;0;10-11-0;10;0;20.00000;1.22677;-0.15293;3.32216;0.80979;9-11-0;7;7;0-11;false;false;9-11-0;11-11-0;6.59409e+03;4.49078e+03
Im001;0;11-11-0;11;0;22.00000;1.26810;-0.14642;3.32216;0.79953;9-11-0;7;7;0-11;false;false;10-11-0;12-11-0;6.96094e+03;4.57356e+03
Im001;0;12-11-0;12;0;24.00000;1.26160;-0.16862;3.32216;0.80115;9-11-0;7;7;0-11;false;false;11-11-0;13-11-0;6.29795e+03;4.22878e+03
