Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Raw_intensity
Im001;0;0-1-0;0;0;0.00000;2.39124;-0.20156;2.92006;0.72445;0-1-0;2;2;0-1;false;false;NA;1-1-0;3.33500e+03
Im001;0;0-2-0;0;0;0.00000;2.22980;0.26914;3.06494;0.90379;0-2-0;5;5;0-2;false;false;NA;1-2-0;3.10167e+03
Im001;0;0-3-0;0;0;0.00000;1.85949;0.23012;3.75902;0.84314;0-3-0;3;3;0-3;false;false;NA;1-3-0;3.10111e+03
Im001;0;0-5-0;0;0;0.00000;0.74412;3.50490e-02;2.33133;0.88875;0-5-0;11;11;0-5;false;false;NA;1-5-0;3.20033e+03
Im001;0;0-6-0;0;0;0.00000;0.72503;0.22277;3.33287;0.94925;0-6-0;2;2;0-6;false;false;NA;1-6-0;3.72833e+03
Im001;0;0-10-0;0;0;0.00000;0.41359;-4.34144e-02;3.20285;0.65152;0-10-0;26;26;0-10;false;false;NA;1-10-0;3.90411e+03
Im001;0;0-12-0;0;0;0.00000;3.06450;-0.13400;3.83630;0.82257;0-12-0;2;2;0-12;false;false;NA;1-12-1;3.10233e+03
Im001;0;0-14-0;0;0;0.00000;1.22437;1.47031e-02;2.74975;0.82068;0-14-0;15;15;0-14;false;false;NA;1-14-0;3.66011e+03
Im001;0;0-16-0;0;0;0.00000;1.64975;-7.76959e-02;2.13859;0.75875;0-16-0;44;44;0-16;false;false;NA;1-16-0;3.29589e+03
Im001;0;0-19-0;0;0;0.00000;1.56501;-2.61055e-02;2.96933;0.81430;0-19-0;7;7;0-19;false;false;NA;1-19-0;2.80656e+03
Im001;0;0-19-1;0;1;0.00000;2.36318;-0.17266;2.96933;0.90618;0-19-1;2;2;0-19;false;false;NA;1-19-1;2.82133e+03
