Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Raw_intensity;ParentNucleoidIndices;DistCC_oc3
Im002;0;0-1-0;0;0;0.00000;3.30517;0.20606;4.07600;1.04487;0-1-0;30;30;0-1;false;false;NA;1-1-0;5.56089e+03;0-1-0;0.26588
Im002;0;0-2-0;0;0;0.00000;5.17060;-8.04266e-02;6.22098;0.85450;0-2-0;12;12;0-2;false;false;NA;1-2-0;5.13122e+03;0-2-0;0.55632
Im002;0;0-3-0;0;0;0.00000;2.61182;-7.27354e-02;3.40816;0.92041;0-3-0;21;21;0-3;false;false;NA;1-3-0;6.94700e+03;0-3-1;3.16949e-02
Im002;0;0-5-0;0;0;0.00000;1.47270;-0.17810;3.57257;0.81780;0-5-0;2;2;0-5;false;false;NA;1-5-0;4.67233e+03;0-5-0;0.52879
Im002;0;1-0-0;1;0;2.00000;2.48647;-0.18299;3.41328;0.85322;1-0-0;11;11;0-0;false;false;NA;2-0-0;4.39989e+03;1-0-0;0.95903
Im002;0;1-1-0;1;0;2.00000;3.23556;0.18611;4.07600;1.05065;0-1-0;30;30;0-1;false;false;0-1-0;2-1-0;7.00200e+03;1-1-0;0.19144
Im002;0;1-2-0;1;0;2.00000;5.01263;-1.81236e-02;6.22098;0.85536;0-2-0;12;12;0-2;false;false;0-2-0;2-2-0;5.36667e+03;1-2-0;0.39044
Im002;0;1-3-0;1;0;2.00000;2.67374;-8.54901e-02;3.40816;0.91280;0-3-0;21;21;0-3;false;false;0-3-0;2-3-0;6.50122e+03;1-3-1;3.36067e-02
Im002;0;1-4-0;1;0;2.00000;1.93130;-4.68958e-02;3.26876;0.82637;1-4-0;1;1;0-4;false;false;NA;NA;4.79544e+03;1-4-0;0.21209
Im002;0;1-5-0;1;0;2.00000;1.48106;-0.19079;3.57257;0.81826;0-5-0;2;2;0-5;false;false;0-5-0;NA;4.25722e+03;1-5-0;0.52585
Im002;0;2-0-0;2;0;4.00000;2.49895;-0.20655;3.41328;0.85289;1-0-0;11;11;0-0;false;false;1-0-0;3-0-0;5.57233e+03;2-0-0;0.97544
Im002;0;2-1-0;2;0;4.00000;3.21130;0.21574;4.07600;1.05189;0-1-0;30;30;0-1;false;false;1-1-0;3-1-0;8.38267e+03;2-1-0;0.18339
Im002;0;2-2-0;2;0;4.00000;5.01953;-5.16005e-02;6.22098;0.85535;0-2-0;12;12;0-2;false;false;1-2-0;3-2-0;6.49567e+03;2-2-0;0.40246
Im002;0;2-3-0;2;0;4.00000;2.70981;-0.13881;3.40816;0.90815;0-3-0;21;21;0-3;false;false;1-3-0;3-3-0;7.55967e+03;2-3-1;9.55034e-02
Im002;0;3-0-0;3;0;6.00000;2.47248;-0.19633;3.41328;0.85362;1-0-0;11;11;0-0;false;false;2-0-0;4-0-0;5.53600e+03;3-0-0;0.94920
Im002;0;3-1-0;3;0;6.00000;3.23167;0.25922;4.07600;1.05085;0-1-0;30;30;0-1;false;false;2-1-0;4-1-0;7.40100e+03;3-1-0;0.22761
Im002;0;3-2-0;3;0;6.00000;5.03018;-3.46160e-02;6.22098;0.85533;0-2-0;12;12;0-2;false;false;2-2-0;4-2-0;6.28078e+03;3-2-0;0.40998
Im002;0;3-3-0;3;0;6.00000;2.71545;-0.11054;3.40816;0.90743;0-3-0;21;21;0-3;false;false;2-3-0;4-3-0;7.71833e+03;3-3-1;8.23135e-02
Im002;0;3-4-0;3;0;6.00000;2.71428;-8.30037e-02;3.26876;0.80888;3-4-0;2;2;0-4;false;false;NA;4-4-0;5.41433e+03;3-4-0;0.99425
Im002;0;3-5-0;3;0;6.00000;1.44327;-0.23612;3.57257;0.81586;3-5-0;1;1;0-5;false;false;NA;NA;5.13900e+03;3-5-0;0.57717
Im002;0;4-0-0;4;0;8.00000;2.45827;-0.18048;3.41328;0.85392;1-0-0;11;11;0-0;false;false;3-0-0;5-0-0;5.09667e+03;4-0-0;0.93273
Im002;0;4-1-0;4;0;8.00000;3.10593;0.16269;4.07600;1.05487;0-1-0;30;30;0-1;false;false;3-1-0;5-1-0;7.41844e+03;4-1-0;6.27287e-02
Im002;0;4-2-0;4;0;8.00000;5.04198;-0.10092;6.22098;0.85528;0-2-0;12;12;0-2;false;false;3-2-0;5-2-0;5.55989e+03;4-2-0;0.43662
Im002;0;4-3-0;4;0;8.00000;2.70694;-0.12397;3.40816;0.90852;0-3-0;21;21;0-3;false;false;3-3-0;5-3-0;7.36544e+03;4-3-1;8.31465e-02
Im002;0;4-4-0;4;0;8.00000;2.68338;-6.62662e-02;3.26876;0.81094;3-4-0;2;2;0-4;false;false;3-4-0;NA;5.18889e+03;4-4-0;0.96108
Im002;0;5-0-0;5;0;10.00000;2.32149;-0.24162;3.41328;0.85682;1-0-0;11;11;0-0;false;false;4-0-0;6-0-0;4.88511e+03;5-0-0;0.82897
Im002;0;5-1-0;5;0;10.00000;3.19727;0.15025;4.07600;1.05262;0-1-0;30;30;0-1;false;false;4-1-0;6-1-0;7.57522e+03;5-1-0;0.14138
Im002;0;5-2-0;5;0;10.00000;5.03054;-8.95074e-02;6.22098;0.85533;0-2-0;12;12;0-2;false;false;4-2-0;6-2-0;5.46467e+03;5-2-0;0.42226
Im002;0;5-3-0;5;0;10.00000;2.70078;-0.10665;3.40816;0.90931;0-3-0;21;21;0-3;false;false;4-3-0;6-3-0;7.70922e+03;5-3-1;6.77029e-02
Im002;0;6-0-0;6;0;12.00000;2.30283;-0.22041;3.41328;0.85714;1-0-0;11;11;0-0;false;false;5-0-0;7-0-0;4.58833e+03;6-0-0;0.80482
Im002;0;6-1-0;6;0;12.00000;3.11655;0.18881;4.07600;1.05469;0-1-0;30;30;0-1;false;false;5-1-0;7-1-0;7.55989e+03;6-1-0;9.01528e-02
Im002;0;6-2-0;6;0;12.00000;5.01284;-2.80969e-02;6.22098;0.85536;0-2-0;12;12;0-2;false;false;5-2-0;7-2-0;5.30844e+03;6-2-0;0.39186
Im002;0;6-3-0;6;0;12.00000;2.69885;-6.93540e-02;3.40816;0.90956;0-3-0;21;21;0-3;false;false;5-3-0;7-3-0;7.15067e+03;6-3-1;5.47306e-02
Im002;0;7-0-0;7;0;14.00000;2.30576;-0.20047;3.41328;0.85710;1-0-0;11;11;0-0;false;false;6-0-0;8-0-0;4.52933e+03;7-0-0;0.80060
Im002;0;7-1-0;7;0;14.00000;3.10898;0.23408;4.07600;1.05482;0-1-0;30;30;0-1;false;false;6-1-0;8-1-0;6.85767e+03;7-1-0;0.12610
Im002;0;7-2-0;7;0;14.00000;4.96346;8.98541e-02;6.22098;0.85537;0-2-0;12;12;0-2;false;false;6-2-0;8-2-0;5.58167e+03;7-2-0;0.34399
Im002;0;7-3-0;7;0;14.00000;2.72297;-0.11042;3.40816;0.90646;0-3-0;21;21;0-3;false;false;6-3-0;8-3-0;7.59256e+03;7-3-1;8.88251e-02
Im002;0;7-4-0;7;0;14.00000;1.77892;-4.85864e-02;3.26876;0.82864;7-4-0;3;3;0-4;false;false;NA;8-4-0;5.01322e+03;7-4-0;7.90658e-02
Im002;0;7-6-0;7;0;14.00000;0.60974;-0.22227;3.03786;0.89320;7-6-0;11;11;0-6;false;false;NA;8-6-0;4.80957e+03;7-6-1;0.34473
