Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Raw_intensity
Im001;0;0-1-0;0;0;0.00000;0.59534;-7.16502e-02;4.13544;0.87390;0-1-0;2;2;0-1;false;false;NA;1-1-0;3.53067e+03
Im001;0;0-2-0;0;0;0.00000;1.06581;0.12067;2.51244;0.88683;0-2-0;2;2;0-2;false;false;NA;1-2-0;3.67889e+03
Im001;0;0-16-0;0;0;0.00000;0.69102;0.20595;4.23075;0.89002;0-16-0;6;6;0-16;false;false;NA;1-16-0;3.16344e+03
Im001;0;1-1-0;1;0;8.72800e+03;0.42502;-0.32200;4.13544;0.80817;0-1-0;2;2;0-1;false;false;0-1-0;NA;3.12333e+03
Im001;0;1-1-1;1;1;8.72800e+03;0.83669;0.24182;4.13544;0.89311;1-1-1;4;4;0-1;false;false;NA;2-1-0;3.17244e+03
Im001;0;1-2-0;1;0;8.72800e+03;0.98571;5.78652e-02;2.51244;0.88241;0-2-0;2;2;0-2;false;false;0-2-0;NA;3.47678e+03
Im001;0;1-16-0;1;0;8.72800e+03;1.03327;-0.26572;4.23075;0.92344;0-16-0;6;6;0-16;false;false;0-16-0;2-16-0;3.28889e+03
Im001;0;1-19-0;1;0;8.72800e+03;0.64248;-8.06274e-03;3.67381;0.77188;1-19-0;14;14;0-19;false;false;NA;2-19-0;4.15722e+03
Im001;0;2-1-0;2;0;4.00000;0.88992;-3.19030e-02;4.13544;0.89076;1-1-1;4;4;0-1;false;false;1-1-1;3-1-0;3.88244e+03
Im001;0;2-6-0;2;0;4.00000;3.68286;0.26565;4.83765;0.82305;2-6-0;32;32;0-6;false;false;NA;3-6-0;3.44133e+03
Im001;0;2-16-0;2;0;4.00000;1.00093;-0.34399;4.23075;0.92181;0-16-0;6;6;0-16;false;false;1-16-0;3-16-0;3.71813e+03
Im001;0;2-18-0;2;0;4.00000;2.95476;0.11661;2.94227;0.46958;2-18-0;1;1;0-18;false;false;NA;NA;2.92033e+03
Im001;0;2-19-0;2;0;4.00000;0.78630;0.10290;3.67381;0.76667;1-19-0;14;14;0-19;false;false;1-19-0;3-19-0;4.06622e+03
Im001;0;3-1-0;3;0;6.00000;0.77428;0.20748;4.13544;0.89708;1-1-1;4;4;0-1;false;false;2-1-0;4-1-0;3.76367e+03
Im001;0;3-6-0;3;0;6.00000;3.65655;0.24872;4.83765;0.82313;2-6-0;32;32;0-6;false;false;2-6-0;4-6-0;3.44122e+03
Im001;0;3-16-0;3;0;6.00000;1.05935;-0.33650;4.23075;0.92472;0-16-0;6;6;0-16;false;false;2-16-0;4-16-0;3.43588e+03
Im001;0;3-19-0;3;0;6.00000;0.78856;9.44921e-02;3.67381;0.76653;1-19-0;14;14;0-19;false;false;2-19-0;4-19-0;4.52000e+03
Im001;0;4-1-0;4;0;8.00000;0.74093;0.23320;4.13544;0.89776;1-1-1;4;4;0-1;false;false;3-1-0;NA;3.18967e+03
Im001;0;4-6-0;4;0;8.00000;3.62898;0.23533;4.83765;0.82321;2-6-0;32;32;0-6;false;false;3-6-0;5-6-0;3.47811e+03
Im001;0;4-16-0;4;0;8.00000;0.98047;-0.29233;4.23075;0.92076;0-16-0;6;6;0-16;false;false;3-16-0;5-16-0;3.69833e+03
Im001;0;4-19-0;4;0;8.00000;0.68834;3.34621e-02;3.67381;0.77353;1-19-0;14;14;0-19;false;false;3-19-0;5-19-0;4.13611e+03
Im001;0;5-6-0;5;0;10.00000;3.61019;0.21488;4.83765;0.82327;2-6-0;32;32;0-6;false;false;4-6-0;6-6-0;3.49567e+03
Im001;0;5-16-0;5;0;10.00000;0.82888;-0.35794;4.23075;0.90710;0-16-0;6;6;0-16;false;false;4-16-0;NA;3.64767e+03
Im001;0;5-19-0;5;0;10.00000;0.64137;5.48218e-02;3.67381;0.77185;1-19-0;14;14;0-19;false;false;4-19-0;6-19-0;4.40267e+03
Im001;0;6-6-0;6;0;12.00000;3.57386;0.19079;4.83765;0.82338;2-6-0;32;32;0-6;false;false;5-6-0;7-6-0;3.22067e+03
Im001;0;6-16-0;6;0;12.00000;0.48522;-1.33327e-03;4.23075;0.84317;6-16-0;1;1;0-16;false;false;NA;NA;3.45856e+03
Im001;0;6-19-0;6;0;12.00000;0.56432;9.18325e-02;3.67381;0.76954;1-19-0;14;14;0-19;false;false;5-19-0;7-19-0;3.91522e+03
Im001;0;7-6-0;7;0;14.00000;3.57302;0.15523;4.83765;0.82338;2-6-0;32;32;0-6;false;false;6-6-0;8-6-0;3.36478e+03
Im001;0;7-19-0;7;0;14.00000;0.60500;6.53467e-02;3.67381;0.77069;1-19-0;14;14;0-19;false;false;6-19-0;8-19-0;4.31789e+03
