Position;PositionIdx;Indices;Frame;Idx;Time;raw_intensity;Area;SNR;SpineWidth;SpineLength
Im001;0;0-0;0;0;0.00000;255.23832;2.44619;44.47478;0.95145;2.26944
Im001;0;0-1;0;1;0.00000;257.01500;2.28616;46.25146;0.94204;2.09494
Im001;0;0-4;0;4;0.00000;247.25709;6.44698;36.49355;0.96347;5.98768
Im001;0;0-6;0;6;0.00000;249.33333;3.22349;38.56979;0.95305;3.00679
Im001;0;0-7;0;7;0.00000;249.05512;2.90343;38.29158;0.98320;2.63399
Im001;0;0-8;0;8;0.00000;240.99320;3.36066;30.22965;0.98908;3.02204
Im001;0;0-9;0;9;0.00000;240.01948;3.52069;29.25594;1.07211;2.94942
Im001;0;0-10;0;10;0.00000;255.72995;4.27513;44.96640;0.97108;4.08714
Im001;0;0-11;0;11;0.00000;245.95984;2.84627;35.19630;0.95079;2.60272
Im001;0;0-12;0;12;0.00000;247.42396;2.48049;36.66042;0.85935;2.39727
Im001;0;0-13;0;13;0.00000;240.78541;2.66338;30.02187;0.88973;2.61610
Im001;0;0-14;0;14;0.00000;237.81373;2.33189;27.05018;0.94832;2.15935
Im001;0;0-15;0;15;0.00000;255.39676;2.82341;44.63322;0.91081;2.76157
Im001;0;0-16;0;16;0.00000;256.30405;3.38352;45.54051;0.97083;3.17299
Im001;0;0-17;0;17;0.00000;234.26904;2.25187;23.50549;0.93983;2.14033
Im001;0;0-18;0;18;0.00000;246.08469;3.50926;35.32115;0.97900;3.20773
Im001;0;0-19;0;19;0.00000;253.03401;3.36066;42.27047;0.91070;3.26421
Im001;0;0-20;0;20;0.00000;234.85279;2.25187;24.08925;0.86690;2.30311
Im001;0;0-21;0;21;0.00000;243.47368;1.73748;32.71014;0.85461;1.71525
Im001;0;0-22;0;22;0.00000;242.55938;3.65786;31.79583;0.98516;3.35110
Im001;0;0-23;0;23;0.00000;245.92568;1.69176;35.16213;0.87386;1.63834
Im001;0;0-24;0;24;0.00000;231.26642;3.13204;20.50288;0.98185;2.91774
Im001;0;0-25;0;25;0.00000;228.48611;2.46906;17.72257;0.95414;2.37573
Im001;0;0-26;0;26;0.00000;229.06593;2.08041;18.30239;0.92000;2.07381
Im001;0;0-27;0;27;0.00000;226.17167;2.66338;15.40813;0.94478;2.57899
Im001;0;0-28;0;28;0.00000;241.90058;1.95467;31.13704;0.91766;1.91947
Im001;0;0-29;0;29;0.00000;237.87121;1.50887;27.10767;0.86147;1.47832
Im001;0;0-30;0;30;0.00000;247.08152;2.10327;36.31798;0.97077;1.95187
Im001;0;0-31;0;31;0.00000;235.11673;2.93772;24.35319;1.01642;2.68372
Im001;0;0-32;0;32;0.00000;237.22909;3.14347;26.46555;1.04006;2.81763
Im001;0;0-33;0;33;0.00000;246.91003;3.30351;36.14649;1.01365;3.05772
Im001;0;0-34;0;34;0.00000;300.59296;2.27473;89.82942;0.92372;2.20799
Im001;0;0-35;0;35;0.00000;227.04478;2.29759;16.28123;0.87250;2.26656
Im001;0;0-36;0;36;0.00000;240.85326;2.10327;30.08972;0.80364;2.24149
Im001;0;0-37;0;37;0.00000;369.00000;2.28616;158.23646;0.99629;2.03298
Im001;0;0-38;0;38;0.00000;240.18213;3.32637;29.41859;1.06940;2.89730
Im001;0;0-39;0;39;0.00000;344.63587;2.10327;133.87233;0.89270;2.02407
Im001;0;0-40;0;40;0.00000;266.32961;2.04612;55.56607;0.92794;1.85000
Im001;0;0-41;0;41;0.00000;245.18403;3.29208;34.42049;0.90803;3.16310
Im001;0;0-42;0;42;0.00000;229.47451;2.91486;18.71097;0.98179;2.79202
Im001;0;0-43;0;43;0.00000;317.36792;2.42333;106.60438;0.90399;2.33820
Im001;0;0-44;0;44;0.00000;233.64706;2.33189;22.88352;0.89511;2.25783
Im001;0;0-45;0;45;0.00000;225.47647;1.94324;14.71293;0.87366;1.92711
Im001;0;0-46;0;46;0.00000;239.87594;3.04060;29.11240;1.03407;2.72896
Im001;0;0-47;0;47;0.00000;288.10970;2.70910;77.34616;0.94876;2.52261
Im001;0;0-48;0;48;0.00000;249.24607;2.18329;38.48253;0.99880;1.96633
Im001;0;0-49;0;49;0.00000;273.30348;2.29759;62.53994;0.99886;2.00822
Im001;0;0-50;0;50;0.00000;234.14340;3.02917;23.37985;0.98529;2.71860
Im001;0;0-51;0;51;0.00000;252.20408;2.24044;41.44054;0.96264;2.06893
Im001;0;0-52;0;52;0.00000;252.11186;3.37209;41.34832;0.97374;3.14944
Im001;0;0-53;0;53;0.00000;310.56398;2.41190;99.80044;0.95269;2.28180
Im001;0;0-54;0;54;0.00000;247.29426;4.58376;36.53072;0.97464;4.26904
Im001;0;0-55;0;55;0.00000;363.26064;2.14899;152.49710;0.91549;2.03128
Im001;0;0-56;0;56;0.00000;225.22363;2.70910;14.46009;1.04593;2.47380
Im001;0;0-57;0;57;0.00000;314.21429;2.40047;103.45074;0.96390;2.22021
Im001;0;0-58;0;58;0.00000;262.67488;2.32046;51.91133;0.98137;2.04489
Im001;0;0-59;0;59;0.00000;244.44324;2.11470;33.67970;1.02193;1.85489
Im001;0;0-60;0;60;0.00000;249.12625;3.44068;38.36270;0.95558;3.19411
Im001;0;0-61;0;61;0.00000;336.95930;1.96610;126.19576;0.90333;1.91108
Im001;0;0-62;0;62;0.00000;225.91096;3.33780;15.14742;0.97731;3.05291
Im001;0;0-63;0;63;0.00000;232.23358;3.13204;21.47003;0.91025;3.07815
Im001;0;0-64;0;64;0.00000;268.12234;2.14899;57.35880;0.92355;2.09307
Im001;0;0-65;0;65;0.00000;244.23077;2.22901;33.46723;1.04895;1.94271
Im001;0;0-66;0;66;0.00000;209.26531;4.48088;-1.49824;0.92231;4.31341
Im001;0;0-67;0;67;0.00000;219.60993;3.22349;8.84639;0.99755;2.93886
Im002;1;0-0;0;0;0.00000;228.52669;3.21206;23.35350;0.97792;2.97280
Im002;1;0-1;0;1;0.00000;227.62185;2.72053;22.44866;0.90720;2.67751
Im002;1;0-2;0;2;0.00000;231.79918;2.78912;26.62599;0.93330;2.62727
Im002;1;0-3;0;3;0.00000;229.66932;2.86913;24.49614;0.87691;2.93194
Im002;1;0-4;0;4;0.00000;227.84649;2.60623;22.67330;0.95858;2.44892
Im002;1;0-5;0;5;0.00000;237.59641;2.54907;32.42323;1.00629;2.36336
Im002;1;0-6;0;6;0.00000;263.47577;2.59480;58.30258;0.90023;2.49606
