Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Raw_intensity
Im001;0;1-3-0;1;0;2.00000;0.30314;-0.12811;1.70208;0.67995;1-3-0;1;1;0-3;false;false;NA;NA;4.56522e+03
Im001;0;1-45-0;1;0;2.00000;1.38528;0.32941;3.72408;0.80758;1-45-0;2;2;0-45;false;false;NA;2-45-0;4.46744e+03
Im001;0;1-61-0;1;0;2.00000;2.07013;0.35331;3.21869;1.00177;1-61-0;2;2;0-61;false;false;NA;2-61-0;4.30811e+03
Im001;0;2-14-0;2;0;4.00000;1.16960;-0.23003;1.95713;0.81999;2-14-0;1;1;0-14;false;false;NA;NA;4.43278e+03
Im001;0;2-15-0;2;0;4.00000;0.16050;-0.23596;2.45156;0.60116;2-15-0;1;1;0-15;false;false;NA;NA;4.75763e+03
Im001;0;2-26-0;2;0;4.00000;1.97502;0.16611;2.35958;0.76930;2-26-0;4;4;0-26;false;false;NA;3-26-0;4.81133e+03
Im001;0;2-32-0;2;0;4.00000;0.50393;0.37679;2.31479;0.77005;2-32-0;3;3;0-32;false;false;NA;3-32-0;5.01613e+03
Im001;0;2-45-0;2;0;4.00000;1.31720;0.44382;3.72408;0.81280;1-45-0;2;2;0-45;false;false;1-45-0;NA;4.33886e+03
Im001;0;2-61-0;2;0;4.00000;2.07003;0.35639;3.21869;1.00179;1-61-0;2;2;0-61;false;false;1-61-0;NA;4.54656e+03
Im001;0;3-22-0;3;0;6.00000;2.09971;-0.30230;3.02291;0.69243;3-22-0;1;1;0-22;false;false;NA;NA;4.48943e+03
Im001;0;3-26-0;3;0;6.00000;1.99062;0.21209;2.35958;0.76192;2-26-0;4;4;0-26;false;false;2-26-0;4-26-0;4.67544e+03
Im001;0;3-32-0;3;0;6.00000;0.48204;0.36101;2.31479;0.76798;2-32-0;3;3;0-32;false;false;2-32-0;4-32-0;5.08325e+03
Im001;0;3-59-0;3;0;6.00000;2.75714;-4.25080e-02;3.62623;0.81168;3-59-0;2;2;0-59;false;false;NA;4-59-0;4.70856e+03
Im001;0;4-26-0;4;0;8.00000;1.99686;0.20298;2.35958;0.75898;2-26-0;4;4;0-26;false;false;3-26-0;5-26-0;4.71822e+03
Im001;0;4-32-0;4;0;8.00000;0.45523;0.38441;2.31479;0.76547;2-32-0;3;3;0-32;false;false;3-32-0;NA;4.86975e+03
Im001;0;4-59-0;4;0;8.00000;2.73767;-5.46027e-02;3.62623;0.81298;3-59-0;2;2;0-59;false;false;3-59-0;NA;4.33444e+03
Im001;0;4-59-1;4;1;8.00000;3.33387;-0.31327;3.62623;0.67716;4-59-1;3;3;0-59;false;false;NA;5-59-0;4.25157e+03
Im001;0;5-0-0;5;0;10.00000;3.01742;-0.33525;3.22559;0.62743;5-0-0;1;1;0-0;false;false;NA;NA;4.33363e+03
Im001;0;5-26-0;5;0;10.00000;2.01917;0.23690;2.35958;0.74853;2-26-0;4;4;0-26;false;false;4-26-0;NA;3.78944e+03
Im001;0;5-59-0;5;0;10.00000;3.26504;-0.26227;3.62623;0.71524;4-59-1;3;3;0-59;false;false;4-59-1;6-59-0;4.48733e+03
Im001;0;6-59-0;6;0;12.00000;3.30047;-0.26807;3.62623;0.69587;4-59-1;3;3;0-59;false;false;5-59-0;NA;4.19156e+03
Im001;0;7-14-0;7;0;14.00000;0.11765;0.27844;1.95713;0.52919;7-14-0;1;1;0-14;false;false;NA;NA;3.92367e+03
Im001;0;8-7-0;8;0;16.00000;3.15107;-0.17423;3.56836;0.72740;8-7-0;2;2;0-7;false;false;NA;9-7-0;4.78844e+03
Im001;0;8-45-0;8;0;16.00000;1.55222;0.37447;3.72408;0.79518;8-45-0;1;1;0-45;false;false;NA;NA;4.30422e+03
Im001;0;8-61-0;8;0;16.00000;1.93218;0.42819;3.21869;1.02682;8-61-0;13;13;0-61;false;false;NA;9-61-0;4.00188e+03
Im001;0;9-0-0;9;0;18.00000;3.01742;-0.33525;3.22559;0.62743;9-0-0;3;3;0-0;false;false;NA;10-0-0;4.64875e+03
Im001;0;9-7-0;9;0;18.00000;3.16987;-0.16261;3.56836;0.72013;8-7-0;2;2;0-7;false;false;8-7-0;NA;4.54489e+03
Im001;0;9-34-0;9;0;18.00000;0.73719;1.93543e-02;3.20109;0.84041;9-34-0;1;1;0-34;false;false;NA;NA;3.85633e+03
Im001;0;9-59-0;9;0;18.00000;0.53752;6.33437e-02;3.62623;0.78435;9-59-0;7;7;0-59;false;false;NA;10-59-0;4.43433e+03
Im001;0;9-61-0;9;0;18.00000;1.87266;0.44105;3.21869;1.03507;8-61-0;13;13;0-61;false;false;8-61-0;10-61-0;4.11613e+03
Im001;0;10-0-0;10;0;20.00000;3.01742;-0.33525;3.22559;0.62743;9-0-0;3;3;0-0;false;false;9-0-0;11-0-0;4.73175e+03
Im001;0;10-46-0;10;0;20.00000;0.35051;7.82764e-02;3.30317;0.74107;10-46-0;1;1;0-46;false;false;NA;NA;3.08144e+03
Im001;0;10-59-0;10;0;20.00000;0.55888;0.11054;3.62623;0.78706;9-59-0;7;7;0-59;false;false;9-59-0;11-59-0;4.29944e+03
Im001;0;10-61-0;10;0;20.00000;1.89935;0.44714;3.21869;1.03137;8-61-0;13;13;0-61;false;false;9-61-0;11-61-0;3.98000e+03
Im001;0;11-0-0;11;0;22.00000;3.11681;-0.25725;3.22559;0.51236;9-0-0;3;3;0-0;false;false;10-0-0;NA;5.08713e+03
Im001;0;11-20-0;11;0;22.00000;2.15098;0.25859;3.25321;0.84521;11-20-0;1;1;0-20;false;false;NA;NA;3.74156e+03
Im001;0;11-59-0;11;0;22.00000;0.58929;7.63720e-02;3.62623;0.79110;9-59-0;7;7;0-59;false;false;10-59-0;12-59-0;4.32267e+03
Im001;0;11-59-1;11;1;22.00000;2.87968;0.25203;3.62623;0.80171;11-59-1;3;3;0-59;false;false;NA;12-59-1;4.62167e+03
Im001;0;11-61-0;11;0;22.00000;1.92029;0.39549;3.21869;1.02847;8-61-0;13;13;0-61;false;false;10-61-0;12-61-0;4.26063e+03
Im001;0;12-9-0;12;0;24.00000;2.21054;0.20659;3.14994;1.00970;12-9-0;18;18;0-9;false;false;NA;13-9-0;5.20100e+03
Im001;0;12-14-0;12;0;24.00000;0.10886;5.09214e-02;1.95713;0.52340;12-14-0;2;2;0-14;false;false;NA;13-14-0;3.73122e+03
