Position;PositionIdx;Indices;Frame;Idx;Time;DnaNIntensity;SNR;Area;RecBIntensity;DnaNSpotCount;SpineWidth;SpineLength;BacteriaLineage;NextDivisionFrame;PreviousDivisionFrame;RecBSpotCount
Im002;0;0-0;0;0;1.69332e+12;1.23641e+03;569.92406;2.97201;3.38305e+03;2;0.79649;3.24705;A;NA;NA;0
Im002;0;0-1;0;1;1.69332e+12;1.21923e+03;552.74329;2.52621;3.51527e+03;1;0.75382;2.89473;B;NA;NA;0
Im002;0;0-2;0;2;1.69332e+12;1.28563e+03;619.14014;2.73197;3.90600e+03;2;0.73378;3.25113;C;NA;NA;1
Im002;0;0-3;0;3;1.69332e+12;1.48474e+03;818.25390;2.65195;3.32480e+03;2;0.81678;2.83261;D;NA;NA;1
Im002;0;0-4;0;4;1.69332e+12;1.40966e+03;743.17716;1.87465;3.06729e+03;2;0.75623;2.08106;E;NA;NA;0
Im002;0;0-5;0;5;1.69332e+12;1.31701e+03;650.51904;3.50926;3.36463e+03;1;0.84723;3.72878;F;NA;NA;0
Im002;0;0-6;0;6;1.69332e+12;1.34868e+03;682.18944;2.22901;3.26227e+03;1;0.77327;2.50041;G;NA;NA;0
Im002;0;0-7;0;7;1.69332e+12;1.28841e+03;621.91808;2.05755;3.30807e+03;1;0.77579;2.27017;I;NA;NA;1
Im002;0;0-8;0;8;1.69332e+12;1.61413e+03;947.64244;2.90343;3.25522e+03;2;0.79946;3.23861;J;NA;NA;1
Im002;0;0-9;0;9;1.69332e+12;1.28708e+03;620.59415;1.68033;3.52399e+03;1;0.75708;1.86216;K;NA;NA;0
Im002;0;0-10;0;10;1.69332e+12;1.56175e+03;895.26506;3.37209;3.78034e+03;1;0.82869;3.64497;L;NA;NA;0
Im002;0;0-11;0;11;1.69332e+12;1.26420e+03;597.71707;1.50887;3.51648e+03;1;0.79201;1.57502;M;NA;NA;0
Im002;0;0-12;0;12;1.69332e+12;1.47988e+03;813.39388;2.69767;3.24156e+03;2;0.89536;2.73179;N;NA;NA;0
Im002;0;0-13;0;13;1.69332e+12;1.93814e+03;1.27165e+03;3.07489;4.05484e+03;2;0.82286;3.31512;O;NA;NA;0
Im002;0;0-14;0;14;1.69332e+12;1.36888e+03;702.39043;1.96610;3.71404e+03;1;0.78793;2.15644;P;NA;NA;0
Im002;0;0-15;0;15;1.69332e+12;1.28731e+03;620.82056;2.56050;3.33820e+03;2;0.87025;2.65319;Q;NA;NA;0
Im002;0;0-16;0;16;1.69332e+12;1.70931e+03;1.04282e+03;2.09184;3.77631e+03;2;0.82618;2.18524;R;NA;NA;0
Im002;0;0-17;0;17;1.69332e+12;1.36675e+03;700.26252;2.51478;3.15775e+03;3;0.83874;2.61969;S;NA;NA;0
Im002;0;0-18;0;18;1.69332e+12;2.49438e+03;1.82789e+03;2.81198;1.79184e+04;1;0.81627;3.05240;U;NA;NA;0
Im002;0;0-19;0;19;1.69332e+12;1.22694e+03;560.45117;1.86322;2.85937e+03;1;0.76009;2.03895;V;NA;NA;1
Im002;0;0-20;0;20;1.69332e+12;1.23704e+03;570.55739;1.78321;2.83445e+03;2;0.76146;2.01850;W;NA;NA;0
Im002;0;1-0;1;0;0.00000;1.20817e+03;548.35370;2.97201;3.42450e+03;0;0.79649;3.24705;A;NA;NA;0
Im002;0;1-1;1;1;0.00000;1.22722e+03;567.40166;2.52621;3.64296e+03;0;0.75382;2.89473;B;NA;NA;0
Im002;0;1-2;1;2;0.00000;1.26436e+03;604.54430;2.73197;3.91272e+03;0;0.73378;3.25113;C;NA;NA;0
Im002;0;1-3;1;3;0.00000;1.39777e+03;737.95171;2.65195;3.11891e+03;0;0.81678;2.83261;D;NA;NA;1
Im002;0;1-4;1;4;0.00000;1.32018e+03;660.36739;1.87465;3.07527e+03;0;0.75623;2.08106;E;NA;NA;0
Im002;0;1-5;1;5;0.00000;1.27671e+03;616.89782;3.50926;3.39761e+03;0;0.84723;3.72878;F;NA;NA;0
Im002;0;1-6;1;6;0.00000;1.26284e+03;603.02036;2.22901;3.48392e+03;0;0.77327;2.50041;G;NA;NA;0
Im002;0;1-7;1;7;0.00000;1.36377e+03;703.95113;2.05755;3.41027e+03;0;0.77579;2.27017;I;NA;NA;1
Im002;0;1-8;1;8;0.00000;1.54930e+03;889.48762;2.90343;3.31335e+03;0;0.79946;3.23861;J;NA;NA;0
Im002;0;1-9;1;9;0.00000;1.28746e+03;627.64705;1.68033;3.62619e+03;0;0.75708;1.86216;K;NA;NA;0
Im002;0;1-10;1;10;0.00000;1.55328e+03;893.46582;3.37209;3.83241e+03;1;0.82869;3.64497;L;NA;NA;0
Im002;0;1-11;1;11;0.00000;1.15729e+03;497.47235;1.50887;3.44044e+03;0;0.79201;1.57502;M;NA;NA;0
Im002;0;1-12;1;12;0.00000;1.41703e+03;757.21837;2.69767;3.20111e+03;0;0.89536;2.73179;N;NA;NA;0
Im002;0;1-13;1;13;0.00000;1.86380e+03;1.20398e+03;3.07489;4.10322e+03;0;0.82286;3.31512;O;NA;NA;0
Im002;0;1-14;1;14;0.00000;1.34591e+03;686.09144;1.96610;3.78047e+03;0;0.78793;2.15644;P;NA;NA;0
Im002;0;1-15;1;15;0.00000;1.31870e+03;658.88536;2.56050;3.36437e+03;0;0.87025;2.65319;Q;NA;NA;0
Im002;0;1-16;1;16;0.00000;1.71650e+03;1.05668e+03;2.09184;3.84404e+03;0;0.82618;2.18524;R;NA;NA;0
Im002;0;1-17;1;17;0.00000;1.25937e+03;599.55265;2.51478;3.15764e+03;0;0.83874;2.61969;S;NA;NA;0
Im002;0;1-18;1;18;0.00000;2.33909e+03;1.67927e+03;2.81198;1.18471e+04;1;0.81627;3.05240;U;NA;NA;0
Im002;0;1-19;1;19;0.00000;1.18879e+03;528.96974;1.86322;2.87037e+03;0;0.76009;2.03895;V;NA;NA;1
Im002;0;1-20;1;20;0.00000;1.22247e+03;562.65883;1.78321;2.81567e+03;0;0.76146;2.01850;W;NA;NA;0
Im002;0;2-0;2;0;0.00000;1.19178e+03;534.40967;2.97201;4.01670e+03;0;0.79649;3.24705;A;NA;NA;0
Im002;0;2-1;2;1;0.00000;1.24734e+03;589.96827;2.52621;4.18558e+03;0;0.75382;2.89473;B;NA;NA;0
Im002;0;2-2;2;2;0.00000;1.26641e+03;609.03894;2.73197;4.50569e+03;0;0.73378;3.25113;C;NA;NA;0
Im002;0;2-3;2;3;0.00000;1.37970e+03;722.32718;2.65195;3.77442e+03;0;0.81678;2.83261;D;NA;NA;0
Im002;0;2-4;2;4;0.00000;1.35896e+03;701.59232;1.87465;3.73576e+03;0;0.75623;2.08106;E;NA;NA;0
Im002;0;2-5;2;5;0.00000;1.28311e+03;625.73965;3.50926;3.94654e+03;0;0.84723;3.72878;F;NA;NA;0
Im002;0;2-6;2;6;0.00000;1.24297e+03;585.59813;2.22901;3.70894e+03;0;0.77327;2.50041;G;NA;NA;0
Im002;0;2-7;2;7;0.00000;1.32136e+03;663.98446;2.05755;3.76861e+03;0;0.77579;2.27017;I;NA;NA;1
Im002;0;2-8;2;8;0.00000;1.54013e+03;882.75489;2.90343;3.85920e+03;0;0.79946;3.23861;J;NA;NA;0
Im002;0;2-9;2;9;0.00000;1.30746e+03;650.09149;1.68033;4.08248e+03;0;0.75708;1.86216;K;NA;NA;0
Im002;0;2-10;2;10;0.00000;1.52759e+03;870.22212;3.37209;4.36846e+03;0;0.82869;3.64497;L;NA;NA;0
Im002;0;2-11;2;11;0.00000;1.17854e+03;521.16678;1.50887;4.07241e+03;0;0.79201;1.57502;M;NA;NA;0
Im002;0;2-12;2;12;0.00000;1.43253e+03;775.16280;2.69767;3.66896e+03;0;0.89536;2.73179;N;NA;NA;0
Im002;0;2-13;2;13;0.00000;1.85200e+03;1.19463e+03;3.07489;4.65846e+03;0;0.82286;3.31512;O;NA;NA;0
Im002;0;2-14;2;14;0.00000;1.34037e+03;683.00100;1.96610;4.35768e+03;0;0.78793;2.15644;P;NA;NA;0
Im002;0;2-15;2;15;0.00000;1.27091e+03;613.53515;2.56050;3.98517e+03;0;0.87025;2.65319;Q;NA;NA;0
Im002;0;2-16;2;16;0.00000;1.68091e+03;1.02354e+03;2.09184;4.41287e+03;0;0.82618;2.18524;R;NA;NA;0
Im002;0;2-17;2;17;0.00000;1.25857e+03;601.20163;2.51478;3.49758e+03;0;0.83874;2.61969;S;NA;NA;0
Im002;0;2-18;2;18;0.00000;2.30583e+03;1.64845e+03;2.81198;1.11899e+04;1;0.81627;3.05240;U;NA;NA;0
Im002;0;2-19;2;19;0.00000;1.16650e+03;509.12584;1.86322;3.29183e+03;0;0.76009;2.03895;V;NA;NA;1
Im002;0;2-20;2;20;0.00000;1.19656e+03;539.18660;1.78321;3.20235e+03;0;0.76146;2.01850;W;NA;NA;0
Im002;0;3-0;3;0;6.00000;1.13250e+03;478.32151;2.97201;3.86132e+03;0;0.79649;3.24705;A;NA;NA;0
Im002;0;3-1;3;1;6.00000;1.21807e+03;563.89775;2.52621;4.12152e+03;0;0.75382;2.89473;B;NA;NA;0
Im002;0;3-2;3;2;6.00000;1.24457e+03;590.39439;2.73197;4.28373e+03;0;0.73378;3.25113;C;NA;NA;0
Im002;0;3-3;3;3;6.00000;1.33312e+03;678.94604;2.65195;3.57969e+03;0;0.81678;2.83261;D;NA;NA;0
Im002;0;3-4;3;4;6.00000;1.32482e+03;670.64242;1.87465;3.50238e+03;0;0.75623;2.08106;E;NA;NA;0
Im002;0;3-5;3;5;6.00000;1.29431e+03;640.13805;3.50926;3.88743e+03;0;0.84723;3.72878;F;NA;NA;0
Im002;0;3-6;3;6;6.00000;1.21241e+03;558.23048;2.22901;3.68492e+03;0;0.77327;2.50041;G;NA;NA;0
Im002;0;3-7;3;7;6.00000;1.32893e+03;674.75868;2.05755;3.74658e+03;0;0.77579;2.27017;I;NA;NA;1
Im002;0;3-8;3;8;6.00000;1.50630e+03;852.12456;2.90343;3.74488e+03;0;0.79946;3.23861;J;NA;NA;0
Im002;0;3-9;3;9;6.00000;1.21198e+03;557.80494;1.68033;4.05371e+03;0;0.75708;1.86216;K;NA;NA;0
Im002;0;3-10;3;10;6.00000;1.45343e+03;799.25586;3.37209;4.13317e+03;0;0.82869;3.64497;L;NA;NA;0
Im002;0;3-11;3;11;6.00000;1.16159e+03;507.41626;1.50887;3.74920e+03;0;0.79201;1.57502;M;NA;NA;0
Im002;0;3-12;3;12;6.00000;1.37650e+03;722.32111;2.69767;3.58302e+03;0;0.89536;2.73179;N;NA;NA;0
Im002;0;3-13;3;13;6.00000;1.82926e+03;1.17508e+03;3.07489;4.48998e+03;0;0.82286;3.31512;O;NA;NA;0
Im002;0;3-14;3;14;6.00000;1.31620e+03;662.02884;1.96610;4.20378e+03;0;0.78793;2.15644;P;NA;NA;0
Im002;0;3-15;3;15;6.00000;1.23304e+03;578.86999;2.56050;3.80420e+03;1;0.87025;2.65319;Q;NA;NA;0
Im002;0;3-16;3;16;6.00000;1.65393e+03;999.75431;2.09184;4.11788e+03;0;0.82618;2.18524;R;NA;NA;0
Im002;0;3-17;3;17;6.00000;1.23363e+03;579.45717;2.51478;3.34374e+03;0;0.83874;2.61969;S;NA;NA;0
Im002;0;3-18;3;18;6.00000;2.20195e+03;1.54777e+03;2.81198;9.52527e+03;0;0.81627;3.05240;U;NA;NA;0
Im002;0;3-19;3;19;6.00000;1.13523e+03;481.05848;1.86322;3.10544e+03;0;0.76009;2.03895;V;NA;NA;1
Im002;0;3-20;3;20;6.00000;1.18044e+03;526.26766;1.78321;3.09672e+03;0;0.76146;2.01850;W;NA;NA;0
Im002;0;4-0;4;0;8.00000;1.15182e+03;497.37153;2.97201;3.89630e+03;0;0.79649;3.24705;A;NA;NA;0
Im002;0;4-1;4;1;8.00000;1.19551e+03;541.06746;2.52621;4.14738e+03;0;0.75382;2.89473;B;NA;NA;0
Im002;0;4-2;4;2;8.00000;1.22540e+03;570.95363;2.73197;4.32617e+03;0;0.73378;3.25113;C;NA;NA;0
Im002;0;4-3;4;3;8.00000;1.34622e+03;691.77597;2.65195;3.48409e+03;0;0.81678;2.83261;D;NA;NA;0
Im002;0;4-4;4;4;8.00000;1.24894e+03;594.49517;1.87465;3.36640e+03;0;0.75623;2.08106;E;NA;NA;0
Im002;0;4-5;4;5;8.00000;1.27114e+03;616.69947;3.50926;3.96769e+03;0;0.84723;3.72878;F;NA;NA;0
Im002;0;4-6;4;6;8.00000;1.20527e+03;550.82281;2.22901;3.78971e+03;1;0.77327;2.50041;G;NA;NA;0
Im002;0;4-7;4;7;8.00000;1.32456e+03;670.11170;2.05755;3.92816e+03;0;0.77579;2.27017;I;NA;NA;1
Im002;0;4-8;4;8;8.00000;1.46182e+03;807.37504;2.90343;3.76033e+03;0;0.79946;3.23861;J;NA;NA;0
Im002;0;4-9;4;9;8.00000;1.18501e+03;530.56975;1.68033;3.81673e+03;0;0.75708;1.86216;K;NA;NA;0
Im002;0;4-10;4;10;8.00000;1.42286e+03;768.41716;3.37209;4.19038e+03;0;0.82869;3.64497;L;NA;NA;0
Im002;0;4-11;4;11;8.00000;1.09117e+03;436.73039;1.50887;4.08233e+03;0;0.79201;1.57502;M;NA;NA;0
Im002;0;4-12;4;12;8.00000;1.37849e+03;724.04343;2.69767;3.65518e+03;0;0.89536;2.73179;N;NA;NA;0
Im002;0;4-13;4;13;8.00000;1.77628e+03;1.12184e+03;3.07489;4.52778e+03;0;0.82286;3.31512;O;NA;NA;0
Im002;0;4-14;4;14;8.00000;1.28145e+03;627.00382;1.96610;4.36316e+03;0;0.78793;2.15644;P;NA;NA;0
Im002;0;4-15;4;15;8.00000;1.21354e+03;559.10079;2.56050;3.95366e+03;0;0.87025;2.65319;Q;NA;NA;0
Im002;0;4-16;4;16;8.00000;1.65901e+03;1.00456e+03;2.09184;4.14761e+03;0;0.82618;2.18524;R;NA;NA;0
Im002;0;4-17;4;17;8.00000;1.21371e+03;559.26524;2.51478;3.22699e+03;0;0.83874;2.61969;S;NA;NA;0
Im002;0;4-18;4;18;8.00000;2.08076e+03;1.42632e+03;2.81198;8.98491e+03;0;0.81627;3.05240;U;NA;NA;0
Im002;0;4-19;4;19;8.00000;1.08809e+03;433.64817;1.86322;3.16137e+03;1;0.76009;2.03895;V;NA;NA;1
Im002;0;4-20;4;20;8.00000;1.14632e+03;491.87666;1.78321;3.19747e+03;0;0.76146;2.01850;W;NA;NA;0
Im002;0;5-0;5;0;10.00000;1.11205e+03;461.41291;2.97201;3.87215e+03;0;0.79649;3.24705;A;NA;NA;0
Im002;0;5-1;5;1;10.00000;1.16876e+03;518.11472;2.52621;4.13211e+03;0;0.75382;2.89473;B;NA;NA;0
Im002;0;5-2;5;2;10.00000;1.17923e+03;528.58919;2.73197;4.16885e+03;0;0.73378;3.25113;C;NA;NA;0
Im002;0;5-3;5;3;10.00000;1.27911e+03;628.47113;2.65195;3.51678e+03;0;0.81678;2.83261;D;NA;NA;0
Im002;0;5-4;5;4;10.00000;1.25170e+03;601.06028;1.87465;3.40468e+03;0;0.75623;2.08106;E;NA;NA;0
Im002;0;5-5;5;5;10.00000;1.24943e+03;598.78577;3.50926;3.88227e+03;0;0.84723;3.72878;F;NA;NA;0
Im002;0;5-6;5;6;10.00000;1.14668e+03;496.03598;2.22901;3.62395e+03;0;0.77327;2.50041;G;NA;NA;0
Im002;0;5-7;5;7;10.00000;1.26512e+03;614.48128;2.05755;3.69999e+03;0;0.77579;2.27017;I;NA;NA;1
Im002;0;5-8;5;8;10.00000;1.41906e+03;768.42205;2.90343;3.70441e+03;0;0.79946;3.23861;J;NA;NA;0
Im002;0;5-9;5;9;10.00000;1.09743e+03;446.78763;1.68033;3.94100e+03;0;0.75708;1.86216;K;NA;NA;0
Im002;0;5-10;5;10;10.00000;1.38781e+03;737.16584;3.37209;4.09707e+03;0;0.82869;3.64497;L;NA;NA;0
Im002;0;5-11;5;11;10.00000;1.05139e+03;400.74542;1.50887;3.71370e+03;0;0.79201;1.57502;M;NA;NA;0
Im002;0;5-12;5;12;10.00000;1.34699e+03;696.34635;2.69767;3.61720e+03;0;0.89536;2.73179;N;NA;NA;0
Im002;0;5-13;5;13;10.00000;1.69394e+03;1.04330e+03;3.07489;4.41863e+03;0;0.82286;3.31512;O;NA;NA;0
Im002;0;5-14;5;14;10.00000;1.23496e+03;584.31836;1.96610;4.25415e+03;0;0.78793;2.15644;P;NA;NA;0
Im002;0;5-15;5;15;10.00000;1.16238e+03;511.73853;2.56050;3.78933e+03;0;0.87025;2.65319;Q;NA;NA;0
Im002;0;5-16;5;16;10.00000;1.53590e+03;885.26070;2.09184;4.08885e+03;0;0.82618;2.18524;R;NA;NA;0
Im002;0;5-17;5;17;10.00000;1.16546e+03;514.82270;2.51478;3.13055e+03;0;0.83874;2.61969;S;NA;NA;0
Im002;0;5-18;5;18;10.00000;1.91815e+03;1.26751e+03;2.81198;8.27332e+03;0;0.81627;3.05240;U;NA;NA;0
Im002;0;5-19;5;19;10.00000;1.06899e+03;418.35293;1.86322;3.12756e+03;0;0.76009;2.03895;V;NA;NA;1
Im002;0;5-20;5;20;10.00000;1.10746e+03;456.81419;1.78321;3.13784e+03;0;0.76146;2.01850;W;NA;NA;0
Im002;0;6-0;6;0;12.00000;1.07513e+03;428.42769;2.97201;3.76073e+03;0;0.79649;3.24705;A;NA;NA;0
Im002;0;6-1;6;1;12.00000;1.16369e+03;516.98086;2.52621;4.08663e+03;0;0.75382;2.89473;B;NA;NA;0
Im002;0;6-2;6;2;12.00000;1.16322e+03;516.51065;2.73197;4.04687e+03;0;0.73378;3.25113;C;NA;NA;0
Im002;0;6-3;6;3;12.00000;1.26706e+03;620.35773;2.65195;3.56734e+03;0;0.81678;2.83261;D;NA;NA;0
Im002;0;6-4;6;4;12.00000;1.24854e+03;601.83576;1.87465;3.22546e+03;0;0.75623;2.08106;E;NA;NA;0
Im002;0;6-5;6;5;12.00000;1.25206e+03;605.34845;3.50926;3.82416e+03;1;0.84723;3.72878;F;NA;NA;0
Im002;0;6-6;6;6;12.00000;1.13065e+03;483.94436;2.22901;3.47582e+03;1;0.77327;2.50041;G;NA;NA;0
Im002;0;6-7;6;7;12.00000;1.24933e+03;602.62085;2.05755;3.66156e+03;0;0.77579;2.27017;I;NA;NA;0
Im002;0;6-8;6;8;12.00000;1.41401e+03;767.30489;2.90343;3.65058e+03;0;0.79946;3.23861;J;NA;NA;0
Im002;0;6-9;6;9;12.00000;1.08883e+03;442.12301;1.68033;3.70321e+03;0;0.75708;1.86216;K;NA;NA;0
Im002;0;6-10;6;10;12.00000;1.35671e+03;710.00155;3.37209;3.87727e+03;0;0.82869;3.64497;L;NA;NA;0
Im002;0;6-11;6;11;12.00000;1.00858e+03;361.86883;1.50887;3.77529e+03;0;0.79201;1.57502;M;NA;NA;0
Im002;0;6-12;6;12;12.00000;1.34130e+03;694.58968;2.69767;3.38093e+03;0;0.89536;2.73179;N;NA;NA;0
Im002;0;6-13;6;13;12.00000;1.68233e+03;1.03562e+03;3.07489;4.28181e+03;0;0.82286;3.31512;O;NA;NA;0
Im002;0;6-14;6;14;12.00000;1.24938e+03;602.67098;1.96610;4.16182e+03;0;0.78793;2.15644;P;NA;NA;0
Im002;0;6-15;6;15;12.00000;1.11494e+03;468.23504;2.56050;3.38072e+03;0;0.87025;2.65319;Q;NA;NA;0
Im002;0;6-16;6;16;12.00000;1.59369e+03;946.98160;2.09184;4.09517e+03;0;0.82618;2.18524;R;NA;NA;0
Im002;0;6-17;6;17;12.00000;1.12149e+03;474.78398;2.51478;3.36976e+03;0;0.83874;2.61969;S;NA;NA;0
Im002;0;6-18;6;18;12.00000;1.86981e+03;1.22311e+03;2.81198;7.63307e+03;2;0.81627;3.05240;U;NA;NA;0
Im002;0;6-19;6;19;12.00000;1.05531e+03;408.60596;1.86322;2.98117e+03;0;0.76009;2.03895;V;NA;NA;1
Im002;0;6-20;6;20;12.00000;1.08192e+03;435.20974;1.78321;3.01231e+03;0;0.76146;2.01850;W;NA;NA;0
Im002;0;7-0;7;0;14.00000;1.04080e+03;396.55898;2.97201;3.63601e+03;0;0.79649;3.24705;A;NA;NA;0
Im002;0;7-1;7;1;14.00000;1.12448e+03;480.23409;2.52621;3.91710e+03;0;0.75382;2.89473;B;NA;NA;0
Im002;0;7-2;7;2;14.00000;1.12301e+03;478.77153;2.73197;4.04429e+03;0;0.73378;3.25113;C;NA;NA;0
Im002;0;7-3;7;3;14.00000;1.22153e+03;577.28915;2.65195;3.50685e+03;0;0.81678;2.83261;D;NA;NA;0
Im002;0;7-4;7;4;14.00000;1.19330e+03;549.05776;1.87465;3.27357e+03;0;0.75623;2.08106;E;NA;NA;0
Im002;0;7-5;7;5;14.00000;1.20856e+03;564.31924;3.50926;3.68886e+03;0;0.84723;3.72878;F;NA;NA;0
Im002;0;7-6;7;6;14.00000;1.07274e+03;428.49744;2.22901;3.33102e+03;1;0.77327;2.50041;G;NA;NA;0
Im002;0;7-7;7;7;14.00000;1.16501e+03;520.76453;2.05755;3.45112e+03;0;0.77579;2.27017;I;NA;NA;0
Im002;0;7-8;7;8;14.00000;1.35324e+03;708.99520;2.90343;3.55513e+03;0;0.79946;3.23861;J;NA;NA;0
Im002;0;7-9;7;9;14.00000;992.18367;347.94265;1.68033;3.58812e+03;0;0.75708;1.86216;K;NA;NA;0
Im002;0;7-10;7;10;14.00000;1.28212e+03;637.88101;3.37209;3.79614e+03;1;0.82869;3.64497;L;NA;NA;0
Im002;0;7-11;7;11;14.00000;965.39394;321.15292;1.50887;3.70689e+03;0;0.79201;1.57502;M;NA;NA;0
Im002;0;7-12;7;12;14.00000;1.26556e+03;621.32254;2.69767;3.30126e+03;0;0.89536;2.73179;N;NA;NA;0
Im002;0;7-13;7;13;14.00000;1.60424e+03;959.99690;3.07489;4.13884e+03;0;0.82286;3.31512;O;NA;NA;0
Im002;0;7-14;7;14;14.00000;1.20587e+03;561.62526;1.96610;4.06137e+03;0;0.78793;2.15644;P;NA;NA;0
Im002;0;7-15;7;15;14.00000;1.07083e+03;426.59380;2.56050;3.47271e+03;0;0.87025;2.65319;Q;NA;NA;0
Im002;0;7-16;7;16;14.00000;1.48867e+03;844.43111;2.09184;3.91738e+03;0;0.82618;2.18524;R;NA;NA;0
Im002;0;7-17;7;17;14.00000;1.12933e+03;485.08625;2.51478;3.11440e+03;0;0.83874;2.61969;S;NA;NA;0
Im002;0;7-18;7;18;14.00000;1.78631e+03;1.14207e+03;2.81198;7.25878e+03;0;0.81627;3.05240;U;NA;NA;0
Im002;0;7-19;7;19;14.00000;1.02955e+03;385.31113;1.86322;2.96451e+03;0;0.76009;2.03895;V;NA;NA;1
Im002;0;7-20;7;20;14.00000;1.01832e+03;374.07949;1.78321;2.97706e+03;0;0.76146;2.01850;W;NA;NA;0
Im002;0;8-0;8;0;16.00000;1.01652e+03;378.21746;2.97201;3.58903e+03;0;0.79649;3.24705;A;NA;NA;0
Im002;0;8-1;8;1;16.00000;1.10402e+03;465.72470;2.52621;3.84242e+03;0;0.75382;2.89473;B;NA;NA;0
Im002;0;8-2;8;2;16.00000;1.13636e+03;498.06610;2.73197;3.97858e+03;0;0.73378;3.25113;C;NA;NA;0
Im002;0;8-3;8;3;16.00000;1.22202e+03;583.72363;2.65195;3.30926e+03;0;0.81678;2.83261;D;NA;NA;0
Im002;0;8-4;8;4;16.00000;1.20607e+03;567.77525;1.87465;3.26627e+03;1;0.75623;2.08106;E;NA;NA;0
Im002;0;8-5;8;5;16.00000;1.23616e+03;597.86169;3.50926;3.70391e+03;0;0.84723;3.72878;F;NA;NA;0
Im002;0;8-6;8;6;16.00000;1.06239e+03;424.09182;2.22901;3.51016e+03;0;0.77327;2.50041;G;NA;NA;0
Im002;0;8-7;8;7;16.00000;1.18053e+03;542.23541;2.05755;3.34479e+03;0;0.77579;2.27017;I;NA;NA;0
Im002;0;8-8;8;8;16.00000;1.34484e+03;706.54066;2.90343;3.49572e+03;0;0.79946;3.23861;J;NA;NA;0
Im002;0;8-9;8;9;16.00000;994.70068;356.40276;1.68033;3.59875e+03;0;0.75708;1.86216;K;NA;NA;0
Im002;0;8-10;8;10;16.00000;1.25204e+03;613.74615;3.37209;3.65217e+03;0;0.82869;3.64497;L;NA;NA;0
Im002;0;8-11;8;11;16.00000;1.00135e+03;363.05056;1.50887;3.49255e+03;0;0.79201;1.57502;M;NA;NA;0
Im002;0;8-12;8;12;16.00000;1.30457e+03;666.26988;2.69767;3.28840e+03;0;0.89536;2.73179;N;NA;NA;0
Im002;0;8-13;8;13;16.00000;1.62167e+03;983.37122;3.07489;4.17785e+03;0;0.82286;3.31512;O;NA;NA;0
Im002;0;8-14;8;14;16.00000;1.21542e+03;577.12068;1.96610;3.88165e+03;0;0.78793;2.15644;P;NA;NA;0
Im002;0;8-15;8;15;16.00000;1.04567e+03;407.37619;2.56050;3.30673e+03;0;0.87025;2.65319;Q;NA;NA;0
Im002;0;8-16;8;16;16.00000;1.54239e+03;904.09006;2.09184;3.86500e+03;0;0.82618;2.18524;R;NA;NA;0
Im002;0;8-17;8;17;16.00000;1.12561e+03;487.31572;2.51478;3.12869e+03;0;0.83874;2.61969;S;NA;NA;0
Im002;0;8-18;8;18;16.00000;1.76044e+03;1.12215e+03;2.81198;6.85378e+03;0;0.81627;3.05240;U;NA;NA;0
Im002;0;8-19;8;19;16.00000;1.00691e+03;368.61619;1.86322;2.94006e+03;0;0.76009;2.03895;V;NA;NA;1
Im002;0;8-20;8;20;16.00000;1.03467e+03;396.36875;1.78321;2.84422e+03;0;0.76146;2.01850;W;NA;NA;0
Im002;0;9-0;9;0;18.00000;1.00506e+03;365.80007;2.97201;3.48530e+03;0;0.79649;3.24705;A;NA;NA;0
Im002;0;9-1;9;1;18.00000;1.11753e+03;478.26794;2.52621;3.74138e+03;0;0.75382;2.89473;B;NA;NA;0
Im002;0;9-2;9;2;18.00000;1.13566e+03;496.39543;2.73197;3.94616e+03;0;0.73378;3.25113;C;NA;NA;0
Im002;0;9-3;9;3;18.00000;1.15405e+03;514.78594;2.65195;3.35173e+03;0;0.81678;2.83261;D;NA;NA;0
Im002;0;9-4;9;4;18.00000;1.17485e+03;535.59219;1.87465;3.29898e+03;0;0.75623;2.08106;E;NA;NA;0
Im002;0;9-5;9;5;18.00000;1.23471e+03;595.45188;3.50926;3.64927e+03;0;0.84723;3.72878;F;NA;NA;0
Im002;0;9-6;9;6;18.00000;1.05330e+03;414.03596;2.22901;3.32602e+03;0;0.77327;2.50041;G;NA;NA;0
Im002;0;9-7;9;7;18.00000;1.13689e+03;497.63297;2.05755;3.30426e+03;0;0.77579;2.27017;I;NA;NA;0
Im002;0;9-8;9;8;18.00000;1.29596e+03;656.69916;2.90343;3.50684e+03;0;0.79946;3.23861;J;NA;NA;0
Im002;0;9-9;9;9;18.00000;932.42177;293.16030;1.68033;3.53198e+03;0;0.75708;1.86216;K;NA;NA;0
Im002;0;9-10;9;10;18.00000;1.22859e+03;589.32497;3.37209;3.61538e+03;0;0.82869;3.64497;L;NA;NA;0
Im002;0;9-11;9;11;18.00000;1.00158e+03;362.32186;1.50887;3.30733e+03;0;0.79201;1.57502;M;NA;NA;0
Im002;0;9-12;9;12;18.00000;1.29625e+03;656.98429;2.69767;3.27797e+03;0;0.89536;2.73179;N;NA;NA;0
Im002;0;9-13;9;13;18.00000;1.53372e+03;894.46344;3.07489;4.07317e+03;0;0.82286;3.31512;O;NA;NA;0
Im002;0;9-14;9;14;18.00000;1.16016e+03;520.90132;1.96610;3.82085e+03;1;0.78793;2.15644;P;NA;NA;0
Im002;0;9-15;9;15;18.00000;1.00615e+03;366.88585;2.56050;3.18092e+03;0;0.87025;2.65319;Q;NA;NA;0
