Position;PositionIdx;Indices;Frame;Idx;Time;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;DistCC_oc1;Raw_intensity
Im001;0;7-1;7;1;14.00000;6-3;5;5;0;false;false;6-3;8-2;0.59797;-0.27657;1.96387;0.95462;0.56160;3.95378e+03
Im001;0;8-0;8;0;16.00000;8-0;1;1;0;false;false;NA;NA;1.90910;-0.20345;2.30640;0.76822;0.39327;6.66933e+03
Im001;0;8-1;8;1;16.00000;4-0;5;5;0;false;false;7-0;NA;2.58476;-9.19917e-03;3.21526;0.84423;4.29798e-02;5.80778e+03
Im001;0;8-2;8;2;16.00000;6-3;5;5;0;false;false;7-1;9-1;0.58578;-0.27969;1.96387;0.95102;0.57471;3.83644e+03
Im001;0;9-0;9;0;18.00000;9-0;5;5;0;false;false;NA;10-0;2.41912;-0.33628;4.24077;0.72398;0.56243;4.61488e+03
Im001;0;9-1;9;1;18.00000;6-3;5;5;0;false;false;8-2;10-1;0.58828;-0.33004;1.96387;0.95176;0.67556;4.32289e+03
Im001;0;10-0;10;0;20.00000;9-0;5;5;0;false;false;9-0;11-1;2.42413;-0.32822;4.24077;0.72423;0.94080;4.09150e+03
Im001;0;10-1;10;1;20.00000;6-3;5;5;0;false;false;9-1;NA;0.63088;-0.27551;1.96387;0.96066;0.53766;3.77256e+03
Im001;0;11-0;11;0;22.00000;11-0;2;2;0;false;false;NA;12-0;1.99512;0.18487;3.40708;0.86324;0.59475;4.44889e+03
Im001;0;11-1;11;1;22.00000;9-0;5;5;0;false;false;10-0;12-1;2.42747;-0.30395;4.24077;0.72439;0.56526;4.32675e+03
Im001;0;12-0;12;0;24.00000;11-0;2;2;0;false;false;11-0;NA;1.96987;0.19985;3.40708;0.86440;0.57848;4.01289e+03
Im001;0;12-1;12;1;24.00000;9-0;5;5;0;false;false;11-1;13-0;2.42747;-0.29621;4.24077;0.72439;0.56526;4.16338e+03
Im001;0;13-0;13;0;26.00000;9-0;5;5;0;false;false;12-1;NA;2.40993;-0.29197;4.24077;0.72353;0.54688;3.56625e+03
Im001;0;17-0;17;0;34.00000;17-0;1;1;0;false;false;NA;NA;3.31306;-5.62033e-02;3.21526;0.21383;0.68159;3.92350e+03
Im001;0;18-0;18;0;36.00000;18-0;1;1;0;false;false;NA;NA;2.07680;-0.12454;2.33119;0.73510;0.27504;5.99278e+03
Im001;0;18-1;18;1;36.00000;18-1;5;5;0;false;false;NA;19-1;1.64559;-2.22277e-02;2.28976;0.99370;1.37432e-02;3.74389e+03
Im001;0;19-0;19;0;38.00000;19-0;2;2;0;false;false;NA;20-1;1.54274;8.97016e-02;3.10781;0.75944;0.97641;3.72644e+03
Im001;0;19-1;19;1;38.00000;18-1;5;5;0;false;false;18-1;20-2;1.63390;-2.11682e-03;2.28976;0.99781;1.19504e-02;3.69267e+03
Im001;0;19-2;19;2;38.00000;19-2;5;5;0;false;false;NA;20-3;0.83624;0.33726;2.14287;0.84801;0.40915;3.65113e+03
Im001;0;20-0;20;0;40.00000;20-0;1;1;0;false;false;NA;NA;2.54848;-0.27270;3.54119;0.79776;0.48733;3.66511e+03
Im001;0;20-1;20;1;40.00000;19-0;2;2;0;false;false;19-0;NA;1.55806;0.10925;3.10781;0.75859;0.99888;3.98567e+03
Im001;0;20-2;20;2;40.00000;18-1;5;5;0;false;false;19-1;21-1;1.62222;2.51699e-02;2.28976;1.00191;3.80648e-02;3.80667e+03
Im001;0;20-3;20;3;40.00000;19-2;5;5;0;false;false;19-2;21-2;0.76750;0.30604;2.14287;0.84377;0.30006;3.91722e+03
Im001;0;21-0;21;0;42.00000;21-0;3;3;0;false;false;NA;22-0;2.42622;0.41538;2.64135;0.74419;0.41229;4.18500e+03
Im001;0;21-1;21;1;42.00000;18-1;5;5;0;false;false;20-2;22-2;1.62722;7.21232e-03;2.28976;1.00016;0.00000;3.57389e+03
Im001;0;21-2;21;2;42.00000;19-2;5;5;0;false;false;20-3;22-3;0.79676;0.20908;2.14287;0.84586;0.36996;3.90222e+03
Im001;0;22-0;22;0;44.00000;21-0;3;3;0;false;false;21-0;23-0;2.43798;0.41020;2.64135;0.73554;0.44620;3.79588e+03
Im001;0;22-1;22;1;44.00000;22-1;11;11;0;false;false;NA;23-2;3.18359;-0.23702;4.76728;0.89099;1.34603;3.76833e+03
Im001;0;22-2;22;2;44.00000;18-1;5;5;0;false;false;21-1;NA;1.63056;-3.79934e-03;2.28976;0.99898;1.37432e-02;3.59822e+03
Im001;0;22-3;22;3;44.00000;19-2;5;5;0;false;false;21-2;23-3;0.85884;0.20329;2.14287;0.84919;0.35166;3.67467e+03
Im001;0;23-0;23;0;46.00000;21-0;3;3;0;false;false;22-0;NA;2.46666;0.38843;2.64135;0.71452;0.38479;4.12113e+03
Im001;0;23-1;23;1;46.00000;23-1;1;1;0;false;false;NA;NA;1.64342;-0.32668;3.54119;0.87283;0.94664;3.74389e+03
Im001;0;23-2;23;2;46.00000;22-1;11;11;0;false;false;22-1;24-0;3.27999;-0.31238;4.76728;0.89303;1.49476;3.80289e+03
Im001;0;23-3;23;3;46.00000;19-2;5;5;0;false;false;22-3;NA;0.86880;0.20275;2.14287;0.84972;0.36502;3.92033e+03
Im001;0;24-0;24;0;48.00000;22-1;11;11;0;false;false;23-2;25-0;3.23684;-0.34625;4.76728;0.89313;1.43755;3.37922e+03
Im001;0;25-0;25;0;50.00000;22-1;11;11;0;false;false;24-0;26-0;3.28840;-0.23947;4.76728;0.89277;0.79822;3.32956e+03
Im001;0;25-1;25;1;50.00000;25-1;2;2;0;false;false;NA;26-1;0.89128;-6.75162e-02;2.14287;0.85095;7.78799e-02;4.01856e+03
Im001;0;26-0;26;0;52.00000;22-1;11;11;0;false;false;25-0;27-0;3.23019;-0.20318;4.76728;0.89286;1.44563;3.37744e+03
Im001;0;26-1;26;1;52.00000;25-1;2;2;0;false;false;25-1;NA;0.86637;-0.10931;2.14287;0.84959;0.22876;3.68689e+03
Im001;0;27-0;27;0;54.00000;22-1;11;11;0;false;false;26-0;28-2;3.34343;-0.13702;4.76728;0.89115;1.29806;3.56778e+03
Im001;0;28-0;28;0;56.00000;28-0;3;3;0;false;false;NA;29-0;2.57197;0.38770;2.64135;0.57684;1.31007;3.89025e+03
Im001;0;28-1;28;1;56.00000;28-1;3;3;0;false;false;NA;29-1;2.47759;0.14847;4.24077;0.72685;1.06241;3.31711e+03
Im001;0;28-2;28;2;56.00000;22-1;11;11;0;false;false;27-0;29-2;3.29783;-0.23744;4.76728;0.89249;1.36829;3.61056e+03
Im001;0;29-0;29;0;58.00000;28-0;3;3;0;false;false;28-0;30-0;2.68077;0.28721;2.64135;0.33295;1.31631;3.83588e+03
Im001;0;29-1;29;1;58.00000;28-1;3;3;0;false;false;28-1;30-1;2.49989;0.13671;4.24077;0.72850;0.99368;3.25600e+03
Im001;0;29-2;29;2;58.00000;22-1;11;11;0;false;false;28-2;30-3;3.31207;-0.26864;4.76728;0.89207;1.40879;3.35189e+03
Im001;0;30-0;30;0;60.00000;28-0;3;3;0;false;false;29-0;NA;2.68077;0.28721;2.64135;0.33295;1.29400;3.55213e+03
Im001;0;30-1;30;1;60.00000;28-1;3;3;0;false;false;29-1;NA;2.48823;0.11040;4.24077;0.72748;0.95331;3.04722e+03
Im001;0;30-2;30;2;60.00000;30-2;2;2;0;false;false;NA;31-0;0.76013;-0.23989;4.76728;0.94571;0.12494;3.31989e+03
Im001;0;30-3;30;3;60.00000;22-1;11;11;0;false;false;29-2;31-1;3.28435;-0.16711;4.76728;0.89289;0.76705;3.43667e+03
Im001;0;31-0;31;0;62.00000;30-2;2;2;0;false;false;30-2;NA;0.96413;-2.52271e-03;4.76728;0.93305;0.22041;3.47200e+03
Im001;0;31-1;31;1;62.00000;22-1;11;11;0;false;false;30-3;32-1;3.28375;-0.17570;4.76728;0.89291;1.41333;3.46478e+03
Im001;0;32-0;32;0;64.00000;32-0;1;1;0;false;false;NA;NA;2.57567;0.13882;4.24077;0.73667;0.93771;3.22444e+03
Im001;0;32-1;32;1;64.00000;22-1;11;11;0;false;false;31-1;NA;3.33577;-0.26890;4.76728;0.89137;1.38073;3.56178e+03
Im001;0;33-0;33;0;66.00000;33-0;1;1;0;false;false;NA;NA;1.82660;0.25525;2.74429;0.88515;1.17584;3.91667e+03
Im001;0;34-0;34;0;68.00000;34-0;1;1;0;false;false;NA;NA;2.58688;0.16463;4.24077;0.73805;0.91198;3.33467e+03
Im001;0;34-1;34;1;68.00000;34-1;3;3;0;false;false;NA;35-0;0.50973;0.10603;1.84324;0.92692;8.59600e-02;3.66300e+03
Im001;0;35-0;35;0;70.00000;34-1;3;3;0;false;false;34-1;36-1;0.49553;7.51432e-02;1.84324;0.92006;0.13849;3.88533e+03
Im001;0;36-0;36;0;72.00000;36-0;2;2;0;false;false;NA;37-1;2.47271;-0.23789;3.54119;0.81420;1.22232;4.32700e+03
Im001;0;36-1;36;1;72.00000;34-1;3;3;0;false;false;35-0;NA;0.56294;2.84356e-02;1.84324;0.94363;8.77512e-02;3.76144e+03
Im001;0;36-2;36;2;72.00000;36-2;1;1;0;false;false;NA;NA;1.38062;0.24532;2.93868;0.97044;0.70740;3.92544e+03
Im001;0;37-0;37;0;74.00000;37-0;1;1;0;false;false;NA;NA;2.65511;3.17051e-02;4.24077;0.74974;0.85852;3.42433e+03
Im001;0;37-1;37;1;74.00000;36-0;2;2;0;false;false;36-0;NA;2.42914;-0.20008;3.54119;0.82229;0.31301;4.18178e+03
Im001;0;38-0;38;0;76.00000;38-0;1;1;0;false;false;NA;NA;1.80915;0.15936;2.33119;0.82721;0.42336;4.47633e+03
Im001;0;39-0;39;0;78.00000;39-0;1;1;0;false;false;NA;NA;2.69560;3.40655e-03;4.24077;0.75775;0.83755;3.23900e+03
Im001;0;41-0;41;0;82.00000;41-0;1;1;0;false;false;NA;NA;1.99289;-0.28388;2.33119;0.77961;0.24759;4.64088e+03
Im001;0;42-0;42;0;84.00000;42-0;3;3;0;false;false;NA;43-0;2.06375;0.21381;3.10781;0.74495;0.90837;3.71189e+03
Im001;0;42-1;42;1;84.00000;42-1;3;3;0;false;false;NA;43-2;0.22484;0.39163;1.84324;0.75403;0.55441;3.32600e+03
Im001;0;43-0;43;0;86.00000;42-0;3;3;0;false;false;42-0;44-0;2.08890;0.15640;3.10781;0.74426;0.93828;4.14811e+03
Im001;0;43-1;43;1;86.00000;43-1;2;2;0;false;false;NA;44-1;1.71848;3.11765e-02;2.62416;0.90092;0.47229;3.41822e+03
Im001;0;43-2;43;2;86.00000;42-1;3;3;0;false;false;42-1;44-2;0.22484;0.39163;1.84324;0.75403;0.61928;3.24275e+03
Im001;0;44-0;44;0;88.00000;42-0;3;3;0;false;false;43-0;NA;2.10541;0.17377;3.10781;0.74382;0.92095;4.09867e+03
Im001;0;44-1;44;1;88.00000;43-1;2;2;0;false;false;43-1;NA;1.69655;-2.51662e-02;2.62416;0.89920;0.33671;3.39556e+03
Im001;0;44-2;44;2;88.00000;42-1;3;3;0;false;false;43-2;NA;0.22484;0.39163;1.84324;0.75403;0.60425;3.11775e+03
Im001;0;46-0;46;0;92.00000;46-0;1;1;0;false;false;NA;NA;0.27968;0.39747;1.84324;0.80755;0.62436;3.20563e+03
Im001;0;47-0;47;0;94.00000;47-0;2;2;0;false;false;NA;48-1;0.69392;-0.27802;2.30640;0.88829;0.60740;4.58511e+03
Im001;0;47-1;47;1;94.00000;47-1;1;1;0;false;false;NA;NA;1.61854;-0.13993;4.04966;0.75165;0.16300;3.71011e+03
Im001;0;47-2;47;2;94.00000;47-2;3;3;0;false;false;NA;48-2;2.97074;9.90350e-02;4.24077;0.81987;0.96223;3.28544e+03
Im001;0;47-3;47;3;94.00000;47-3;3;3;0;false;false;NA;48-3;1.73007;-1.31682e-02;2.62416;0.90157;0.42768;3.48744e+03
Im001;0;48-0;48;0;96.00000;48-0;1;1;0;false;false;NA;NA;0.97737;0.12622;2.33119;0.85524;0.32749;4.64444e+03
Im001;0;48-1;48;1;96.00000;47-0;2;2;0;false;false;47-0;NA;0.68983;-0.30920;2.30640;0.88780;0.39286;4.80256e+03
Im001;0;48-2;48;2;96.00000;47-2;3;3;0;false;false;47-2;49-0;3.00810;8.77346e-02;4.24077;0.82600;1.05371;3.30478e+03
Im001;0;48-3;48;3;96.00000;47-3;3;3;0;false;false;47-3;49-1;1.75012;-4.73218e-02;2.62416;0.90269;0.37891;3.31667e+03
Im001;0;48-4;48;4;96.00000;48-4;1;1;0;false;false;NA;NA;0.28081;0.41478;1.84324;0.80867;0.66751;3.22938e+03
Im001;0;49-0;49;0;98.00000;47-2;3;3;0;false;false;48-2;NA;2.99557;7.56401e-02;4.24077;0.82419;1.06583;3.16756e+03
Im001;0;49-1;49;1;98.00000;47-3;3;3;0;false;false;48-3;NA;1.77684;-2.71257e-02;2.62416;0.90418;0.32129;3.46200e+03
Im002;1;0-0;0;0;0.00000;0-0;10;10;0;false;false;NA;1-0;0.29839;0.33250;4.12929;0.77856;0.59527;4.67243e+03
Im002;1;1-0;1;0;8.59100e+03;0-0;10;10;0;false;false;0-0;2-0;0.31125;0.32886;4.12929;0.78823;0.63273;4.62357e+03
Im002;1;2-0;2;0;8.63300e+03;0-0;10;10;0;false;false;1-0;3-0;0.32041;0.33585;4.12929;0.79521;0.64287;5.76386e+03
Im002;1;2-1;2;1;8.63300e+03;2-1;3;3;0;false;false;NA;3-1;0.82245;0.42496;2.97524;0.85375;0.37918;4.33986e+03
Im002;1;2-2;2;2;8.63300e+03;2-2;3;3;0;false;false;NA;3-2;0.49665;0.19439;2.95857;0.79930;0.27984;4.99067e+03
Im002;1;3-0;3;0;6.00000;0-0;10;10;0;false;false;2-0;4-0;0.31192;0.33287;4.12929;0.78873;0.66296;5.48043e+03
Im002;1;3-1;3;1;6.00000;2-1;3;3;0;false;false;2-1;4-1;0.81041;0.39542;2.97524;0.85218;0.39523;4.17229e+03
Im002;1;3-2;3;2;6.00000;2-2;3;3;0;false;false;2-2;4-2;0.52338;0.11288;2.95857;0.80945;0.13976;4.66133e+03
Im002;1;4-0;4;0;8.00000;0-0;10;10;0;false;false;3-0;5-1;0.31116;0.31975;4.12929;0.78816;0.68302;5.70329e+03
Im002;1;4-1;4;1;8.00000;2-1;3;3;0;false;false;3-1;NA;0.79982;0.39573;2.97524;0.85080;0.43372;4.10600e+03
Im002;1;4-2;4;2;8.00000;2-2;3;3;0;false;false;3-2;NA;0.65423;0.15576;2.95857;0.83777;0.22361;4.75444e+03
Im002;1;5-0;5;0;10.00000;5-0;1;1;0;false;false;NA;NA;0.80615;0.20169;4.00111;1.00623;1.10300;4.48333e+03
Im002;1;5-1;5;1;10.00000;0-0;10;10;0;false;false;4-0;6-0;0.30537;0.32052;4.12929;0.78379;0.67312;5.10486e+03
Im002;1;5-2;5;2;10.00000;5-2;1;1;0;false;false;NA;NA;2.60659;-0.15757;3.02700;0.79666;0.22041;4.53633e+03
Im002;1;6-0;6;0;12.00000;0-0;10;10;0;false;false;5-1;7-0;0.31657;0.31957;4.12929;0.79227;0.63842;5.25986e+03
Im002;1;6-1;6;1;12.00000;6-1;1;1;0;false;false;NA;NA;0.61166;3.31919e-02;2.95857;0.83107;0.12282;4.89011e+03
Im002;1;7-0;7;0;14.00000;0-0;10;10;0;false;false;6-0;8-0;0.31317;0.30926;4.12929;0.78968;0.67400;5.31043e+03
Im002;1;8-0;8;0;16.00000;0-0;10;10;0;false;false;7-0;9-0;0.32085;0.31078;4.12929;0.79554;0.73643;5.04614e+03
Im002;1;8-1;8;1;16.00000;8-1;2;2;0;false;false;NA;9-1;0.71603;0.16763;2.95857;0.83576;0.20970;4.57700e+03
Im002;1;9-0;9;0;18.00000;0-0;10;10;0;false;false;8-0;NA;0.31510;0.30702;4.12929;0.79115;0.73234;4.38286e+03
Im002;1;9-1;9;1;18.00000;8-1;2;2;0;false;false;8-1;NA;0.65423;8.74710e-02;2.95857;0.83777;0.20580;4.58667e+03
Im002;1;11-0;11;0;22.00000;11-0;3;3;0;false;false;NA;12-1;0.54818;0.13243;2.95857;0.81703;0.25162;3.73789e+03
Im002;1;12-0;12;0;24.00000;12-0;1;1;0;false;false;NA;NA;1.42235;0.25789;2.15745;0.75874;0.34562;3.94644e+03
Im002;1;12-1;12;1;24.00000;11-0;3;3;0;false;false;11-0;13-0;0.48496;0.16165;2.95857;0.79487;0.23830;4.19733e+03
Im002;1;13-0;13;0;26.00000;11-0;3;3;0;false;false;12-1;NA;0.48997;0.14657;2.95857;0.79677;0.24937;3.42767e+03
Im002;1;15-0;15;0;30.00000;15-0;1;1;0;false;false;NA;NA;1.39972;-0.10926;2.32591;0.85459;0.22627;4.21222e+03
Im002;1;16-0;16;0;32.00000;16-0;1;1;0;false;false;NA;NA;1.15911;0.21140;4.10950;0.85346;0.56234;3.35644e+03
Im002;1;23-0;23;0;46.00000;23-0;2;2;0;false;false;NA;24-0;1.24403;0.27515;2.15745;0.76360;0.32685;3.63078e+03
Im002;1;24-0;24;0;48.00000;23-0;2;2;0;false;false;23-0;NA;1.25388;0.25357;2.15745;0.76338;0.33515;3.73278e+03
Im002;1;25-0;25;0;50.00000;25-0;1;1;0;false;false;NA;NA;1.57880;-0.26505;2.30867;0.81921;0.15173;3.33967e+03
Im002;1;26-0;26;0;52.00000;26-0;6;6;0;false;false;NA;27-0;0.99095;-0.21896;2.82981;0.74807;0.49285;3.12100e+03
Im002;1;27-0;27;0;54.00000;26-0;6;6;0;false;false;26-0;28-1;0.98594;-0.24719;2.82981;0.74796;0.50094;3.52367e+03
Im002;1;27-1;27;1;54.00000;27-1;9;9;0;false;false;NA;28-2;1.55819;-0.27259;2.30867;0.82214;0.11580;3.22611e+03
Im002;1;28-0;28;0;56.00000;28-0;2;2;0;false;false;NA;29-0;2.71139;-3.82864e-02;3.77818;0.85472;0.28170;3.57600e+03
Im002;1;28-1;28;1;56.00000;26-0;6;6;0;false;false;27-0;29-1;0.98761;-0.23842;2.82981;0.74800;0.45639;3.41111e+03
Im002;1;28-2;28;2;56.00000;27-1;9;9;0;false;false;27-1;29-2;1.56512;-0.26504;2.30867;0.82115;0.16754;3.21867e+03
Im002;1;29-0;29;0;58.00000;28-0;2;2;0;false;false;28-0;NA;2.82598;0.16961;3.77818;0.85453;0.41858;3.03589e+03
Im002;1;29-1;29;1;58.00000;26-0;6;6;0;false;false;28-1;30-1;0.98093;-0.24697;2.82981;0.74784;0.53514;3.32556e+03
Im002;1;29-2;29;2;58.00000;27-1;9;9;0;false;false;28-2;30-2;1.57469;-0.29203;2.30867;0.81979;0.13091;3.22056e+03
Im002;1;30-0;30;0;60.00000;30-0;1;1;0;false;false;NA;NA;2.26807;0.17287;3.77818;0.85000;0.86088;3.02589e+03
Im002;1;30-1;30;1;60.00000;26-0;6;6;0;false;false;29-1;31-1;0.97092;-0.24257;2.82981;0.74761;1.19700;3.37978e+03
Im002;1;30-2;30;2;60.00000;27-1;9;9;0;false;false;29-2;31-2;1.64557;-0.29177;2.30867;0.80989;0.38230;3.04122e+03
Im002;1;31-0;31;0;62.00000;31-0;1;1;0;false;false;NA;NA;3.88291e-02;-0.11405;2.67666;0.46174;0.57266;3.36675e+03
Im002;1;31-1;31;1;62.00000;26-0;6;6;0;false;false;30-1;NA;0.96593;-0.24053;2.82981;0.74750;1.13676;3.32067e+03
Im002;1;31-2;31;2;62.00000;27-1;9;9;0;false;false;30-2;32-1;1.66196;-0.29894;2.30867;0.80754;0.10848;2.92944e+03
Im002;1;32-0;32;0;64.00000;32-0;4;4;0;false;false;NA;33-0;0.35533;-6.50857e-02;1.69671;0.65605;5.85997e-02;4.57256e+03
Im002;1;32-1;32;1;64.00000;27-1;9;9;0;false;false;31-2;33-1;1.67817;-0.28963;2.30867;0.80525;0.19495;3.26478e+03
Im002;1;33-0;33;0;66.00000;32-0;4;4;0;false;false;32-0;34-0;0.36867;-5.99823e-02;1.69671;0.65884;0.46919;4.83322e+03
Im002;1;33-1;33;1;66.00000;27-1;9;9;0;false;false;32-1;34-1;1.61487;-0.26866;2.30867;0.81415;0.14150;3.25911e+03
Im002;1;34-0;34;0;68.00000;32-0;4;4;0;false;false;33-0;35-1;0.37034;-6.96045e-02;1.69671;0.65919;4.07819e-02;4.61989e+03
Im002;1;34-1;34;1;68.00000;27-1;9;9;0;false;false;33-1;35-2;1.64119;-0.29819;2.30867;0.81052;0.11952;3.27833e+03
Im002;1;35-0;35;0;70.00000;35-0;15;15;0;false;false;NA;36-0;0.26057;-6.26153e-03;2.15745;0.63087;0.70904;3.52744e+03
Im002;1;35-1;35;1;70.00000;32-0;4;4;0;false;false;34-0;NA;0.36200;-8.59484e-02;1.69671;0.65745;0.15443;4.71078e+03
Im002;1;35-2;35;2;70.00000;27-1;9;9;0;false;false;34-1;NA;1.75395;-0.31029;2.30867;0.79450;0.18138;3.32411e+03
Im002;1;36-0;36;0;72.00000;35-0;15;15;0;false;false;35-0;37-1;0.24220;-9.72876e-04;2.15745;0.62117;0.62313;3.60756e+03
Im002;1;37-0;37;0;74.00000;37-0;3;3;0;false;false;NA;38-0;4.06977;-0.21808;4.10950;0.33997;0.53773;3.38278e+03
Im002;1;37-1;37;1;74.00000;35-0;15;15;0;false;false;36-0;38-1;0.24321;-1.37421e-04;2.15745;0.62176;0.60598;3.44200e+03
Im002;1;37-2;37;2;74.00000;37-2;13;13;0;false;false;NA;38-2;1.43604;-0.12761;1.69671;0.62247;1.01545;3.79711e+03
Im002;1;37-3;37;3;74.00000;37-3;2;2;0;false;false;NA;38-3;0.99213;-6.44160e-02;2.43338;0.77311;0.40920;3.50711e+03
Im002;1;38-0;38;0;76.00000;37-0;3;3;0;false;false;37-0;39-0;3.92209;-0.16202;4.10950;0.66487;0.51251;3.26792e+03
Im002;1;38-1;38;1;76.00000;35-0;15;15;0;false;false;37-1;39-1;0.27621;-1.45267e-02;2.15745;0.63669;0.59125;3.46300e+03
Im002;1;38-2;38;2;76.00000;37-2;13;13;0;false;false;37-2;39-2;1.53874;-7.94284e-02;1.69671;0.54386;0.65719;3.84600e+03
Im002;1;38-3;38;3;76.00000;37-3;2;2;0;false;false;37-3;NA;1.05817;-0.14830;2.43338;0.77319;0.49703;3.22322e+03
Im002;1;39-0;39;0;78.00000;37-0;3;3;0;false;false;38-0;NA;4.08060;0.10722;4.10950;0.30559;0.66307;3.15188e+03
Im002;1;39-1;39;1;78.00000;35-0;15;15;0;false;false;38-1;40-0;0.28882;-6.00969e-02;2.15745;0.64145;0.73970;3.68578e+03
Im002;1;39-2;39;2;78.00000;37-2;13;13;0;false;false;38-2;40-1;1.54074;-7.36504e-02;1.69671;0.54220;1.08921;3.78867e+03
Im002;1;39-3;39;3;78.00000;39-3;1;1;0;false;false;NA;NA;2.54140;-0.15441;3.03925;0.85099;1.97171;2.79289e+03
Im002;1;39-4;39;4;78.00000;39-4;1;1;0;false;false;NA;NA;0.70740;-0.37535;2.43338;0.76853;0.26694;3.32388e+03
Im002;1;40-0;40;0;80.00000;35-0;15;15;0;false;false;39-1;41-0;0.28896;-4.59713e-02;2.15745;0.64150;0.73378;3.58044e+03
Im002;1;40-1;40;1;80.00000;37-2;13;13;0;false;false;39-2;41-1;1.54897;-8.76973e-02;1.69671;0.53546;1.09150;3.88967e+03
Im002;1;40-2;40;2;80.00000;40-2;1;1;0;false;false;NA;NA;2.76453;0.22261;2.86072;0.52805;0.39826;3.33188e+03
Im002;1;41-0;41;0;82.00000;35-0;15;15;0;false;false;40-0;42-0;0.29086;-4.02536e-02;2.15745;0.64223;0.74625;3.52933e+03
Im002;1;41-1;41;1;82.00000;37-2;13;13;0;false;false;40-1;42-2;1.57707;-9.38857e-02;1.69671;0.50076;0.71088;3.88722e+03
Im002;1;42-0;42;0;84.00000;35-0;15;15;0;false;false;41-0;43-0;0.28292;-4.30447e-02;2.15745;0.63921;0.67593;3.35433e+03
Im002;1;42-1;42;1;84.00000;42-1;1;1;0;false;false;NA;NA;2.62431;0.12547;2.67666;0.39713;0.44291;3.52300e+03
Im002;1;42-2;42;2;84.00000;37-2;13;13;0;false;false;41-1;43-2;1.61921;-8.34981e-02;1.69671;0.39970;0.76563;3.62811e+03
Im002;1;43-0;43;0;86.00000;35-0;15;15;0;false;false;42-0;44-0;0.28664;-4.54091e-02;2.15745;0.64062;0.83497;3.25344e+03
Im002;1;43-1;43;1;86.00000;43-1;3;3;0;false;false;NA;44-1;1.23272;-0.21803;3.77818;0.86043;0.33019;2.71556e+03
Im002;1;43-2;43;2;86.00000;37-2;13;13;0;false;false;42-2;44-2;1.57540;-3.01667e-02;1.69671;0.50477;0.46038;3.46456e+03
Im002;1;44-0;44;0;88.00000;35-0;15;15;0;false;false;43-0;45-0;0.28844;-4.55994e-02;2.15745;0.64130;0.75383;3.49256e+03
Im002;1;44-1;44;1;88.00000;43-1;3;3;0;false;false;43-1;45-1;1.23220;-0.15913;3.77818;0.86045;0.33689;2.93879e+03
Im002;1;44-2;44;2;88.00000;37-2;13;13;0;false;false;43-2;45-2;1.54507;9.03788e-03;1.69671;0.53864;0.79712;3.68333e+03
Im002;1;45-0;45;0;90.00000;35-0;15;15;0;false;false;44-0;46-0;0.29108;-2.17317e-02;2.15745;0.64231;0.74926;3.41711e+03
