Position;PositionIdx;Indices;Frame;Idx;Time;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;Raw_intensity;ParentNucleoidIndices;DistCC_oc3
Im001;0;0-1-0;0;0;0.00000;0.81717;0.23277;1.94364;0.78907;0-1-0;5;5;0-1;false;false;NA;1-1-0;4.71300e+03;0-1-0;0.34667
Im001;0;1-0-0;1;0;2.00000;2.49854;0.23031;3.24957;0.84885;1-0-0;1;1;0-0;false;false;NA;NA;6.43467e+03;1-0-0;0.92114
Im001;0;1-1-0;1;0;2.00000;0.84766;0.18364;1.94364;0.79128;0-1-0;5;5;0-1;false;false;0-1-0;2-1-0;4.11356e+03;1-1-0;0.28907
Im001;0;2-1-0;2;0;4.00000;0.73464;0.26809;1.94364;0.78230;0-1-0;5;5;0-1;false;false;1-1-0;3-1-0;4.90989e+03;2-1-0;0.41984
Im001;0;3-0-0;3;0;6.00000;2.50302;-0.11086;3.24957;0.84866;3-0-0;1;1;0-0;false;false;NA;NA;7.64722e+03;3-0-0;0.88009
Im001;0;3-1-0;3;0;6.00000;0.70060;0.26952;1.94364;0.77738;0-1-0;5;5;0-1;false;false;2-1-0;4-1-0;4.92956e+03;3-1-0;0.44149
Im001;0;4-1-0;4;0;8.00000;0.71731;0.24032;1.94364;0.77979;0-1-0;5;5;0-1;false;false;3-1-0;NA;4.61233e+03;4-1-0;0.40826
Im001;0;5-0-0;5;0;10.00000;0.90865;0.27987;3.24957;0.89978;5-0-0;3;3;0-0;false;false;NA;6-0-0;5.44844e+03;5-0-0;0.74271
Im001;0;6-0-0;6;0;12.00000;0.92710;0.26308;3.24957;0.89935;5-0-0;3;3;0-0;false;false;5-0-0;7-0-0;5.80711e+03;6-0-0;0.72114
Im001;0;6-0-1;6;1;12.00000;2.32581;0.10402;3.24957;0.85553;6-0-1;9;9;0-0;false;false;NA;7-0-1;7.07578e+03;6-0-0;0.71830
Im001;0;7-0-0;7;0;14.00000;0.94143;0.25828;3.24957;0.89902;5-0-0;3;3;0-0;false;false;6-0-0;NA;5.49078e+03;7-0-0;0.70674
Im001;0;7-0-1;7;1;14.00000;2.41702;0.10847;3.24957;0.85231;6-0-1;9;9;0-0;false;false;6-0-1;8-0-0;6.68711e+03;7-0-0;0.80944
Im001;0;8-0-0;8;0;16.00000;2.37492;-0.19882;3.24957;0.85412;6-0-1;9;9;0-0;false;false;7-0-1;9-0-0;7.72411e+03;8-0-0;0.76580
Im001;0;9-0-0;9;0;18.00000;2.56831;-0.21970;3.24957;0.84488;6-0-1;9;9;0-0;false;false;8-0-0;10-0-0;6.03067e+03;9-0-0;0.95564
Im001;0;9-3-0;9;0;18.00000;1.70338;0.35317;2.61056;0.93252;9-3-0;1;1;0-3;false;false;NA;NA;5.24733e+03;9-3-0;0.45343
Im001;0;10-0-0;10;0;20.00000;2.60828;-0.29471;3.24957;0.84225;6-0-1;9;9;0-0;false;false;9-0-0;11-0-0;6.78500e+03;10-0-0;1.00792
Im001;0;10-3-0;10;0;20.00000;2.34105;0.11919;2.61056;0.73513;10-3-0;1;1;0-3;false;false;NA;NA;5.76678e+03;10-3-0;0.97008
Im001;0;11-0-0;11;0;22.00000;2.70213;-0.19716;3.24957;0.83572;6-0-1;9;9;0-0;false;false;10-0-0;12-0-0;7.52767e+03;11-0-0;1.08821
